Accession_number	Region	Domain
Q96FC7	[352, 375]	Phytanoyl-CoA hydroxylase-interacting protein C-terminus
Q96IU2	[66, 96]	BED zinc finger
Q96KN3	[72, 125]	TALE/MEIS homeobox family N-terminal domain
Q96M86	[4507, 4536]	Dynein heavy chain C-terminal domain
Q96MS0	[77, 103]	Immunoglobulin domain
Q99572	[116, 177]	ATP P2X receptor
Q9P0G3	[123, 240]	Trypsin
Q9P0T7	[17, 90]	TMEM9
A0A0G2JN01	[259, 322]	Immunoglobulin domain
O75448	[356, 385]	Mediator complex subunit 24 N-terminal
O94760	[67, 92]	N,N dimethylarginine dimethylhydrolase, eukaryotic
P00742	[407, 425]	Trypsin
P02675	[98, 118]	Fibrinogen alpha/beta chain family
P11717	[526, 555]	Cation-independent mannose-6-phosphate receptor repeat
P15172	[35, 56]	Myogenic Basic domain
P29376	[162, 192]	ALK/LTK, Glycine-rich domain
P29460	[156, 210]	Cytokine interleukin-12p40 C-terminus
P49792	[1537, 1570]	Zn-finger in Ran binding protein and others
P50150	[15, 64]	GGL domain
P50452	[299, 373]	Serpin (serine protease inhibitor)
P51826	[1007, 1023]	AFF4, C-terminal homology domain
Q32MQ0	[18, 63]	Zinc-finger
Q3BBV0	[841, 866]	Olduvai domain
Q6UWN8	[24, 79]	Kazal-type serine protease inhibitor domain
Q8N114	[25, 74]	Shisa, N-terminal domain
Q8NEP7	[119, 154]	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
Q8TAD2	[105, 120]	Interleukin-17
Q96CW9	[48, 96]	Laminin N-terminal (Domain VI)
Q96PE3	[543, 630]	INPP4A four helix bundle domain
Q9H7T0	[894, 951]	CATSPERB, C-terminal domain
Q9NZL9	[264, 314]	RmlD substrate binding domain
Q9UIG0	[932, 950]	Williams-Beuren syndrome DDT (WSD), D-TOX E motif
Q9UN66	[733, 775]	Cadherin cytoplasmic C-terminal
Q9UQ49	[237, 294]	BNR repeat-like domain
Q9Y6N7	[76, 104]	Immunoglobulin domain
O14802	[60, 82]	RNA polymerase Rpb1, domain 1
O60513	[73, 95]	N-terminal region of glycosyl transferase group 7
P08582	[24, 44]	Transferrin
P08603	[622, 658]	Sushi repeat (SCR repeat)
P41180	[540, 604]	Nine Cysteines Domain of family 3 GPCR
P49023	[342, 401]	LIM domain
P60608	[482, 511]	ENV polyprotein (coat polyprotein)
Q12959	[719, 764]	Guanylate kinase
Q53R12	[113, 150]	L6 membrane protein
Q6PJG9	[301, 340]	Immunoglobulin I-set domain
Q6R2W3	[594, 663]	SCAN domain-containing protein 3-like zinc finger
Q8IZJ6	[170, 214]	NAD dependent epimerase/dehydratase family
Q8N344	[196, 216]	ELM2 domain
Q8WXA3	[535, 605]	FYVE zinc finger
Q8WZ33	[96, 123]	Tektin family
Q92753	[6, 95]	Double treble clef zinc finger, C4 type
Q9H175	[105, 123]	Cysteine/serine-rich nuclear protein N-terminus
Q9UI26	[884, 905]	Importin-11-like, TPR repeats
Q9UIM3	[217, 242]	Tetratricopeptide repeat
Q9ULB1	[658, 713]	EGF-like domain
A6ND01	[150, 217]	Folate receptor family
O60488	[344, 365]	AMP-binding enzyme
P02771	[103, 154]	Serum albumin family
P06127	[60, 136]	Scavenger receptor cysteine-rich domain
P36382	[44, 63]	Connexin
P53621	[1159, 1223]	Coatomer (COPI) alpha subunit C-terminus
P54289	[969, 999]	Neuronal voltage-dependent calcium channel alpha 2acd
P60008	[109, 124]	linker histone H1 and H5 family
Q14592	[461, 502]	Zinc finger, C2H2 type
Q29980	[103, 119]	Class I Histocompatibility antigen, domains alpha 1 and 2
Q2KHM9	[37, 97]	Protein moonraker
Q3MJ13	[1024, 1046]	WDR72, alpha-solenoid domain
Q49A88	[313, 349]	Coiled-coil domain-containing protein 14
Q5HY64	[28, 86]	FAM47 family
Q6DKI7	[115, 148]	Transmembrane protein PVRIG, immunoglobulin-like domain
Q7Z5A8	[35, 131]	TAFA family
Q8IX18	[630, 656]	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q8TAL5	[1, 26]	Domain of unknown function (DUF4647)
Q99466	[1630, 1680]	Ankyrin repeats (3 copies)
Q9BYJ4	[0, 68]	zinc finger of C3HC4-type, RING
Q9H5F2	[0, 30]	Cilia- and flagella-associated protein 68
Q9HCK5	[264, 337]	PAZ domain
Q9P1W9	[254, 289]	Protein kinase domain
Q9UBG0	[472, 528]	Lectin C-type domain
A0A1B0GX95	[99, 114]	Immunoglobulin V-set domain
A0A1W2PQF6	[108, 149]	Immunoglobulin domain
H3BQJ8	[17, 57]	u-PAR/Ly-6 domain
O43396	[124, 153]	PITH domain
O94955	[139, 157]	Ras family
O95789	[285, 335]	Zinc finger MYM-type protein 4-like, TRASH domain
P01880	[51, 97]	Immunoglobulin C1-set domain
P02689	[105, 131]	Lipocalin / cytosolic fatty-acid binding protein family
P08519	[18, 111]	Kringle domain
P12544	[193, 252]	Trypsin
P21757	[429, 450]	Scavenger receptor cysteine-rich domain
P51168	[389, 456]	Amiloride-sensitive sodium channel
P83731	[0, 49]	Ribosomal protein L24e
Q02747	[69, 114]	Guanylin precursor
Q16827	[764, 787]	Fibronectin type III domain
Q2MJR0	[292, 406]	Sprouty protein (Spry)
Q6NSI4	[146, 169]	RPA-related protein RADX
Q6PCT2	[35, 150]	PHD-finger
Q6PJ69	[2, 65]	Zinc finger, C3HC4 type (RING finger)
Q6UXB1	[22, 108]	Insulin growth factor-like family
Q86UG4	[485, 549]	Kazal-type serine protease inhibitor domain
Q99496	[45, 116]	Zinc finger, C3HC4 type (RING finger)
Q9HD47	[0, 34]	Ran-interacting Mog1 protein
Q9NS56	[98, 165]	Zinc finger, C3HC4 type (RING finger)
Q9NSE4	[365, 380]	tRNA synthetases class I (I, L, M and V)
Q9NZC2	[26, 55]	Immunoglobulin V-set domain
Q9P2A4	[305, 365]	Variant SH3 domain
Q9UKW4	[545, 572]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q9Y2I8	[452, 477]	WD domain, G-beta repeat
Q9Y653	[117, 140]	PTX/LNS-Like (PLL) domain
O75146	[703, 726]	HIP1R domain
O75592	[699, 720]	Regulator of chromosome condensation (RCC1) repeat
P0C091	[200, 237]	Frem protein N-terminal domain
P12757	[244, 319]	c-SKI Smad4 binding domain
P28907	[264, 299]	ADP-ribosyl cyclase
P35609	[864, 889]	Ca2+ insensitive EF hand
P43626	[175, 209]	Immunoglobulin domain
P45974	[638, 658]	Ubiquitin carboxyl-terminal hydrolase
P51843	[93, 120]	Nuclear receptor repeat
P58417	[201, 218]	Neurexophilin
P59510	[684, 712]	ADAMTS cysteine-rich domain
Q14435	[603, 625]	Ricin-type beta-trefoil lectin domain
Q15154	[1697, 1725]	Pericentriolar material 1 C terminus
Q15181	[102, 124]	Inorganic pyrophosphatase
Q15828	[108, 125]	Cystatin domain
Q5TAG4	[901, 950]	Olduvai domain
Q6V1P9	[294, 323]	Cadherin domain
Q6WRI0	[2593, 2610]	Immunoglobulin domain
Q6ZUL3	[168, 200]	Family of unknown function (DUF5553)
Q70EL4	[227, 268]	Ubiquitin carboxyl-terminal hydrolase
Q86T90	[403, 418]	Uncharacterised protein KIAA1328
Q8IYM0	[156, 172]	FAM186A/B, N-terminal
Q93083	[0, 59]	Metallothionein
Q96LB8	[189, 219]	N-acetylmuramoyl-L-alanine amidase
Q96PU4	[313, 401]	PHD-finger
Q9BTC8	[369, 417]	GATA zinc finger
Q9BXY0	[0, 60]	Ribosomal L28e protein family
Q9H3T2	[361, 383]	Sema domain
Q9NZI6	[180, 219]	CP2 transcription factor
O14647	[403, 474]	Chromo (CHRromatin Organisation MOdifier) domain
O15350	[178, 200]	P53 DNA-binding domain
O43657	[141, 196]	Tetraspanin family
P01023	[277, 292]	Macroglobulin domain MG3
P04746	[132, 171]	Alpha amylase, catalytic domain
P05060	[33, 56]	Granin (chromogranin or secretogranin)
P12814	[870, 891]	Ca2+ insensitive EF hand
P13987	[15, 49]	CD59 glycoprotein
P34931	[600, 625]	Hsp70 protein
P54760	[337, 383]	Fibronectin type III domain
P58012	[110, 146]	Forkhead domain
Q2TB10	[347, 378]	zinc-finger C2H2-type
Q5SRR4	[74, 149]	u-PAR/Ly-6 domain
Q6PIF6	[1761, 1795]	MyTH4 domain
Q8IWT6	[53, 79]	Pannexin-like TM region of LRRC8
Q8NG35	[29, 77]	Beta defensin
Q8TAT6	[112, 151]	NPL4 family, putative zinc binding region
Q8WW32	[92, 113]	HMG (high mobility group) box
Q9BXB5	[508, 530]	Oxysterol-binding protein
Q9H2H0	[139, 183]	CXXC zinc finger domain
Q9UFC0	[269, 321]	Leucine-rich repeat and WD repeat-containing protein 1, WD domain
Q9UJT1	[16, 50]	Tubulin/FtsZ family, GTPase domain
Q9Y3S2	[30, 214]	NOA36 protein
O43491	[213, 240]	FERM N-terminal domain
O94972	[78, 107]	B-box zinc finger
P17643	[250, 369]	Common central domain of tyrosinase
P40199	[279, 316]	Immunoglobulin domain
P41161	[320, 359]	PEA3 subfamily ETS-domain transcription factor N terminal domain
P52429	[51, 110]	Phorbol esters/diacylglycerol binding domain (C1 domain)
Q13467	[90, 156]	Fz domain
Q13936	[294, 342]	Ion transport protein
Q495X7	[0, 77]	zinc finger of C3HC4-type, RING
Q53SZ7	[245, 271]	Domain of unknown function (DUF4679)
Q5JX69	[148, 170]	FAM209 family
Q86Y78	[46, 136]	Ly6/PLAUR domain-containing protein 6, Lypd6
Q8N2M8	[44, 65]	Alternative splicing regulator
Q8N4N3	[578, 594]	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
Q8NBV8	[128, 168]	C2 domain
Q8NCV1	[141, 201]	Double-stranded RNA binding motif
Q8NET5	[91, 108]	NFAM1 immunoglobin domain
Q8NGI1	[180, 199]	Olfactory receptor
Q8TCT0	[331, 365]	Ceramide kinase C-terminal domain
Q96GA3	[337, 366]	Low temperature viability protein
Q96IF1	[329, 373]	LIM domain
Q9BY76	[176, 198]	Fibrinogen beta and gamma chains, C-terminal globular domain
Q9H6R7	[221, 239]	WD repeat and coiled-coil-containing protein family
A6NIR3	[462, 488]	Putative GTPase activating protein for Arf
O15067	[484, 531]	AIR synthase related protein, C-terminal domain
P02549	[955, 977]	Spectrin repeat
P08514	[854, 882]	Integrin alpha Ig-like domain 3
P35573	[1224, 1275]	Amylo-alpha-1,6-glucosidase
P39905	[165, 190]	Transforming growth factor beta like domain
P78509	[2129, 2173]	EGF-like domain
Q0P6D2	[313, 338]	Protein-kinase domain of FAM69
Q6N022	[58, 82]	Teneurin Intracellular Region
Q6UX73	[164, 184]	Domain of unknown function (DUF4735)
Q6ZQQ2	[107, 152]	Domain of unknown function (DUF4599)
Q8WU49	[10, 36]	Family of unknown function (DUF5548)
Q9H6U6	[142, 158]	BCAS3, WD40 repeat
Q9HDC5	[16, 34]	MORN repeat
Q9NNX6	[340, 388]	Lectin C-type domain
Q9NPD3	[50, 97]	3' exoribonuclease family, domain 1
Q9UBR2	[76, 178]	Papain family cysteine protease
Q9UN37	[347, 434]	Vps4 C terminal oligomerisation domain
Q9Y6D6	[71, 87]	Mon2/Sec7/BIG1-like, dimerisation and cyclophilin-binding domain
A0A075B6K4	[80, 106]	Immunoglobulin V-set domain
A0A0G2JNF4	[168, 207]	Immunoglobulin domain
A2RRP1	[1137, 1173]	Secretory pathway protein Sec39
A6NIX2	[381, 424]	LIM domain
O15090	[624, 654]	Zinc finger, C2H2 type
O60220	[39, 75]	Tim10/DDP family zinc finger
O75096	[1000, 1037]	Coagulation Factor Xa inhibitory site
P00746	[170, 247]	Trypsin
P49815	[639, 654]	Tuberin
P51530	[226, 260]	DNA replication factor Dna2
Q13228	[71, 91]	56kDa selenium binding protein (SBP56)
Q13361	[69, 92]	Microfibril-associated glycoprotein (MAGP)
Q2M2H8	[51, 72]	Trefoil (P-type) domain
Q5T197	[627, 692]	E3 ubiquitin-protein ligase DCST1-like, C-terminal RING domain
Q7RTV0	[0, 109]	PHF5-like protein
Q8IVF5	[1461, 1479]	Tiam1 second PH domain-like
Q8IYP9	[256, 290]	DHHC palmitoyltransferase
Q8NHV1	[159, 177]	AIG1 family
Q92831	[91, 122]	PCAF (P300/CBP-associated factor) N-terminal domain
Q96IQ9	[108, 202]	C2H2-type zinc ribbon
Q96M02	[160, 225]	Centrosomal C10orf90
Q9C091	[112, 128]	GREB1 N-terminal domain
Q9UDT6	[125, 143]	CAP-Gly domain
Q9Y624	[140, 157]	Immunoglobulin domain
A2A3N6	[505, 536]	von Willebrand factor type A domain
A6NJB7	[142, 190]	Proline-rich 19
B4DS77	[103, 122]	Shisa, N-terminal domain
O75879	[309, 343]	GatB/GatE catalytic domain
O95696	[138, 174]	Enhancer of polycomb-like
P04637	[100, 116]	P53 DNA-binding domain
P05019	[68, 118]	Insulin/IGF/Relaxin family
P05164	[264, 356]	Animal haem peroxidase
P27540	[233, 291]	PAS fold
P55160	[580, 596]	Nck-associated protein 1
Q05086	[37, 66]	Amino-terminal Zinc-binding domain of ubiquitin ligase E3A
Q14643	[0, 62]	Inositol 1,4,5-trisphosphate/ryanodine receptor
Q16820	[267, 312]	MAM domain, meprin/A5/mu
Q3LI76	[4, 132]	PMG protein
Q5T6X5	[511, 588]	Nine Cysteines Domain of family 3 GPCR
Q6PGQ1	[0, 23]	Aspartate-rich protein 1-like
Q86UD1	[197, 272]	Out at first, C-terminal
Q8TAP4	[4, 23]	LIM domain
Q9Y6F7	[24, 69]	Chromo (CHRromatin Organisation MOdifier) domain
A8MYJ7	[492, 519]	Tetratricopeptide repeat
O43653	[0, 107]	Snake toxin and toxin-like protein
P35443	[704, 723]	Thrombospondin type 3 repeat
P84022	[111, 134]	MH1 domain
Q00994	[94, 110]	Brain expressed X-linked like family
Q14CW9	[78, 117]	Sgf11 (transcriptional regulation protein)
Q32NC0	[88, 115]	Ribonuclease MRP subunit P24-like
Q3ZCN5	[982, 999]	von Willebrand factor type D domain
Q5GFL6	[286, 324]	EGF-like domain
Q5VVQ6	[317, 344]	Ubiquitin thioesterase OTU1, C-terminal C2H2-type zinc finger
Q63HN8	[3986, 4014]	Zinc finger, C3HC4 type (RING finger)
Q6UXB3	[13, 124]	Snake toxin and toxin-like protein
Q8N5R6	[167, 197]	Ccdc33 N-terminal domain
Q96N21	[331, 351]	Tepsin VHS/ENTH-like domain
Q9H6S0	[84, 123]	R3H domain
Q9NZH4	[24, 46]	Securin sister-chromatid separation inhibitor
Q9UGM3	[176, 211]	Scavenger receptor cysteine-rich domain
O60809	[452, 473]	PRAME C-terminal domain
O75077	[725, 779]	EGF-like domain
O76075	[11, 56]	CIDE-N domain
O76076	[193, 234]	CCN3 Nov like TSP1 domain
O96008	[70, 91]	Eukaryotic porin
P10746	[239, 264]	Uroporphyrinogen-III synthase HemD
P16144	[20, 95]	Integrin plexin domain
P18621	[49, 78]	Ribosomal protein L22p/L17e
P78356	[317, 332]	Phosphatidylinositol-4-phosphate 5-Kinase
Q3LI81	[27, 114]	PMG protein
Q5XLA6	[58, 87]	Caspase recruitment domain
Q6ZRC1	[1412, 1437]	Protein of unknown function (DUF4527)
Q70CQ1	[317, 345]	Ubiquitin carboxyl-terminal hydrolase
Q86YB8	[82, 145]	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)
Q8N614	[89, 205]	TMEM156 protein family
Q8TB03	[62, 82]	Domain of unknown function (DUF4559)
Q8TBB0	[0, 24]	THAP domain
Q8TE23	[341, 371]	Receptor family ligand binding region
Q969S3	[245, 268]	C2H2 type zinc-finger (2 copies)
Q96B86	[32, 118]	Repulsive guidance molecule (RGM) N-terminal domain
Q9HCX4	[197, 212]	Transient receptor ion channel II
Q9P2K5	[564, 582]	RNA recognition motif
Q9Y5J9	[30, 74]	Tim10/DDP family zinc finger
A0A1B0GTU1	[0, 30]	Zinc-finger containing family
O15091	[340, 361]	Protein-only RNase P
O75976	[1128, 1158]	Zinc carboxypeptidase
P01189	[17, 58]	Pro-opiomelanocortin, N-terminal region
P04808	[153, 184]	Insulin/IGF/Relaxin family
P30203	[41, 97]	Scavenger receptor cysteine-rich domain
Q14031	[1611, 1632]	C-terminal tandem repeated domain in type 4 procollagen
Q502W6	[1140, 1160]	Domain of unknown function (DUF4537)
Q5T5X7	[801, 822]	BEN domain
Q5VTM2	[506, 541]	Putative GTPase activating protein for Arf
Q6WN34	[240, 349]	von Willebrand factor type C domain
Q7LFL8	[244, 308]	CXXC zinc finger domain
Q86TG7	[86, 101]	Domain of unknown function (DUF4939)
Q86U28	[131, 153]	Iron-sulphur cluster biosynthesis
Q8N144	[102, 131]	Connexin
Q8N2Y8	[1445, 1463]	Variant SH3 domain
Q8NG41	[85, 122]	Neuropeptides B and W
Q9H3L0	[57, 124]	Methylmalonic aciduria and homocystinuria type D protein
Q9HAT8	[321, 348]	Pellino, RING domain
Q9NR48	[2084, 2139]	AWS domain
Q9NR83	[355, 386]	Zinc finger protein 704 C-terminal domain
Q9NVS2	[100, 129]	Ribosomal protein S18
Q9P273	[61, 92]	Teneurin Intracellular Region
Q9Y5G2	[726, 800]	Cadherin cytoplasmic C-terminal
A0A0B4J275	[94, 111]	Immunoglobulin V-set domain
O14827	[63, 87]	PH domain
P0C869	[163, 193]	Cytosolic phospholipases A2 C2-domain
P0CG39	[657, 728]	Actin
Q01469	[35, 114]	Lipocalin / cytosolic fatty-acid binding protein family
Q14147	[815, 873]	Oligonucleotide/oligosaccharide-binding (OB)-fold
Q14161	[13, 51]	Putative GTPase activating protein for Arf
Q15003	[215, 272]	Condensin complex subunit 2
Q5YKI7	[87, 102]	Ubiquitin-like domain
Q6FHJ7	[94, 145]	Fz domain
Q6GQQ9	[799, 842]	A20-like zinc finger
Q71UM5	[33, 78]	Ribosomal protein S27
Q7Z5H5	[258, 292]	Vomeronasal organ pheromone receptor family, V1R
Q86SE9	[0, 71]	Zinc finger, C3HC4 type (RING finger)
Q8WVD3	[152, 235]	Drought induced 19 protein (Di19), zinc-binding
Q8WWY8	[274, 294]	Lipase
Q99567	[383, 408]	Nuclear pore component
Q9BY12	[786, 816]	Zinc-finger of C2H2 type
Q9BYX7	[0, 35]	Actin
Q9H9V4	[85, 103]	Ring finger domain
Q9NZ09	[376, 400]	UBA-like domain
Q9P2E7	[741, 764]	Cadherin cytoplasmic C-terminal
Q9UJQ4	[370, 400]	Zinc finger, C2H2 type
Q9UPT9	[279, 344]	Ubiquitin carboxyl-terminal hydrolase
B9A064	[181, 197]	Immunoglobulin C1-set domain
O15492	[122, 178]	Regulator of G protein signaling domain
O75084	[119, 159]	Fz domain
O95989	[3, 81]	NUDIX domain
P0CG22	[251, 269]	Enoyl-(Acyl carrier protein) reductase
P17097	[654, 684]	Zinc finger, C2H2 type
P51575	[106, 164]	ATP P2X receptor
P62987	[85, 115]	Ribosomal L40e family
Q30KQ1	[31, 60]	Beta defensin
Q53FE4	[12, 83]	SPATIAL
Q6UX52	[152, 208]	C17orf99 Ig domain
Q8IUH8	[118, 138]	PA domain
Q8N4C9	[117, 133]	Domain of unknown function (DUF4711)
Q8NFY4	[348, 378]	Sema domain
Q8NG11	[159, 202]	Tetraspanin family
Q8NHP8	[488, 508]	Phospholipase B
Q8NHY3	[84, 115]	Calponin homology (CH) domain
Q8TF30	[158, 181]	N-terminal of Junction-mediating and WASP homolog-associated
Q96BH3	[112, 173]	Fibronectin type II domain
Q9BZ76	[546, 604]	EGF-like domain
Q9H0J4	[1414, 1435]	Domain of unknown function (DUF4795)
Q9H992	[532, 614]	RING-variant domain
Q9HBX9	[12, 71]	Low-density lipoprotein receptor domain class A
Q9HD90	[149, 211]	Neuronal helix-loop-helix transcription factor
Q9NV58	[222, 273]	IBR domain, a half RING-finger domain
H3BNL1	[52, 75]	Domain of unknown function with conserved HDNR motif
O15409	[339, 374]	FOXP coiled-coil domain
P32456	[386, 419]	Guanylate-binding protein, C-terminal domain
P41221	[154, 170]	wnt family
Q01523	[51, 93]	Mammalian defensin
Q01668	[303, 343]	Ion transport protein
Q11201	[132, 159]	Glycosyltransferase family 29 (sialyltransferase)
Q14DG7	[340, 360]	TMEM132 cohesin-like domain
Q5CZC0	[6540, 6569]	Fibrous sheath-interacting protein 2
Q5JXC2	[189, 269]	Migration and invasion-inhibitory
Q6UXX9	[13, 205]	Furin-like repeat, cysteine-rich
Q8NDM7	[883, 910]	Cfap43 coiled coil
Q8WV15	[142, 171]	FAM70 protein
Q96JM7	[527, 544]	mbt repeat
Q9BZB8	[0, 48]	Cytoplasmic polyadenylation element-binding protein 1 N-terminus
Q9HCB6	[752, 806]	Thrombospondin type 1 domain
Q9NWV4	[53, 112]	CXXC motif containing zinc binding protein, eukaryotic
Q9UH73	[156, 179]	Transcription factor COE1 DNA-binding domain
Q9UN67	[727, 762]	Cadherin cytoplasmic C-terminal
O60663	[9, 115]	LIM domain
O95803	[814, 831]	Sulfotransferase domain
P21810	[45, 89]	Leucine rich repeat N-terminal domain
P23276	[700, 731]	Peptidase family M13
Q02388	[2873, 2935]	Kunitz/Bovine pancreatic trypsin inhibitor domain
Q06455	[500, 555]	MYND finger
Q6IC83	[0, 38]	Aspartate-rich protein 1-like
Q75QN2	[226, 252]	Integrator complex subunit 8, TPR repeats
Q7Z570	[409, 473]	ZNF804A small beta sheet domain
Q99501	[262, 278]	Growth-Arrest-Specific Protein 2 Domain
Q9HBZ2	[205, 268]	PAS fold
Q9P0U4	[23, 50]	PHD-finger
Q9Y6K1	[484, 553]	DNMT3, cysteine rich ADD domain, GATA1-like zinc finger
A0A376A8Z9	[136, 173]	Immunoglobulin domain
A0AAG2UXD8	[843, 866]	Olduvai domain
O75487	[34, 85]	Glypican
P04732	[0, 59]	Metallothionein
P07858	[133, 224]	Papain family cysteine protease
P09496	[204, 247]	Clathrin light chain
P10523	[144, 165]	Arrestin (or S-antigen), N-terminal domain
P15498	[536, 585]	Phorbol esters/diacylglycerol binding domain (C1 domain)
P29322	[348, 382]	Fibronectin type III domain
P61565	[270, 286]	Retro-transcribing viruses envelope glycoprotein
Q01415	[382, 415]	GHMP kinases C terminal
Q13489	[70, 104]	Inhibitor of Apoptosis domain
Q14714	[151, 178]	CD20-like family
Q3LHN0	[0, 69]	PMG protein
Q6ZUJ4	[194, 227]	Domain of unknown function (DUF4712)
Q76LX8	[719, 809]	Thrombospondin type 1 domain
Q7Z6G8	[1080, 1096]	Phosphotyrosine interaction domain (PTB/PID)
Q8N5K1	[75, 134]	Iron-binding zinc finger CDGSH type
Q96T23	[890, 955]	PHD-finger
Q9H9B1	[512, 638]	Histone-lysine N-methyltransferase EHMT1/EHMT2, Cys-rich region
Q9NX65	[314, 340]	Myb/SANT-like DNA-binding domain
Q9UKT4	[363, 440]	IBR domain
Q9Y2J2	[102, 126]	FERM N-terminal domain
Q9Y493	[25, 61]	MAM domain, meprin/A5/mu
P04150	[268, 329]	Glucocorticoid receptor
P0C6S8	[433, 489]	Immunoglobulin I-set domain
P46100	[158, 242]	Cysteine Rich ADD domain
P78562	[697, 748]	Peptidase family M13
P79522	[158, 186]	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q03591	[292, 329]	Sushi repeat (SCR repeat)
Q06210	[471, 486]	SIS domain
Q12952	[108, 137]	Forkhead domain
Q13683	[659, 676]	Integrin alpha Ig-like domain 1
Q14202	[579, 610]	MYM-type Zinc finger with FCS sequence motif
Q6H9L7	[318, 529]	AMOP domain
Q6ZV73	[1216, 1288]	FYVE zinc finger
Q7L513	[176, 254]	Immunoglobulin domain
Q86SH2	[354, 423]	Zinc-binding domain
Q96KM6	[502, 562]	Zinc finger protein 512, C2HC zinc finger
Q9BQ08	[50, 110]	Resistin
Q9H972	[0, 43]	Domain of unknown function (DUF4616)
Q9NXC5	[728, 872]	Zinc-ribbon like family
Q9NY30	[49, 76]	BTG family
Q9UIK5	[156, 224]	Kazal-type serine protease inhibitor domain
Q9UNI1	[193, 243]	Trypsin
O14524	[363, 389]	NEMP family
O15018	[2783, 2799]	PDZ domain
O60858	[0, 69]	RING-type zinc-finger
O75446	[89, 108]	SAP30 zinc-finger
P0DPF3	[637, 671]	Olduvai domain
P12314	[66, 93]	Immunoglobulin domain
P14207	[20, 163]	Folate receptor family
P24468	[73, 147]	Double treble clef zinc finger, C4 type
P29466	[53, 97]	Caspase recruitment domain
P33176	[154, 195]	Kinesin motor domain
P42575	[355, 370]	Caspase domain
P55209	[263, 282]	Nucleosome assembly protein (NAP)
Q14683	[1096, 1118]	RecF/RecN/SMC N terminal domain
Q5JSL3	[1865, 1920]	DHR-2, Lobe B
Q86SQ3	[142, 170]	GPCR proteolysis site, GPS, motif
Q8N1C3	[393, 440]	Neurotransmitter-gated ion-channel transmembrane region
Q8NEM1	[229, 264]	Zinc finger, C2H2 type
Q92628	[426, 479]	Domain of unknown function (DUF4603)
Q96IY4	[245, 283]	Zinc carboxypeptidase
Q9H293	[85, 176]	Interleukin-17
Q9NSI6	[1306, 1352]	Bromodomain
Q9P0M6	[290, 313]	Macro domain
Q9P2H5	[565, 598]	Ubiquitin carboxyl-terminal hydrolase
A8MUU1	[0, 75]	Lipocalin / cytosolic fatty-acid binding protein family
F5H4B4	[120, 177]	Protein of unknown function
O94880	[469, 490]	PHD-zinc-finger like domain
P07711	[106, 145]	Papain family cysteine protease
P09234	[0, 35]	U1 zinc finger
P49908	[171, 199]	Selenoprotein P, N terminal region
Q12906	[288, 308]	DZF C-terminal domain
Q16552	[79, 105]	Interleukin-17
Q495W5	[91, 117]	Fucosyltransferase, N-terminal
Q53EP0	[652, 732]	Fibronectin type III domain
Q5UCC4	[158, 179]	ER membrane protein complex subunit 10
Q6UWQ5	[131, 147]	C-type lysozyme/alpha-lactalbumin family
Q6ZVD8	[933, 957]	Protein phosphatase 2C
Q8N0X4	[32, 87]	HpcH/HpaI aldolase/citrate lyase
Q8NET1	[20, 54]	Beta defensin
Q8NFA2	[254, 289]	SH3 domain
Q99436	[240, 260]	Proteasome beta subunits C terminal
Q9GZQ4	[354, 382]	Neuromedin-U receptor 2, C-terminal
Q9HCC0	[255, 272]	Carboxyl transferase domain
Q9P0X4	[244, 324]	Ion transport protein
Q9UHC3	[236, 284]	Amiloride-sensitive sodium channel
Q9UKR3	[142, 237]	Trypsin
B7Z368	[60, 96]	Family of unknown function (DUF5558)
P0CG20	[30, 78]	Zinc-finger
P13640	[0, 60]	Metallothionein
P16157	[922, 944]	ZU5 domain
P18615	[293, 347]	RNA recognition motif
P26006	[594, 629]	Integrin alpha Ig-like domain 1
P48304	[119, 165]	Lectin C-type domain
Q08211	[0, 16]	Double-stranded RNA binding motif
Q12770	[1045, 1079]	SCAP Beta-propeller
Q2KJY2	[618, 637]	Kinesin motor domain
Q8N697	[129, 153]	POT family
Q92736	[0, 27]	Inositol 1,4,5-trisphosphate/ryanodine receptor
Q9BQQ7	[138, 176]	Zinc-binding domain
Q9BVN2	[841, 861]	Variant SH3 domain
B1ANY3	[150, 192]	FAM220 family
O14795	[504, 536]	Phorbol esters/diacylglycerol binding domain (C1 domain)
P0DKV0	[96, 119]	Domain of unknown function (DUF4599)
P11498	[788, 813]	HMGL-like
P23468	[169, 226]	Immunoglobulin I-set domain
P53582	[0, 38]	zf-MYND-like zinc finger, mRNA-binding
Q13332	[121, 231]	Immunoglobulin domain
Q5SZI1	[168, 202]	Low-density lipoprotein receptor domain class A
Q8N2Q7	[169, 189]	Carboxylesterase family
Q8NFK1	[39, 67]	Connexin
Q8TC94	[40, 94]	Actin
Q92896	[252, 274]	Cysteine rich repeat
Q96IT1	[114, 138]	SCAN domain
Q96K21	[67, 154]	FYVE zinc finger
Q99706	[132, 148]	Immunoglobulin domain
Q9H0C1	[0, 36]	MYND finger
Q9NVV9	[9, 88]	THAP domain
Q9UIA0	[318, 361]	PH domain
