Accession_number	Region	Region_length
Q6P9G9	[317, 366]	50
Q96GC6	[249, 269]	21
Q96GC6	[462, 521]	60
Q9BWE0	[0, 15]	16
Q9BWE0	[138, 191]	54
Q9BWE0	[227, 278]	52
Q9BWE0	[366, 417]	52
A0A1W2PPD8	[370, 400]	31
A0A1W2PPD8	[493, 514]	22
A2RU30	[280, 302]	23
A2RU30	[349, 400]	52
P01042	[81, 154]	74
P01042	[249, 276]	28
P16581	[132, 519]	388
P17038	[96, 136]	41
P17038	[165, 244]	80
P17038	[277, 356]	80
P52741	[41, 90]	50
P52741	[363, 415]	53
P62633	[0, 176]	177
Q02556	[118, 138]	21
Q15113	[311, 331]	21
Q53H54	[432, 447]	16
Q8NDQ6	[160, 229]	70
Q8NDQ6	[430, 481]	52
Q8NDQ6	[514, 565]	52
Q96JB8	[389, 407]	19
Q9UI38	[48, 74]	27
P01857	[77, 121]	45
P19438	[33, 132]	100
P19438	[151, 204]	54
Q04756	[97, 302]	206
Q05066	[29, 55]	27
Q07617	[498, 515]	18
Q6IE81	[195, 226]	32
Q75VX8	[541, 566]	26
Q86TH1	[137, 222]	86
Q86TH1	[565, 649]	85
Q8IU80	[444, 577]	134
Q96FX2	[65, 81]	17
Q9HBW9	[14, 114]	101
Q9N2J8	[239, 266]	28
Q9NQ69	[0, 22]	23
Q9NQ69	[50, 74]	25
Q9NV66	[245, 265]	21
Q9NV66	[394, 425]	32
A0A087WUV0	[167, 226]	60
A0A087WUV0	[240, 291]	52
E9PJI5	[343, 364]	22
Q15270	[97, 123]	27
Q32M78	[184, 267]	84
Q6UXB4	[82, 104]	23
Q86UY6	[195, 236]	42
Q8N3Z6	[232, 273]	42
Q8N3Z6	[292, 328]	37
Q8N3Z6	[338, 375]	38
Q8N9F8	[207, 288]	82
Q8NB78	[42, 88]	47
Q8NB78	[225, 243]	19
Q8NFU1	[422, 455]	34
Q8WW14	[21, 67]	47
Q8WW14	[179, 226]	48
Q96FN5	[457, 527]	71
Q9NR56	[12, 75]	64
Q9NRH2	[736, 760]	25
Q9UGT4	[20, 53]	34
Q9UGT4	[425, 447]	23
Q9UHQ1	[0, 20]	21
Q9Y5H5	[723, 741]	19
O15062	[616, 672]	57
P04183	[189, 215]	27
P50876	[60, 86]	27
Q6NZY4	[221, 258]	38
Q6P1R4	[384, 435]	52
Q6ZW61	[287, 304]	18
Q86WS4	[90, 124]	35
Q8N2I2	[10, 32]	23
Q8N2I2	[44, 89]	46
Q8N2I2	[179, 230]	52
Q8N2I2	[394, 449]	56
Q8N2I2	[478, 503]	26
Q8N841	[848, 890]	43
Q9H5Y7	[25, 46]	22
Q9HCG7	[10, 69]	60
Q02080	[299, 329]	31
Q08554	[658, 680]	23
Q08554	[824, 874]	51
Q14943	[366, 381]	16
Q5T5M9	[349, 371]	23
Q7Z5L7	[57, 83]	27
Q8TCF1	[0, 107]	108
Q8WTX9	[378, 409]	32
Q9BW71	[438, 458]	21
Q9H693	[2, 89]	88
Q9H693	[102, 157]	56
A0PJY2	[279, 386]	108
O15209	[477, 527]	51
O60279	[121, 149]	29
O94989	[198, 223]	26
O94989	[736, 772]	37
P60413	[0, 244]	245
Q03924	[41, 74]	34
Q03924	[100, 136]	37
Q03924	[156, 207]	52
Q8N8E2	[110, 253]	144
Q8N8E2	[266, 488]	223
Q96G75	[370, 388]	19
Q96GX2	[59, 84]	26
Q9NTW7	[135, 276]	142
Q9NTW7	[290, 372]	83
Q9NTW7	[433, 537]	105
Q9NTW7	[571, 606]	36
A0A087WVF3	[523, 545]	23
A6NIN4	[7, 89]	83
B4DXR9	[105, 129]	25
B4DXR9	[269, 320]	52
P00742	[46, 186]	141
P29376	[69, 90]	22
P29376	[370, 420]	51
Q02446	[614, 663]	50
Q8NEP7	[170, 221]	52
Q8TD19	[867, 918]	52
Q8TD19	[957, 978]	22
Q96CW9	[286, 521]	236
Q96NG8	[190, 241]	52
Q96PE3	[382, 397]	16
Q96PE3	[916, 946]	31
Q99592	[401, 476]	76
Q9GZX5	[225, 278]	54
Q9UQ49	[407, 424]	18
A0A087X179	[523, 545]	23
O60269	[215, 253]	39
O60269	[269, 302]	34
P17021	[181, 260]	80
P17021	[376, 428]	53
P51797	[0, 31]	32
Q13049	[95, 143]	49
Q68EA5	[69, 120]	52
Q68EA5	[131, 268]	138
Q6PKC3	[466, 487]	22
Q7Z340	[234, 379]	146
Q8N344	[6, 32]	27
Q8N344	[516, 544]	29
Q8N6M9	[0, 144]	145
Q96NU1	[2, 27]	26
Q99741	[127, 165]	39
Q9H175	[460, 481]	22
Q9UIM3	[157, 177]	21
A0A0B4J1W7	[343, 364]	22
P06127	[190, 215]	26
P06127	[233, 258]	26
P06127	[320, 353]	34
P09564	[215, 239]	25
Q14592	[181, 238]	58
Q14592	[299, 315]	17
Q14592	[411, 455]	45
Q15569	[560, 615]	56
Q2M3X9	[243, 294]	52
Q53GI3	[281, 326]	46
Q53GI3	[349, 400]	52
Q6ZN06	[234, 481]	248
Q6ZN17	[118, 173]	56
Q8NCG7	[249, 276]	28
Q8NCG7	[304, 321]	18
Q9H4S2	[36, 70]	35
Q9H4S2	[220, 241]	22
Q5H9M0	[251, 277]	27
Q5H9M0	[302, 322]	21
Q6PCT2	[639, 693]	55
Q86XN6	[236, 427]	192
Q8WW36	[0, 165]	166
Q9UKW4	[182, 204]	23
P17020	[34, 76]	43
P17020	[144, 180]	37
P17020	[200, 251]	52
P28907	[0, 19]	20
P51843	[93, 144]	52
Q03989	[264, 284]	21
Q15005	[6, 28]	23
Q86UT5	[70, 114]	45
Q8IYI8	[95, 120]	26
Q8IYI8	[133, 186]	54
Q8IYI8	[214, 439]	226
Q8IYI8	[449, 497]	49
Q8NCT1	[364, 385]	22
Q96PU4	[320, 366]	47
Q96PU4	[421, 448]	28
Q9BU70	[5, 55]	51
Q9H3T2	[516, 554]	39
Q9H3T2	[620, 638]	19
Q9NVH0	[350, 376]	27
P34931	[606, 631]	26
P54760	[212, 329]	118
P57059	[674, 698]	25
P57059	[745, 776]	32
P58317	[0, 50]	51
P58317	[163, 214]	52
P58317	[250, 326]	77
Q2TB10	[0, 27]	28
Q2TB10	[221, 244]	24
Q2TB10	[278, 302]	25
Q6P280	[301, 352]	52
Q6V9R5	[225, 302]	78
Q8TAT6	[576, 607]	32
Q9BQA5	[190, 362]	173
Q9H2H0	[26, 59]	34
Q9H2H0	[100, 181]	82
Q9H9P8	[22, 42]	21
Q9NQ36	[29, 483]	455
Q9NQ36	[561, 585]	25
Q9NQ36	[616, 818]	203
Q9UJ96	[0, 18]	19
O94972	[41, 64]	24
P17643	[23, 74]	52
P17643	[99, 122]	24
P52429	[133, 175]	43
Q13467	[164, 194]	31
Q13467	[207, 223]	17
Q13467	[531, 548]	18
Q5H9S7	[0, 16]	17
Q5VV16	[287, 308]	22
Q5VV16	[320, 415]	96
Q8NBV8	[53, 69]	17
Q96IF1	[327, 347]	21
Q96PX8	[330, 358]	29
Q99708	[543, 576]	34
Q99708	[612, 643]	32
Q99708	[862, 884]	23
Q99972	[36, 70]	35
Q9NSD4	[92, 143]	52
Q9NSD4	[172, 223]	52
P37023	[23, 91]	69
Q12947	[425, 443]	19
Q3MJ62	[219, 291]	73
Q53RD9	[70, 90]	21
Q53RD9	[103, 339]	237
Q8WU20	[0, 16]	17
Q96KP6	[238, 279]	42
Q9BYP9	[0, 153]	154
Q9NP64	[125, 149]	25
Q9NX31	[187, 213]	27
Q9Y676	[83, 114]	32
O14771	[308, 359]	52
O95407	[38, 209]	172
P17483	[49, 69]	21
P27037	[31, 55]	25
P27037	[83, 105]	23
Q13361	[122, 172]	51
Q6AW86	[248, 299]	52
Q6AW86	[416, 467]	52
Q6ULP2	[354, 375]	22
Q7Z398	[174, 245]	72
Q7Z444	[204, 232]	29
Q8IYP9	[13, 44]	32
Q8N135	[24, 42]	19
Q8N3S3	[402, 443]	42
Q92831	[1, 21]	21
Q92831	[31, 61]	31
Q96K58	[13, 36]	24
Q96K58	[75, 184]	110
Q96K58	[355, 406]	52
Q96K58	[507, 558]	52
B4DS77	[18, 39]	22
P27540	[245, 300]	56
P27540	[338, 361]	24
P40238	[182, 215]	34
P40238	[324, 350]	27
P40238	[574, 626]	53
P49639	[12, 56]	45
Q16670	[248, 324]	77
Q16820	[597, 639]	43
Q658N2	[303, 344]	42
Q6PGQ1	[127, 165]	39
Q6PGQ1	[176, 200]	25
Q8TAP4	[0, 17]	18
Q9H707	[82, 105]	24
Q9H707	[190, 254]	65
Q9UQF0	[20, 36]	17
O00311	[340, 372]	33
O14672	[424, 642]	219
O43316	[276, 302]	27
P35443	[247, 630]	384
Q14593	[85, 107]	23
Q14593	[139, 178]	40
Q14593	[197, 239]	43
Q14593	[309, 360]	52
Q5GFL6	[217, 258]	42
Q6AZW8	[23, 92]	70
Q6NX45	[142, 193]	52
Q86YS7	[444, 466]	23
Q86YS7	[981, 999]	19
Q96NI6	[570, 626]	57
Q9BSJ5	[417, 442]	26
Q9BSJ5	[586, 608]	23
Q9BVS5	[28, 90]	63
Q9BX10	[1, 22]	22
Q9H5J0	[463, 514]	52
Q9UKN5	[536, 562]	27
Q9UKN5	[581, 597]	17
Q9UKN5	[609, 660]	52
Q9Y3M9	[199, 250]	52
Q9Y3M9	[676, 727]	52
Q9Y6Q3	[169, 206]	38
Q9Y6Q3	[231, 263]	33
Q9Y6Q3	[278, 419]	142
O14628	[194, 209]	16
O14628	[235, 413]	179
O14628	[429, 536]	108
O75077	[490, 653]	164
O75077	[681, 777]	97
O76076	[19, 249]	231
P41002	[638, 658]	21
P41002	[728, 757]	30
Q8NEZ5	[0, 17]	18
Q93038	[20, 190]	171
Q96B86	[134, 178]	45
Q9H2S6	[0, 16]	17
Q9Y576	[18, 45]	28
A6NHJ4	[221, 242]	22
A6NHJ4	[260, 412]	153
A6NHJ4	[445, 496]	52
H0YKK7	[212, 358]	147
O95201	[299, 350]	52
P30203	[118, 204]	87
P36406	[117, 219]	103
P60014	[0, 250]	251
Q3KP31	[61, 114]	54
Q3KP31	[151, 258]	108
Q3KP31	[291, 370]	80
Q5T5X7	[800, 826]	27
Q5VTM2	[659, 677]	19
Q66K79	[19, 60]	42
Q6NX49	[202, 232]	31
Q6NX49	[256, 450]	195
Q6PJ21	[60, 102]	43
Q6PJ21	[250, 291]	42
Q6WN34	[50, 183]	134
Q86TG7	[287, 307]	21
Q8IYX4	[121, 142]	22
Q8IZ13	[21, 39]	19
Q8N144	[254, 285]	32
Q8N3X6	[13, 41]	29
Q8N3X6	[66, 111]	46
Q8WWW8	[228, 243]	16
Q9HCJ2	[322, 340]	19
Q9NR83	[302, 379]	78
A6NNA2	[130, 156]	27
B2RUY7	[69, 221]	153
O60304	[316, 367]	52
P0C869	[670, 698]	29
Q6FHJ7	[160, 185]	26
Q6GQQ9	[709, 739]	31
Q7L945	[90, 115]	26
Q7L945	[158, 209]	52
Q86SE9	[131, 154]	24
Q8NF99	[254, 327]	74
Q8WVD3	[15, 114]	100
Q96QS3	[0, 25]	26
Q9Y2L1	[25, 46]	22
A6NJL1	[346, 397]	52
O14793	[263, 283]	21
O75084	[224, 243]	20
P17097	[141, 294]	154
P17097	[404, 485]	82
Q9NV58	[139, 155]	17
Q9NV58	[166, 186]	21
Q9P209	[234, 283]	50
H3BNL1	[136, 157]	22
Q5GH73	[43, 82]	40
Q6UXX9	[20, 51]	32
Q7Z309	[220, 244]	25
Q86VD1	[843, 863]	21
Q8TAU0	[113, 137]	25
Q96JM7	[109, 152]	44
Q9HCB6	[432, 729]	298
Q9NZB8	[10, 40]	31
Q9UHI6	[407, 423]	17
Q9Y5H8	[721, 741]	21
A0A087X1G2	[523, 545]	23
B6SEH8	[118, 186]	69
O00339	[263, 299]	37
O00339	[311, 654]	344
O60663	[2, 98]	97
P23276	[75, 91]	17
Q13360	[113, 141]	29
Q13360	[198, 298]	101
Q8N884	[385, 408]	24
Q96C28	[139, 276]	138
Q9P0U4	[369, 403]	35
P51814	[360, 411]	52
Q08AN1	[152, 227]	76
Q5T4F7	[173, 194]	22
Q5W0B1	[50, 74]	25
Q5W0B1	[310, 347]	38
Q5W0B1	[364, 406]	43
Q5W0B1	[447, 479]	33
Q96N58	[222, 251]	30
Q96N58	[264, 589]	326
Q96PE6	[158, 321]	164
Q9C0D7	[411, 437]	27
Q9C0D7	[621, 643]	23
Q9NPA2	[521, 541]	21
Q9NX65	[477, 619]	143
Q9P272	[167, 228]	62
Q9UKT4	[0, 62]	63
Q9UKT4	[72, 104]	33
Q9Y2D9	[228, 309]	82
Q9Y2D9	[348, 399]	52
Q9Y2D9	[432, 500]	69
A5D8T8	[217, 287]	71
P0C6S8	[15, 49]	35
P27918	[28, 419]	392
P28908	[18, 175]	158
P28908	[222, 315]	94
P51864	[71, 129]	59
P51864	[144, 166]	23
Q03591	[103, 217]	115
Q5M7Z0	[89, 119]	31
Q7L513	[35, 55]	21
Q86SH2	[36, 66]	31
Q86Y91	[679, 718]	40
Q8N2G6	[123, 239]	117
Q96FE5	[37, 53]	17
Q96KM6	[585, 644]	60
Q96NI8	[201, 262]	62
Q9H7S9	[381, 408]	28
Q9H7S9	[453, 476]	24
Q9NVL1	[118, 141]	24
Q9NY30	[136, 161]	26
Q9UIK5	[40, 307]	268
Q9UIK5	[341, 366]	26
O75426	[7, 30]	24
O75426	[430, 446]	17
O75426	[508, 538]	31
P42575	[162, 178]	17
P54826	[59, 88]	30
Q504T8	[321, 373]	53
Q641Q3	[177, 199]	23
Q6PEV8	[22, 67]	46
Q86SQ3	[15, 67]	53
Q86WK7	[409, 425]	17
Q8IV53	[575, 595]	21
Q8N145	[27, 54]	28
Q8N715	[47, 75]	29
Q8NEM1	[313, 364]	52
Q9H293	[31, 49]	19
Q9NX45	[393, 420]	28
Q9UN73	[722, 741]	20
A8MUU1	[0, 18]	19
B6SEH9	[115, 186]	72
F5H4B4	[394, 418]	25
O75437	[184, 224]	41
O75437	[257, 308]	52
O94880	[311, 398]	88
P29279	[21, 274]	254
Q2M218	[198, 277]	80
Q2M218	[338, 503]	166
Q8N7W2	[153, 175]	23
Q9H5H4	[254, 303]	50
Q9UJV3	[710, 734]	25
P0CG20	[0, 17]	18
P15586	[418, 450]	33
P15586	[505, 525]	21
Q6ZRM9	[57, 82]	26
Q8WUJ1	[206, 227]	22
Q8WUJ1	[242, 263]	22
Q9BVN2	[0, 20]	21
Q9BVN2	[52, 82]	31
Q9BVN2	[96, 118]	23
Q9BVN2	[144, 191]	48
Q9H9Z2	[128, 183]	56
O75467	[248, 299]	52
O75467	[416, 467]	52
P0CG31	[235, 313]	79
Q0D2J5	[95, 117]	23
Q0D2J5	[163, 186]	24
Q0D2J5	[210, 382]	173
Q12805	[18, 66]	49
Q12805	[138, 385]	248
Q14590	[130, 166]	37
Q14590	[187, 208]	22
Q14590	[282, 333]	52
Q16659	[425, 449]	25
Q1HG43	[320, 342]	23
Q5QGZ9	[119, 134]	16
Q6NSJ2	[431, 457]	27
Q6NSJ2	[514, 542]	29
Q7Z5B4	[292, 315]	24
Q8NGU9	[364, 384]	21
Q8NGU9	[417, 433]	17
Q8NI51	[276, 327]	52
Q8NI51	[476, 531]	56
Q96IT1	[426, 477]	52
Q96IT1	[513, 567]	55
Q96K21	[4, 27]	24
Q9BUA3	[1, 28]	28
Q9Y2L8	[337, 388]	52
Q9Y2L8	[540, 591]	52
Q9Y2L8	[683, 725]	43
Q9Y2L8	[736, 808]	73
A6NDS4	[523, 545]	23
P60410	[0, 258]	259
Q14149	[776, 809]	34
Q7Z3K6	[261, 279]	19
Q86TD4	[449, 471]	23
Q86XS5	[46, 86]	41
Q8N5Q1	[305, 347]	43
Q8N5Q1	[399, 419]	21
Q96M29	[4, 28]	25
Q9HBT8	[234, 285]	52
Q9UER7	[717, 737]	21
Q9Y2Y8	[81, 102]	22
A0A1W2PPK0	[113, 195]	83
A0A1W2PPK0	[266, 282]	17
A0A1W2PPK0	[365, 399]	35
A6NNA5	[169, 207]	39
P53384	[0, 40]	41
Q04759	[254, 341]	88
Q14587	[244, 281]	38
Q14587	[295, 346]	52
Q14587	[519, 570]	52
Q14587	[827, 878]	52
Q5BKU9	[19, 40]	22
Q68D51	[227, 252]	26
Q6UXI9	[121, 191]	71
Q8IX30	[21, 501]	481
Q8IX30	[556, 580]	25
Q8IX30	[610, 813]	204
Q9BXY4	[21, 52]	32
Q9BXY4	[83, 215]	133
Q9C004	[258, 298]	41
Q9H0J9	[153, 173]	21
Q9H8G1	[137, 170]	34
Q9H8G1	[196, 233]	38
Q9H8G1	[252, 331]	80
Q9H8G1	[393, 443]	51
P17030	[107, 188]	82
P17030	[249, 358]	110
Q5JUK2	[0, 40]	41
Q6PG37	[64, 91]	28
Q6PG37	[121, 154]	34
Q6PG37	[187, 240]	54
Q7L2R6	[206, 508]	303
Q8N8Q3	[264, 281]	18
Q8N8R7	[1, 26]	26
Q8TBZ2	[0, 20]	21
Q92731	[122, 152]	31
Q96C55	[105, 184]	80
Q96S15	[707, 738]	32
Q9BYQ5	[0, 204]	205
Q9BZG8	[412, 437]	26
Q9GZP4	[1, 21]	21
Q9H819	[25, 50]	26
Q9UHN1	[0, 25]	26
Q9Y462	[405, 428]	24
Q9Y462	[467, 519]	53
A0A1B0GTW7	[116, 153]	38
O75815	[335, 369]	35
O75815	[389, 458]	70
P17017	[54, 293]	240
P17017	[326, 407]	82
P22891	[82, 182]	101
Q6DCA0	[0, 28]	29
Q6PF15	[7, 31]	25
Q6PF15	[557, 580]	24
Q8IUH4	[0, 30]	31
Q8NB59	[176, 214]	39
Q8NB59	[390, 410]	21
Q9BSJ1	[49, 70]	22
Q9BSJ1	[86, 136]	51
Q9BZ81	[240, 256]	17
Q9NR61	[179, 501]	323
Q9NR61	[587, 614]	28
Q9NR61	[642, 684]	43
Q9UF56	[9, 71]	63
Q9UF56	[129, 150]	22
Q9UF56	[186, 229]	44
Q9UF56	[284, 319]	36
Q9ULD5	[538, 588]	51
Q9ULD5	[627, 678]	52
Q9Y603	[184, 209]	26
A6NNF4	[105, 143]	39
A6NNF4	[164, 240]	77
O75112	[540, 558]	19
Q6S5H5	[17, 81]	65
Q6S5H5	[91, 118]	28
Q6UXF7	[217, 287]	71
Q92496	[78, 95]	18
Q96BR9	[273, 352]	80
Q96LD4	[0, 82]	83
Q96LD4	[101, 161]	61
Q9BRP1	[38, 62]	25
Q9BRP1	[73, 109]	37
Q9BZF2	[429, 475]	47
Q9C026	[81, 140]	60
Q9C026	[157, 261]	105
Q9HAH1	[103, 333]	231
Q9HAH1	[361, 384]	24
Q9HAH1	[400, 455]	56
O76013	[0, 22]	23
O76013	[391, 442]	52
P07357	[16, 149]	134
P07357	[486, 583]	98
P78412	[389, 445]	57
Q8IWL1	[5, 34]	30
Q8IYW5	[291, 313]	23
Q8NE65	[139, 163]	25
Q8NE65	[195, 220]	26
Q8NE65	[254, 304]	51
Q96Q40	[0, 37]	38
Q9UL41	[406, 426]	21
Q9Y385	[138, 158]	21
O00463	[0, 21]	22
O00463	[130, 165]	36
O60733	[139, 160]	22
O75840	[200, 265]	66
P10114	[166, 182]	17
P14222	[370, 415]	46
P58658	[150, 175]	26
Q13443	[352, 516]	165
Q2Q1W2	[5, 28]	24
Q2Q1W2	[188, 232]	45
Q5SWL8	[123, 143]	21
Q6GV28	[170, 192]	23
Q8TAF7	[211, 485]	275
Q92765	[159, 187]	29
Q96BV0	[126, 177]	52
Q96BV0	[272, 323]	52
Q96BV0	[437, 488]	52
Q96LX8	[175, 226]	52
Q96LX8	[314, 411]	98
Q9UBX5	[14, 349]	336
Q9UKF5	[387, 565]	179
Q9UKF5	[592, 609]	18
Q9UKF5	[619, 663]	45
A0A140TA67	[0, 173]	174
A0ABJ7H351	[54, 150]	97
A0ABJ7H351	[203, 254]	52
A0ABJ7H351	[269, 303]	35
B1AL46	[1, 68]	68
O15265	[508, 525]	18
O75173	[437, 596]	160
O95243	[239, 305]	67
P17028	[222, 293]	72
Q0VG99	[306, 351]	46
Q3KP66	[439, 459]	21
Q5EBM4	[92, 168]	77
Q5T700	[0, 34]	35
Q5T700	[63, 173]	111
Q6NUJ1	[123, 141]	19
Q6NUJ1	[173, 195]	23
Q6NUJ1	[385, 408]	24
Q6VAB6	[194, 219]	26
Q6VAB6	[425, 486]	62
Q8N8J6	[223, 274]	52
Q96E35	[153, 174]	22
Q96S59	[594, 619]	26
Q9BQE6	[156, 197]	42
Q9BQE6	[237, 264]	28
Q9NPC7	[293, 404]	112
Q9NXA8	[282, 309]	28
A8MT65	[283, 362]	80
P59817	[325, 361]	37
Q6P3S6	[334, 354]	21
Q8TF45	[73, 96]	24
Q8TF45	[181, 246]	66
Q96JC4	[107, 157]	51
Q96JC4	[176, 339]	164
Q9BY14	[207, 225]	19
Q9NRI5	[176, 196]	21
Q9P0N8	[0, 28]	29
Q9Y561	[379, 491]	113
Q9Y561	[818, 858]	41
O43541	[110, 136]	27
O75346	[104, 144]	41
O75346	[191, 382]	192
O75398	[262, 294]	33
P55789	[60, 104]	45
Q6ZMS4	[150, 201]	52
Q8N2C3	[36, 56]	21
Q8N7B1	[258, 290]	33
Q9UNA0	[527, 642]	116
Q9UNE0	[0, 122]	123
Q9UNE0	[140, 157]	18
P0CG24	[4, 369]	366
P29122	[682, 949]	268
Q6N043	[231, 272]	42
Q6N043	[349, 391]	43
Q6N043	[409, 425]	17
Q6N043	[466, 496]	31
Q6N043	[802, 830]	29
Q8IWZ5	[0, 19]	20
Q8IWZ5	[31, 147]	117
Q8N7M2	[198, 277]	80
Q8N7M2	[394, 559]	166
Q92913	[15, 36]	22
Q96GP6	[41, 445]	405
Q96GP6	[461, 503]	43
Q96JL9	[27, 59]	33
Q96JL9	[264, 287]	24
Q96JL9	[327, 380]	54
Q96JL9	[649, 664]	16
Q99062	[156, 190]	35
Q99062	[237, 256]	20
Q9BWX1	[0, 45]	46
Q9BWX1	[87, 219]	133
Q9NPY3	[214, 476]	263
Q9NQX6	[122, 173]	52
Q9UNW8	[359, 379]	21
A8MTY7	[0, 168]	169
B2RXH2	[372, 406]	35
B2RXH2	[448, 469]	22
B4DX44	[110, 293]	184
B4DX44	[304, 355]	52
O43474	[369, 391]	23
O43474	[421, 476]	56
O75626	[566, 617]	52
O75626	[678, 719]	42
O95231	[211, 257]	47
P04629	[33, 59]	27
Q14246	[17, 345]	329
Q15072	[7, 59]	53
Q5T442	[307, 327]	21
Q5XUX0	[0, 25]	26
Q5XUX0	[44, 69]	26
Q8N6M6	[53, 89]	37
Q8N6M6	[120, 142]	23
Q8WTR7	[311, 361]	51
Q8WTR7	[637, 734]	98
Q8WTR7	[749, 870]	122
Q92563	[79, 206]	128
Q9BS86	[241, 257]	17
Q9GZY0	[0, 67]	68
Q9H7B4	[250, 275]	26
Q9Y6W6	[62, 90]	29
Q9Y6W6	[151, 179]	29
Q14145	[2, 47]	46
Q14145	[602, 623]	22
Q6P3V2	[429, 482]	54
Q6PML9	[15, 39]	25
Q86Y01	[189, 211]	23
Q86Y01	[400, 423]	24
Q86Y01	[448, 480]	33
Q8N7Q3	[75, 100]	26
Q8N7Q3	[114, 151]	38
Q8N7Q3	[188, 239]	52
Q9BYR3	[0, 165]	166
Q9NQV7	[599, 652]	54
O14638	[566, 586]	21
P07225	[102, 261]	160
P08047	[595, 672]	78
P15621	[102, 233]	132
P15621	[264, 315]	52
P15621	[599, 650]	52
P60369	[0, 220]	221
Q13368	[314, 333]	20
Q9H832	[232, 269]	38
Q9P1U0	[0, 43]	44
Q9UBL0	[755, 809]	55
Q9Y2P7	[81, 104]	24
Q9Y2P7	[230, 309]	80
Q9Y2P7	[482, 561]	80
A0A096LNW5	[26, 267]	242
D6RA61	[34, 61]	28
P07306	[142, 159]	18
P10072	[92, 112]	21
P10072	[292, 343]	52
P11226	[21, 45]	25
P49910	[264, 306]	43
P49910	[335, 414]	80
Q02040	[513, 558]	46
Q15326	[517, 601]	85
Q16099	[905, 934]	30
Q5T440	[28, 45]	18
Q6P531	[476, 492]	17
Q6UWI4	[195, 216]	22
Q6UY18	[28, 46]	19
Q8N1N4	[411, 477]	67
Q96LU7	[51, 80]	30
Q96LU7	[100, 192]	93
Q9H9D4	[344, 483]	140
Q9HAU8	[0, 16]	17
Q9HAU8	[121, 137]	17
B4E2M5	[126, 148]	23
O15553	[316, 407]	92
P08235	[184, 211]	28
P26651	[98, 171]	74
P26651	[238, 259]	22
Q6ZN54	[255, 292]	38
Q86UE3	[167, 231]	65
Q8IZP1	[523, 545]	23
Q8ND24	[644, 702]	59
Q92499	[101, 120]	20
Q92499	[627, 646]	20
Q96P26	[42, 86]	45
Q9Y2T5	[334, 360]	27
O95196	[348, 378]	31
P10075	[174, 225]	52
P10075	[314, 365]	52
P24394	[361, 394]	34
P24394	[412, 440]	29
P24394	[707, 756]	50
P47928	[7, 80]	74
P52824	[92, 232]	141
Q05823	[716, 740]	25
Q6A162	[0, 89]	90
Q6A162	[391, 426]	36
Q7Z3H0	[39, 101]	63
Q8NEK5	[74, 101]	28
Q8NEK5	[356, 372]	17
Q8NEK5	[440, 491]	52
Q8TBJ5	[110, 140]	31
Q8TBJ5	[268, 347]	80
Q99944	[85, 192]	108
Q9BX82	[225, 353]	129
Q9BX82	[394, 625]	232
A0AAQ5BIG5	[605, 675]	71
O00300	[26, 197]	172
O43298	[364, 414]	51
P48960	[15, 265]	251
Q13501	[19, 51]	33
Q64LD2	[509, 524]	16
Q86Y38	[916, 936]	21
Q969W8	[190, 327]	138
Q9H160	[153, 182]	30
Q9H160	[204, 267]	64
Q9H1R2	[145, 165]	21
Q9H1R2	[209, 231]	23
Q9H1R2	[269, 294]	26
Q9H7R0	[105, 197]	93
Q9H7R0	[228, 309]	82
Q9H7R0	[479, 560]	82
Q9NR11	[263, 324]	62
Q9Y508	[0, 76]	77
O60883	[426, 453]	28
P05305	[98, 164]	67
P14373	[0, 127]	128
Q13642	[217, 259]	43
Q5VT99	[28, 50]	23
Q6ZN84	[315, 335]	21
Q6ZN84	[613, 632]	20
Q96NE9	[565, 587]	23
Q9BSY4	[2, 99]	98
Q9HBJ0	[108, 187]	80
O14944	[37, 67]	31
O43300	[450, 467]	18
O60729	[6, 30]	25
P51649	[15, 31]	17
Q15937	[184, 495]	312
Q6P1Q9	[113, 152]	40
Q6P461	[24, 39]	16
Q99726	[370, 387]	18
Q9C098	[43, 78]	36
Q9H8G2	[32, 82]	51
Q9HBT7	[359, 410]	52
Q9UK33	[86, 134]	49
Q9ULM2	[114, 208]	95
Q9ULM2	[241, 348]	108
B2RU33	[0, 46]	47
O43603	[344, 376]	33
P29590	[178, 236]	59
Q12950	[283, 304]	22
Q12950	[316, 386]	71
Q15306	[183, 232]	50
Q16527	[0, 179]	180
Q6UWU4	[145, 160]	16
Q6UY11	[0, 275]	276
Q6UY11	[331, 367]	37
Q8NI77	[733, 790]	58
Q8TC71	[503, 537]	35
Q96K62	[450, 500]	51
Q96N38	[67, 90]	24
Q96N38	[135, 214]	80
Q96N38	[538, 553]	16
Q9H3U7	[29, 162]	134
Q9UIH9	[39, 72]	34
A4D1S0	[208, 230]	23
O14843	[324, 345]	22
P30281	[0, 15]	16
Q66K64	[262, 285]	24
Q66K64	[336, 368]	33
Q6UWV2	[204, 234]	31
Q6UXN8	[101, 118]	18
Q86XU0	[203, 237]	35
Q86XU0	[254, 445]	192
Q96DN2	[16, 270]	255
Q96DN2	[375, 792]	418
Q9NT99	[46, 72]	27
Q9NT99	[332, 350]	19
Q9NUG4	[335, 410]	76
Q9UNL4	[188, 248]	61
Q9Y4I5	[175, 232]	58
Q9Y4I5	[287, 484]	198
P13489	[197, 221]	25
P33981	[258, 331]	74
P35663	[614, 636]	23
