Accession_number	Region	Region_length
P54793	[565, 583]	19
Q13702	[370, 411]	42
Q6ZSG2	[296, 322]	27
Q6ZSG2	[396, 419]	24
Q86WW8	[0, 47]	48
Q8IYA8	[493, 522]	30
Q8WTR7	[200, 223]	24
Q92563	[326, 385]	60
Q9BS86	[306, 341]	36
Q9H7B4	[46, 98]	53
P50238	[0, 76]	77
Q5GAN6	[108, 192]	85
Q5T953	[239, 309]	71
Q5T953	[323, 352]	30
Q6P3V2	[233, 256]	24
Q6P3V2	[289, 312]	24
Q6P3V2	[373, 396]	24
Q8N7Q3	[524, 575]	52
Q8WXA2	[52, 79]	28
Q92959	[433, 455]	23
Q9BZY9	[84, 103]	20
Q9NQV7	[379, 403]	25
Q9NQV7	[571, 588]	18
Q9UBT3	[30, 113]	84
Q9UBT3	[134, 223]	90
Q9Y4P1	[281, 310]	30
A6NDY2	[36, 72]	37
O14638	[53, 85]	33
O14638	[105, 157]	53
P02774	[67, 131]	65
P02774	[256, 302]	47
P02774	[364, 388]	25
P02774	[441, 467]	27
P07225	[47, 72]	26
Q6AZZ1	[52, 69]	18
Q6AZZ1	[107, 129]	23
Q8NAN2	[169, 189]	21
Q9P1U0	[67, 125]	59
A0A0A0MS06	[77, 100]	24
D6RA61	[101, 135]	35
O60516	[37, 69]	33
Q6P4F2	[100, 123]	24
Q6UWI4	[73, 97]	25
Q96EY1	[225, 301]	77
A2RRL7	[39, 61]	23
A6NKH3	[34, 60]	27
P08235	[592, 672]	81
P15248	[37, 77]	41
P15248	[99, 120]	22
P61927	[8, 46]	39
P78539	[72, 135]	64
P78539	[240, 296]	57
Q49A17	[551, 572]	22
Q6ZN54	[473, 501]	29
Q92499	[531, 553]	23
Q96RM1	[0, 71]	72
Q9UK80	[424, 449]	26
A8MXJ8	[36, 72]	37
P0DX52	[611, 629]	19
P35398	[62, 142]	81
Q15436	[420, 448]	29
Q16663	[91, 108]	18
Q6A162	[114, 139]	26
Q86XF7	[60, 105]	46
Q8N4L2	[47, 130]	84
Q8NEK5	[188, 229]	42
Q8NEK5	[244, 289]	46
Q8NEK5	[300, 323]	24
Q8NEK5	[384, 428]	45
Q8NG27	[583, 605]	23
Q8TBJ5	[362, 394]	33
Q8TBJ5	[408, 436]	29
Q93091	[43, 64]	22
Q93091	[84, 112]	29
Q969P5	[324, 341]	18
Q96DM1	[530, 566]	37
Q96L21	[0, 24]	25
Q99944	[27, 46]	20
Q9Y5J6	[29, 56]	28
P08218	[202, 228]	27
P19793	[124, 204]	81
P48960	[507, 523]	17
Q13501	[99, 163]	65
Q8IXK0	[660, 675]	16
Q8IYM9	[44, 68]	25
Q8IYM9	[86, 106]	21
Q9BQW3	[151, 179]	29
Q9H741	[64, 80]	17
Q9H741	[99, 132]	34
Q9H741	[168, 198]	31
Q9Y508	[132, 169]	38
A6H8Z2	[323, 398]	76
O14904	[136, 166]	31
O14904	[205, 238]	34
O14904	[279, 364]	86
O15255	[0, 83]	84
O60542	[112, 133]	22
O60883	[334, 355]	22
O95218	[4, 43]	40
O95218	[60, 97]	38
P05305	[42, 59]	18
P0DQW0	[19, 89]	71
P23193	[252, 300]	49
Q02297	[171, 230]	60
Q13642	[0, 54]	55
Q13642	[71, 110]	40
Q13642	[151, 177]	27
Q7L0Q8	[92, 113]	22
Q7L0Q8	[169, 189]	21
Q7L273	[335, 367]	33
Q8NAA6	[145, 170]	26
Q8TB52	[0, 33]	34
Q8TB52	[61, 89]	29
Q99942	[16, 36]	21
Q99942	[48, 76]	29
Q9UIL8	[69, 141]	73
A6NLC5	[17, 49]	33
P04035	[815, 841]	27
Q13427	[36, 60]	25
Q6IQ49	[17, 50]	34
Q8IY34	[133, 150]	18
Q8NCQ7	[50, 147]	98
Q9H7H0	[390, 414]	25
Q9NXH9	[366, 396]	31
Q9NXH9	[595, 630]	36
Q9Y5T5	[37, 91]	55
Q9Y5T5	[647, 671]	25
P03951	[125, 144]	20
P03951	[339, 355]	17
P03951	[534, 583]	50
P0DV75	[36, 72]	37
P17900	[115, 137]	23
P18065	[32, 140]	109
P18065	[250, 315]	66
P29590	[46, 100]	55
P61221	[5, 37]	33
Q6ZUV0	[4, 26]	23
Q96K62	[394, 439]	46
Q9BYR7	[0, 97]	98
Q9H3U7	[229, 290]	62
Q9UIH9	[372, 395]	24
Q9Y4L5	[218, 247]	30
Q9Y4L5	[259, 277]	19
A4D1S0	[372, 408]	37
P02760	[220, 290]	71
P02760	[319, 346]	28
P03950	[39, 132]	94
P54315	[308, 331]	24
Q14994	[0, 75]	76
Q66K64	[182, 214]	33
Q68D42	[135, 229]	95
Q96GM8	[276, 324]	49
Q9NYJ1	[23, 73]	51
Q9Y324	[127, 144]	18
P16035	[141, 162]	22
P37231	[177, 198]	22
Q3SY56	[305, 328]	24
Q68G74	[133, 148]	16
Q96HE7	[86, 113]	28
Q96RJ3	[8, 26]	19
Q9HBE1	[530, 562]	33
A8MQT2	[577, 600]	24
O60927	[49, 71]	23
O95267	[571, 600]	30
P0DKL9	[82, 134]	53
P51617	[475, 509]	35
P78317	[121, 185]	65
Q14CN2	[176, 214]	39
Q7L590	[389, 411]	23
Q7L590	[804, 845]	42
Q8WWZ8	[69, 120]	52
Q9HC23	[24, 45]	22
Q9HC23	[59, 80]	22
Q9HC23	[93, 115]	23
Q9ULW8	[149, 181]	33
Q9Y2Y1	[5, 37]	33
Q9Y2Y1	[58, 107]	50
Q04900	[50, 71]	22
Q04900	[83, 118]	36
Q96LR4	[33, 92]	60
Q96LR4	[109, 139]	31
Q9BZM1	[58, 157]	100
Q9BZM1	[168, 188]	21
