accession	start	end	domain
O75123	375	397	Zinc finger, C2H2 type
O75123	403	425	Zinc finger, C2H2 type
O75123	431	453	Zinc finger, C2H2 type
O75123	459	481	Zinc finger, C2H2 type
Q7L5N1	194	307	Maintenance of mitochondrial structure and function
Q7L5N1	39	147	JAB1/Mov34/MPN/PAD-1 ubiquitin protease
Q13126	11	255	Phosphorylase superfamily
O15524	79	154	SH2 domain
O15524	171	204	SOCS box
A8MUZ8	172	194	Zinc finger, C2H2 type
A8MUZ8	200	222	Zinc finger, C2H2 type
A8MUZ8	7	47	KRAB box
Q8IXQ3	149	175	Putative WW-binding domain and destruction box
Q9BW62	449	488	Vps4 C terminal oligomerisation domain
Q9BW62	6	69	Katanin p60 subunit A1, MIT domain
Q9BW62	402	444	AAA+ lid domain
Q9BW62	244	380	ATPase family associated with various cellular activities (AAA)
Q9BPW8	185	282	NIPSNAP
A0A0B4J264	26	113	Immunoglobulin V-set domain
P16949	5	138	Stathmin family
Q9Y4C4	112	170	Leucine rich repeat
Q9Y4C4	181	236	Leucine rich repeat
Q9Y4C4	251	308	Leucine rich repeat
Q9NRD9	643	754	Dual oxidase PH domain
Q9NRD9	1097	1236	Ferric reductase like transmembrane component
Q9NRD9	1381	1534	Ferric reductase NAD binding domain
Q9NRD9	820	844	EF hand domain
Q9NRD9	30	557	Animal haem peroxidase
Q9NRD9	1274	1372	FAD-binding domain
Q9NRD9	854	923	EF-hand domain pair
P35270	9	211	short chain dehydrogenase
P43250	53	170	Regulator of G protein signaling domain
P43250	187	448	Protein kinase domain
Q9H2D6	1781	1886	PH domain
Q8NGA0	32	305	Olfactory receptor
Q9UFB7	5	111	BTB/POZ domain
Q9UFB7	436	459	Zinc finger, C2H2 type
Q9UFB7	548	570	Zinc finger, C2H2 type
Q9UFB7	576	598	Zinc finger, C2H2 type
Q9UFB7	604	626	Zinc finger, C2H2 type
Q9UFB7	632	654	Zinc finger, C2H2 type
P07355	38	102	Annexin
P07355	109	174	Annexin
P07355	193	259	Annexin
P07355	269	334	Annexin
P61088	7	143	Ubiquitin-conjugating enzyme
A6NK53	452	474	Zinc finger, C2H2 type
A6NK53	480	502	Zinc finger, C2H2 type
A6NK53	508	530	Zinc finger, C2H2 type
A6NK53	536	558	Zinc finger, C2H2 type
A6NK53	564	586	Zinc finger, C2H2 type
A6NK53	620	642	Zinc finger, C2H2 type
A6NK53	7	48	KRAB box
Q9BSI4	20	169	TERF1-interacting nuclear factor 2 N-terminus
P0C7N1	32	307	Olfactory receptor
P63220	1	79	Ribosomal protein S21e
Q4VC05	4	51	BCL7, N-terminal conserver region
Q8NEW7	47	130	TMIE protein
A0A0B4J234	31	111	Immunoglobulin V-set domain
O75791	4	48	SH3 domain
O75791	277	322	SH3 domain
O75791	58	132	SH2 domain
Q96RW7	42	202	von Willebrand factor A domain
Q96RW7	4533	4583	Thrombospondin type 1 domain
Q96RW7	4590	4640	Thrombospondin type 1 domain
Q96RW7	4647	4697	Thrombospondin type 1 domain
Q96RW7	4706	4754	Thrombospondin type 1 domain
Q96RW7	4761	4811	Thrombospondin type 1 domain
Q96RW7	4819	4868	Thrombospondin type 1 domain
Q96RW7	5107	5145	Calcium-binding EGF domain
Q96RW7	5147	5190	Calcium-binding EGF domain
Q96RW7	5192	5228	Calcium-binding EGF domain
Q96RW7	5230	5270	Calcium-binding EGF domain
Q96RW7	5272	5313	Calcium-binding EGF domain
Q96RW7	5315	5354	Calcium-binding EGF domain
Q96RW7	220	316	Hemicentin galactose-binding domain-like
Q96RW7	5452	5475	Complement Clr-like EGF-like
Q96RW7	4870	5051	G2F domain
Q96RW7	521	608	Immunoglobulin I-set domain
Q96RW7	612	696	Immunoglobulin I-set domain
Q96RW7	708	789	Immunoglobulin I-set domain
Q96RW7	793	884	Immunoglobulin I-set domain
Q96RW7	988	1068	Immunoglobulin I-set domain
Q96RW7	1085	1167	Immunoglobulin I-set domain
Q96RW7	1171	1258	Immunoglobulin I-set domain
Q96RW7	1280	1355	Immunoglobulin I-set domain
Q96RW7	1366	1448	Immunoglobulin I-set domain
Q96RW7	1459	1542	Immunoglobulin I-set domain
Q96RW7	1555	1635	Immunoglobulin I-set domain
Q96RW7	1651	1729	Immunoglobulin I-set domain
Q96RW7	1746	1822	Immunoglobulin I-set domain
Q96RW7	1840	1915	Immunoglobulin I-set domain
Q96RW7	1931	2008	Immunoglobulin I-set domain
Q96RW7	2203	2286	Immunoglobulin I-set domain
Q96RW7	2298	2380	Immunoglobulin I-set domain
Q96RW7	2484	2567	Immunoglobulin I-set domain
Q96RW7	2581	2663	Immunoglobulin I-set domain
Q96RW7	2681	2762	Immunoglobulin I-set domain
Q96RW7	2789	2865	Immunoglobulin I-set domain
Q96RW7	2879	2960	Immunoglobulin I-set domain
Q96RW7	2970	3052	Immunoglobulin I-set domain
Q96RW7	3065	3147	Immunoglobulin I-set domain
Q96RW7	3252	3336	Immunoglobulin I-set domain
Q96RW7	3353	3430	Immunoglobulin I-set domain
Q96RW7	3443	3523	Immunoglobulin I-set domain
Q96RW7	3626	3709	Immunoglobulin I-set domain
Q96RW7	3713	3800	Immunoglobulin I-set domain
Q96RW7	3805	3893	Immunoglobulin I-set domain
Q96RW7	4080	4165	Immunoglobulin I-set domain
Q96RW7	4170	4256	Immunoglobulin I-set domain
Q96RW7	4260	4339	Immunoglobulin I-set domain
Q96RW7	4364	4435	Immunoglobulin I-set domain
Q96RW7	891	964	Immunoglobulin domain
Q96RW7	2012	2087	Immunoglobulin domain
Q96RW7	2103	2178	Immunoglobulin domain
Q96RW7	2383	2461	Immunoglobulin domain
Q96RW7	3150	3228	Immunoglobulin domain
Q96RW7	3526	3602	Immunoglobulin domain
Q96RW7	3896	3971	Immunoglobulin domain
Q96RW7	3987	4062	Immunoglobulin domain
Q96RW7	4439	4513	Immunoglobulin domain
P0DME0	90	233	Nucleosome assembly protein (NAP)
Q8N6Y0	299	362	Harmonin-binding protein USHBP1, PDZ-binding domain
Q29980	25	198	Class I Histocompatibility antigen, domains alpha 1 and 2
Q29980	214	288	Immunoglobulin C1-set domain
P63302	5	71	Rdx family
Q9UP52	412	614	Peptidase family M28
Q9UP52	241	309	PA domain
O15444	28	90	Small cytokines (intecrine/chemokine), interleukin-8 like
P30793	73	249	GTP cyclohydrolase I
Q8N3C7	285	349	CAP-Gly domain
Q8N3C7	487	551	CAP-Gly domain
Q8N3C7	626	690	CAP-Gly domain
Q8N3C7	131	214	Ankyrin repeats (3 copies)
Q8NEM8	322	539	Zinc carboxypeptidase
Q8NEM8	171	296	Cytosolic carboxypeptidase N-terminal domain
Q9NXR7	8	333	Brain and reproductive organ-expressed protein (BRE)
O60318	1164	1234	Binding region of GANP to ENY2
O60318	2	291	Nucleoporin homology of Germinal-centre associated nuclear protein
O60318	1262	1976	MCM3AP domain of GANP
O60318	640	928	SAC3/GANP family
A8MUP2	77	195	Methyltransferase domain
Q12796	279	297	Proline-rich nuclear receptor coactivator motif
Q8N159	357	519	NAT, N-acetyltransferase, of N-acetylglutamate synthase
Q8N159	188	306	Amino acid kinase family
Q86Y78	40	144	Ly6/PLAUR domain-containing protein 6, Lypd6
Q8IXA5	89	213	C-type lysozyme/alpha-lactalbumin family
Q96LR4	51	138	TAFA family
Q8NH69	31	304	Olfactory receptor
P47775	61	301	7 transmembrane receptor (rhodopsin family)
Q07325	30	89	Small cytokines (intecrine/chemokine), interleukin-8 like
Q6ZVC0	4	425	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter
Q6ZVC0	575	841	Neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adapter
Q30KP9	36	65	Beta defensin
P08069	999	1265	Protein tyrosine and serine/threonine kinase
P08069	176	333	Furin-like cysteine rich region
P08069	51	160	Receptor L domain
P08069	352	462	Receptor L domain
Q9UJW7	349	371	Zinc finger, C2H2 type
Q9UJW7	377	399	Zinc finger, C2H2 type
Q9UJW7	405	427	Zinc finger, C2H2 type
Q9UJW7	433	455	Zinc finger, C2H2 type
Q9UJW7	461	483	Zinc finger, C2H2 type
Q9UJW7	489	511	Zinc finger, C2H2 type
Q9UJW7	517	539	Zinc finger, C2H2 type
Q9UJW7	548	566	Zinc finger, C2H2 type
Q9UJW7	572	594	Zinc finger, C2H2 type
Q9UJW7	600	622	Zinc finger, C2H2 type
Q9UJW7	628	650	Zinc finger, C2H2 type
Q9UJW7	684	706	Zinc finger, C2H2 type
Q9UJW7	712	734	Zinc finger, C2H2 type
Q9UJW7	740	762	Zinc finger, C2H2 type
Q9UJW7	768	790	Zinc finger, C2H2 type
Q9UJW7	796	818	Zinc finger, C2H2 type
Q9UJW7	33	74	KRAB box
Q86WH2	192	231	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain
Q86WH2	103	186	Ras association (RalGDS/AF-6) domain
Q9P2R3	544	575	Ankyrin repeat
Q9P2R3	344	411	Ankyrin repeats (3 copies)
Q9P2R3	439	520	Ankyrin repeats (3 copies)
Q9P2R3	595	684	Ankyrin repeats (3 copies)
Q9P2R3	729	834	Ankyrin repeats (3 copies)
Q9P2R3	910	998	Ankyrin repeats (3 copies)
Q9P2R3	263	309	Ankyrin repeats (many copies)
Q9P2R3	1108	1163	FYVE zinc finger
Q9P2R3	60	156	BTB/POZ domain
C0HLV8	1	31	PTEN upstream open reading frame MP31
Q16655	2	118	Protein melan-A
O15162	86	306	Scramblase
Q8IXV7	121	336	KLHDC2/KLHL20/DRC7 Kelch-repeats domain
Q8IXV7	21	66	Kelch motif
Q8IXV7	68	114	Kelch motif
Q02410	461	617	Phosphotyrosine interaction domain (PTB/PID)
Q02410	657	739	PDZ domain
Q02410	752	819	PDZ domain
Q8N3T6	666	781	TMEM132 sixth domain
Q8N3T6	51	113	TMEM132 N-terminal
Q8N3T6	429	526	TMEM132 fourth domain
Q8N3T6	894	979	TMEM132 C-terminal
Q8N3T6	282	427	TMEM132 cohesin-like domain
Q8N3T6	529	665	TMEM132 fifth domain
Q8N3T6	130	268	TMEM132 second Ig-like domain
Q96FQ6	8	52	S-100/ICaBP type calcium binding domain
P49427	15	154	Ubiquitin-conjugating enzyme
Q8N5H3	85	140	Leucine rich adaptor protein
Q92793	1276	1314	Histone acetyltransferase p300-like, PHD domain
Q92793	2014	2113	Creb binding
Q92793	1104	1178	Bromodomain
Q92793	588	667	KIX domain
Q92793	354	430	TAZ zinc finger
Q92793	1772	1843	TAZ zinc finger
Q92793	1192	1231	CREB-binding protein/p300, atypical RING domain
Q92793	1702	1742	Zinc finger, ZZ type
Q92793	1342	1647	Histone acetylation protein
Q9H4H8	20	296	Scaffolding anchor of CK1 domain
Q9UPY6	115	156	WAVE5 second domain
Q9UPY6	29	81	SCAR helical domain
Q9UPY6	438	463	WH2 motif
P52815	130	197	Ribosomal protein L7/L12 C-terminal domain
P52815	63	113	Ribosomal protein L7/L12 dimerisation domain
P34897	49	448	Serine hydroxymethyltransferase
P54707	59	126	Cation transporter/ATPase, N-terminus
P54707	178	289	P-type ATPase actuator domain
P54707	725	773	haloacid dehalogenase-like hydrolase
P54707	433	612	P-type ATPase, cytoplasmic domain N
P54707	814	1024	Cation transporting ATPase, C-terminus
Q12929	64	194	Phosphotyrosine-binding domain
Q12929	268	421	EPS8 spectrin-like domain
Q12929	719	778	SAM domain (Sterile alpha motif)
Q12929	539	581	SH3 domain
Q8NCC3	72	397	Lecithin:cholesterol acyltransferase
P29474	522	698	Flavodoxin
P29474	752	979	FAD binding domain
P29474	121	481	Nitric oxide synthase, oxygenase domain
P29474	1011	1123	Oxidoreductase NAD-binding domain
P51816	801	815	AF4 interaction motif
P51816	1056	1310	AFF4, C-terminal homology domain
P51816	18	535	AF-4 proto-oncoprotein N-terminal region
P26718	117	212	Lectin C-type domain
Q04323	209	292	UBX domain
Q04323	6	50	UBA-like domain
Q9H993	20	419	Damage-control phosphatase ARMT1-like domain
Q9HCN4	24	262	Conserved hypothetical ATP binding protein
Q8J025	51	282	Adenomatosis polyposis coli down-regulated 1
Q8J025	290	467	Adenomatosis polyposis coli down-regulated 1
P02749	23	72	Sushi repeat (SCR repeat)
P02749	87	137	Sushi repeat (SCR repeat)
P02749	142	200	Sushi repeat (SCR repeat)
P02749	205	260	Sushi repeat (SCR repeat)
P02749	261	345	Beta-2-glycoprotein-1 fifth domain
Q9NVR5	43	207	PIH1 N-terminal domain
Q9NVR5	250	349	PIH1 CS-like domain
Q9BT23	40	96	LIM domain
A0A0B4J1V0	31	118	Immunoglobulin V-set domain
Q7Z6G3	64	123	EF-hand domain pair
Q7Z6G3	288	358	Antibiotic biosynthesis monooxygenase
A6NH52	30	171	Eukaryotic protein of unknown function (DUF846)
P62072	7	71	Tim10/DDP family zinc finger
Q96RR1	386	563	AAA domain
O15014	316	343	ZNF609 small beta sheet domain
Q8IYX1	62	286	Rab-GTPase-TBC domain
P09913	51	81	Tetratricopeptide repeat
P09913	254	280	Tetratricopeptide repeat
Q9UBL9	26	379	ATP P2X receptor
Q9BRK3	38	156	Immunoglobulin V-set domain
Q9BRK3	172	291	Immunoglobulin V-set domain
P48594	6	390	Serpin (serine protease inhibitor)
Q9UKA2	376	507	F-box/LRR-repeat protein 15, leucine rich repeat domain
Q9UKA2	280	323	F-box-like
Q8TE73	4329	4621	Dynein heavy chain C-terminal domain
Q8TE73	4181	4320	Dynein heavy chain AAA lid domain
Q8TE73	3202	3545	Microtubule-binding stalk of dynein motor
Q8TE73	2424	2543	Dynein heavy chain AAA lid domain
Q8TE73	2926	3186	P-loop containing dynein motor region D4
Q8TE73	1403	1807	Dynein heavy chain, N-terminal region 2
Q8TE73	1942	2269	Hydrolytic ATP binding site of dynein motor region
Q8TE73	3575	3795	ATP-binding dynein motor region
Q8TE73	2770	2855	AAA+ lid domain
Q8TE73	1226	1331	Dynein axonemal heavy chain 2/5/8 coiled-coil
Q8TE73	4041	4149	Dynein heavy chain region D6 P-loop domain
Q8TE73	2554	2732	P-loop containing dynein motor region
Q8TE73	252	802	Dynein heavy chain, N-terminal region 1
O95867	19	100	u-PAR/Ly-6 domain
Q2M5E4	22	136	Regulator of G protein signaling domain
Q567V2	122	183	Mpv17 / PMP22 family
Q92519	75	308	Protein kinase domain
Q92616	220	353	Stalled ribosome sensor GCN1 N-terminal
Q92616	1394	1562	EF3 N-terminal HEAT repeat
Q92616	1713	1843	EF3 N-terminal HEAT repeat
Q92616	2382	2669	Stalled ribosome sensor GCN1-like, HEAT repeats
Q92616	1118	1328	Stalled ribosome sensor GCN1, HEAT repeats
Q92616	2076	2258	Stalled ribosome sensor GCN1-like, HEAT repeats
Q92616	1592	1691	Elongation factor 3/GNC1 HEAT repeat
Q9BXI9	97	138	Collagen triple helix repeat (20 copies)
Q9BXI9	145	273	C1q domain
Q15034	753	1049	HECT-domain (ubiquitin-transferase)
Q15034	2	349	RCC1-like domain
Q8WTP8	111	266	Exonuclease
Q9UHD1	230	306	CS domain
Q9UHD1	4	64	CHORD
Q9UHD1	155	216	CHORD
Q13371	36	299	Phosducin
Q96RK4	344	398	Tetratricopeptide repeat
Q96RK4	110	145	TPR repeat
Q96RK4	175	216	TPR repeat
Q96RK4	272	301	Tetratricopeptide repeat
Q96RK4	306	336	Tetratricopeptide repeat
P02774	27	199	Serum albumin family
P02774	219	385	Serum albumin family
P02774	405	469	Vitamin D binding protein, domain III
Q6YFQ2	21	84	Cytochrome oxidase c subunit VIb
O75973	67	115	Collagen triple helix repeat (20 copies)
O75973	131	255	C1q domain
O60260	411	459	IBR domain
O60260	228	318	RING/Ubox like zinc-binding domain
O60260	145	217	RING/Ubox like zinc-binding domain
O60260	3	72	Ubiquitin family
P42263	424	538	Ligated ion channel L-glutamate- and glycine-binding site
P42263	47	390	Receptor family ligand binding region
P42263	553	835	Ligand-gated ion channel
Q8NB50	197	220	C2H2-type zinc finger
Q8NB50	141	163	Zinc finger, C2H2 type
Q8NB50	169	191	Zinc finger, C2H2 type
Q8NB50	225	247	Zinc finger, C2H2 type
Q8NB50	253	275	Zinc finger, C2H2 type
Q8NB50	281	303	Zinc finger, C2H2 type
Q8NB50	309	331	Zinc finger, C2H2 type
Q8NB50	337	359	Zinc finger, C2H2 type
Q8NB50	365	387	Zinc finger, C2H2 type
Q8NB50	393	415	Zinc finger, C2H2 type
Q8NB50	421	443	Zinc finger, C2H2 type
Q8NB50	449	471	Zinc finger, C2H2 type
Q8NB50	477	499	Zinc finger, C2H2 type
Q8NB50	505	527	Zinc finger, C2H2 type
Q8NB50	535	555	Zinc finger, C2H2 type
Q8NB50	561	583	Zinc finger, C2H2 type
Q8NB50	589	611	Zinc finger, C2H2 type
Q8NB50	617	639	Zinc finger, C2H2 type
Q8NB50	645	667	Zinc finger, C2H2 type
Q8NB50	673	695	Zinc finger, C2H2 type
Q8NB50	701	723	Zinc finger, C2H2 type
Q8NB50	729	751	Zinc finger, C2H2 type
Q8NB50	757	779	Zinc finger, C2H2 type
Q8NB50	785	807	Zinc finger, C2H2 type
Q8NB50	840	862	Zinc finger, C2H2 type
Q9Y5K2	31	247	Trypsin
Q7RTY7	52	268	Trypsin
Q7RTY7	575	807	Trypsin
Q7RTY7	419	528	CUB domain
Q7RTY7	846	943	CUB domain
Q8NDB6	1	170	PGC7/Stella/Dppa3 domain
O95081	40	145	Putative GTPase activating protein for Arf
A6NMS3	31	302	Olfactory receptor
Q9NS71	56	149	BRICHOS domain
Q9GZV4	15	77	Translation initiation factor 5A-like, N-terminal
Q9GZV4	83	150	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
Q7Z553	50	114	Immunoglobulin domain
Q7Z553	151	219	Immunoglobulin domain
Q7Z553	242	314	Immunoglobulin domain
Q7Z553	441	517	Immunoglobulin domain
Q7Z553	346	424	Immunoglobulin I-set domain
Q7Z553	748	920	MAM domain, meprin/A5/mu
P42701	448	534	Fibronectin type III domain
P01701	24	112	Immunoglobulin V-set domain
Q9BY67	155	227	CD80-like C2-set immunoglobulin domain
Q9BY67	51	140	Immunoglobulin V-set domain
Q9BY67	243	317	Immunoglobulin domain
P31327	48	183	Carbamoyl-phosphate synthase small chain, CPSase domain
P31327	546	749	Carbamoyl-phosphate synthase L chain, ATP binding domain
P31327	1088	1290	Carbamoyl-phosphate synthase L chain, ATP binding domain
P31327	222	395	Glutamine amidotransferase class-I
P31327	841	920	Carbamoyl-phosphate synthetase large chain, oligomerisation domain
P31327	1375	1465	MGS-like domain
P31327	423	542	Carbamoyl phosphate synthase preATP-grasp domain
P31327	973	1084	Carbamoyl phosphate synthase preATP-grasp domain
Q9BYT1	30	386	Major Facilitator Superfamily
Q03519	153	416	ABC transporter transmembrane region
Q03519	486	635	ABC transporter
Q9Y543	14	70	Helix-loop-helix DNA-binding domain
Q9Y543	85	123	Hairy Orange
P04004	22	60	Somatomedin B domain
P04004	161	203	Hemopexin
P04004	206	251	Hemopexin
P04004	267	289	Hemopexin
P04004	432	472	Hemopexin
Q8NEG7	149	307	DENN (AEX-3) domain
P53621	815	1224	Coatomer (COPI) alpha subunit C-terminus
P53621	5	37	WD domain, G-beta repeat
P53621	43	79	WD domain, G-beta repeat
P53621	84	121	WD domain, G-beta repeat
P53621	126	163	WD domain, G-beta repeat
P53621	198	232	WD domain, G-beta repeat
P53621	242	277	WD domain, G-beta repeat
P53621	341	582	COPA/B second beta-propeller
P53621	610	766	COPA/B TPR domain
Q8N0W3	817	889	GHMP kinases N terminal domain
Q8N0W3	82	496	Fucose pyrophosphorylase domain
Q8N0W3	971	1046	GHMP kinases C terminal
O14594	45	157	Immunoglobulin V-set domain
O14594	1012	1042	EGF-like domain
O14594	160	254	Extracellular link domain
O14594	261	356	Extracellular link domain
O14594	1107	1210	Lectin C-type domain
O14594	1215	1271	Sushi repeat (SCR repeat)
Q9BXP2	42	535	Amino acid permease
Q9BXP2	547	634	Solute carrier family 12
P28066	32	220	Proteasome subunit
P28066	8	30	Proteasome subunit A N-terminal signature
Q15040	31	183	Josephin
Q15911	1596	1620	Zinc finger, C2H2 type
Q15911	1040	1064	Zinc finger homeobox protein 3-like, C2H2 type zinc-finger
Q15911	2146	2202	Homeodomain
Q15911	2243	2299	Homeodomain
Q15911	2642	2698	Homeodomain
Q15911	2947	3003	Homeodomain
A2AJT9	2	650	THRAP3/BCLAF1 family
Q9P2D7	2556	2815	P-loop containing dynein motor region D4
Q9P2D7	2038	2157	Dynein heavy chain AAA lid domain
Q9P2D7	1013	1416	Dynein heavy chain, N-terminal region 2
Q9P2D7	2412	2494	AAA+ lid domain
Q9P2D7	1543	1869	Hydrolytic ATP binding site of dynein motor region
Q9P2D7	3959	4261	Dynein heavy chain C-terminal domain
Q9P2D7	3669	3782	Dynein heavy chain region D6 P-loop domain
Q9P2D7	3814	3953	Dynein heavy chain AAA lid domain
Q9P2D7	3204	3425	ATP-binding dynein motor region
Q9P2D7	2831	3175	Microtubule-binding stalk of dynein motor
Q9P2D7	2189	2368	P-loop containing dynein motor region
Q8WXK4	30	123	Ankyrin repeats (3 copies)
Q8WXK4	130	200	Ankyrin repeats (3 copies)
Q8WXK4	267	306	SOCS box
A0A1W2PR48	154	185	WD domain, G-beta repeat
Q5QJ38	4	47	S-100/ICaBP type calcium binding domain
Q9Y493	41	203	MAM domain, meprin/A5/mu
Q9Y493	211	366	MAM domain, meprin/A5/mu
Q9Y493	373	535	MAM domain, meprin/A5/mu
Q9Y493	1156	1307	von Willebrand factor type D domain
Q9Y493	1542	1696	von Willebrand factor type D domain
Q9Y493	1931	2085	von Willebrand factor type D domain
Q9Y493	2331	2484	von Willebrand factor type D domain
Q9Y493	1044	1093	Trypsin Inhibitor like cysteine rich domain
Q9Y493	1426	1479	Trypsin Inhibitor like cysteine rich domain
Q9Y493	1812	1867	Trypsin Inhibitor like cysteine rich domain
Q9Y493	2211	2267	Trypsin Inhibitor like cysteine rich domain
Q9Y493	1095	1148	TILa domain
Q9Y493	1480	1535	TILa domain
Q9Y493	1868	1924	TILa domain
Q9Y493	2268	2323	TILa domain
Q9Y493	2653	2706	TILa domain
Q9Y493	1354	1423	C8 domain
Q9Y493	1742	1809	C8 domain
Q9Y493	2141	2208	C8 domain
Q9Y493	2547	2595	C8 domain
P05814	129	210	Casein
Q13470	10	65	SAM domain-like
Q13470	119	374	Protein tyrosine and serine/threonine kinase
Q16658	21	134	Fascin domain
Q16658	143	256	Fascin domain
Q16658	268	377	Fascin domain
Q16658	392	493	Fascin domain
O75264	1	130	Membrane-associated protein 117 kDa, PDZK1-interacting protein 1
O76031	101	139	CLPX-like, zinc ribbon domain
O76031	285	502	AAA domain (Cdc48 subfamily)
O76031	509	580	C-terminal, D2-small domain, of ClpB protein
Q13444	63	124	Reprolysin family propeptide
Q13444	430	503	Disintegrin
Q13444	214	412	Reprolysin (M12B) family zinc metalloprotease
Q13444	508	623	ADAM cysteine-rich
Q8WVB3	63	205	Glycosyl hydrolase family 20, catalytic domain
Q9Y5R8	3	136	Sybindin-like family
Q53QW1	7	394	Domain of unknown function (DUF4678)
Q96MK3	305	522	Golgi casein kinase, C-terminal, Fam20
P26374	454	582	RAE1/2 domain I, C-terminal region
P26374	7	70	GDP dissociation inhibitor
Q6TDP4	83	188	BTB/POZ domain
Q6TDP4	194	295	BTB And C-terminal Kelch
Q6TDP4	378	422	Kelch motif
Q6TDP4	425	470	Kelch motif
Q6TDP4	472	516	Kelch motif
Q6TDP4	519	564	Kelch motif
Q6TDP4	566	610	Kelch motif
Q9NZW5	337	526	Guanylate kinase
Q9NZW5	219	281	Variant SH3 domain
Q9NZW5	1	53	L27 domain
Q9NZW5	58	108	L27 domain
Q9NZW5	134	206	PDZ domain
Q9BW60	23	260	GNS1/SUR4 family
Q02790	321	352	Tetratricopeptide repeat
Q02790	354	386	Tetratricopeptide repeat
Q02790	44	134	FKBP-type peptidyl-prolyl cis-trans isomerase
Q02790	162	250	FKBP-type peptidyl-prolyl cis-trans isomerase
Q9NRU3	228	403	Cyclin M transmembrane N-terminal domain
Q9NRU3	41	208	Metal transporter CNNM4-like, immunoglobulin-like domain
Q9NRU3	502	561	CBS domain
Q9NRU3	576	796	Metal transporter CNNM2-like, C-terminal CNBH domain
Q9BS18	1	73	Apc13p protein
Q9Y272	26	192	Ras family
O95716	24	183	Ras family
P15056	235	281	Phorbol esters/diacylglycerol binding domain (C1 domain)
P15056	157	226	Raf-like Ras-binding domain
P15056	457	712	Protein tyrosine and serine/threonine kinase
Q9NRN9	51	145	Methyltransferase small domain
Q9NRP0	18	146	OST3 / OST6 family, transporter family
Q9C0B1	329	497	FTO C-terminal domain
Q9C0B1	37	325	FTO catalytic domain
Q8IXQ8	34	89	PDZ domain
Q96GP6	77	123	Platelet endothelial aggregation receptor 1-like, EGF domain
Q9HAE3	102	173	EF-hand domain pair
Q9P0L9	702	735	Ferredoxin I 4Fe-4S cluster domain
Q9P0L9	343	567	Polycystin cation channel
Q9P0L9	148	342	Polycystin domain
O75563	313	350	SH3 domain
O75563	118	217	PH domain
Q9BWV2	1	252	Spermatogenesis-associated protein 9
Q96EQ8	140	196	Drought induced 19 protein (Di19), zinc-binding
Q96EQ8	37	75	Zinc finger, C3HC4 type (RING finger)
Q96EQ8	94	126	C2HC Zing finger domain
O15156	24	143	BTB/POZ domain
O15156	374	396	Zinc finger, C2H2 type
O15156	430	450	Zinc finger, C2H2 type
Q9NRX1	162	245	Eukaryotic type KH-domain (KH-domain type I)
Q5RL73	128	164	RNA-binding protein 48 helical domain
Q8NGG1	31	305	Olfactory receptor
Q9UBC2	19	88	EH domain
Q9UBC2	126	215	EH domain
Q9UBC2	275	348	EH domain
Q01094	206	299	E2F transcription factor CC-MB domain
Q01094	129	192	E2F/DP family winged-helix DNA-binding domain
Q8N8Y2	16	346	ATP synthase (C/AC39) subunit
Q13257	16	191	HORMA domain
O43395	544	673	Small nuclear ribonucleoprotein Prp3, C-terminal domain
O43395	308	521	pre-mRNA processing factor 3 domain
O43395	9	77	PWI domain
Q96NR3	276	425	Patched SSD
P25054	1020	1034	APC 15 residue motif
P25054	1136	1150	APC 15 residue motif
P25054	1155	1169	APC 15 residue motif
P25054	1172	1186	APC 15 residue motif
P25054	1746	1839	Unstructured region on APC between SAMP and APC_crr
P25054	523	552	Armadillo/beta-catenin-like repeat
P25054	649	689	Armadillo/beta-catenin-like repeat
P25054	691	730	Armadillo/beta-catenin-like repeat
P25054	134	202	Adenomatous polyposis coli tumour suppressor protein
P25054	2670	2843	EB-1 Binding Domain
P25054	1867	1947	Unstructured region on APC between APC_crr regions 5 and 6
P25054	732	1019	Armadillo-associated region on APC
P25054	1282	1368	Unstructured region on APC between 1st two creatine-rich regions
P25054	1036	1135	Unstructured region on APC between 1st and 2nd catenin-bdg motifs
P25054	1260	1280	APC repeat
P25054	1372	1393	APC repeat
P25054	1486	1509	APC repeat
P25054	1637	1660	APC repeat
P25054	1841	1865	APC repeat
P25054	1950	1972	APC repeat
P25054	2008	2030	APC repeat
P25054	1567	1588	SAMP Motif
P25054	1717	1737	SAMP Motif
P25054	2031	2051	SAMP Motif
P25054	1662	1715	Unstructured region on APC between APC_crr and SAMP
P25054	393	466	Adenomatous polyposis coli (APC) repeat
P25054	4	55	Coiled-coil N-terminus of APC, dimerisation domain
P25054	2224	2575	APC basic domain
P29317	30	201	Ephrin receptor ligand binding domain
P29317	614	871	Protein tyrosine and serine/threonine kinase
P29317	904	966	SAM domain (Sterile alpha motif)
P29317	538	610	Ephrin type-A receptor 2 transmembrane domain
P29317	202	262	Ephrin cysteine rich domain
P29317	331	420	Fibronectin type III domain
P29317	439	524	Fibronectin type III domain
Q9Y3Q4	219	261	Ion transport protein N-terminal
Q9Y3Q4	614	696	Cyclic nucleotide-binding domain
Q9Y3Q4	263	523	Ion transport protein
Q6VVB1	25	73	zinc-RING finger domain
