Accession_number	Region	Region_length
P0C7P0	[45, 111]	67
P60852	[206, 273]	68
Q3B726	[17, 44]	28
Q6ZN68	[335, 369]	35
Q96NX5	[380, 437]	58
Q9HCZ1	[199, 679]	481
Q9HD23	[52, 70]	19
Q9NPC8	[117, 134]	18
Q9NX38	[74, 99]	26
Q9UF12	[0, 17]	18
Q9UII5	[24, 560]	537
Q9UII5	[601, 782]	182
Q9Y5F3	[764, 783]	20
A6NFC9	[199, 238]	40
O94892	[117, 144]	28
O94892	[195, 496]	302
O94892	[534, 646]	113
P05155	[125, 140]	16
P10643	[18, 147]	130
P10643	[449, 520]	72
P10643	[540, 582]	43
P10643	[644, 842]	199
P55290	[673, 693]	21
Q05516	[378, 432]	55
Q05516	[502, 669]	168
Q13351	[277, 361]	85
Q3MIS6	[102, 131]	30
Q3MIS6	[172, 627]	456
Q6P9A3	[130, 639]	510
Q6UWV7	[141, 172]	32
Q6UXZ4	[261, 390]	130
Q8NC26	[28, 68]	41
Q8NC26	[248, 278]	31
Q8NC26	[290, 416]	127
Q92466	[43, 67]	25
Q9BVI4	[492, 515]	24
Q9BYC2	[10, 38]	29
Q9BYC2	[489, 515]	27
Q9H1U4	[195, 448]	254
Q9H4B6	[238, 264]	27
Q9HB63	[254, 480]	227
Q9UGR2	[131, 161]	31
Q9UGR2	[404, 499]	96
Q9UGR2	[562, 582]	21
Q9UGR2	[681, 723]	43
Q9UGR2	[754, 784]	31
Q9UGR2	[871, 919]	49
O94842	[571, 614]	44
P52735	[134, 174]	41
P52735	[559, 614]	56
P52735	[637, 666]	30
P63241	[0, 17]	18
P78325	[150, 192]	43
P78325	[301, 650]	350
Q15572	[13, 31]	19
Q16842	[46, 89]	44
Q17R60	[674, 755]	82
Q4VX76	[278, 310]	33
Q5JVG8	[102, 443]	342
Q8IYD2	[320, 349]	30
Q8N9U0	[0, 91]	92
Q8TAP6	[474, 523]	50
Q969U6	[272, 298]	27
Q96B18	[0, 16]	17
Q9P0T4	[79, 190]	112
A6NER0	[467, 500]	34
B2RXF5	[287, 419]	133
P0DTL6	[126, 242]	117
P49116	[242, 264]	23
Q02487	[662, 685]	24
Q02487	[765, 828]	64
Q0D2K2	[235, 261]	27
Q3ZLR7	[189, 250]	62
Q6EMK4	[24, 46]	23
Q6EMK4	[317, 348]	32
Q6ZNA4	[891, 993]	103
Q8IYR6	[55, 146]	92
Q8IYR6	[261, 319]	59
Q8N782	[202, 478]	277
Q96EK7	[841, 856]	16
Q99679	[310, 326]	17
Q9HCE7	[133, 176]	44
Q9HCE7	[291, 311]	21
Q9HCE7	[327, 351]	25
Q9NSA0	[70, 114]	45
Q9NZR4	[241, 279]	39
Q9UBB6	[4, 34]	31
Q9UJW7	[102, 159]	58
Q9UJW7	[192, 265]	74
Q9UJW7	[341, 824]	484
B7U540	[354, 387]	34
P60372	[11, 52]	42
Q15633	[255, 355]	101
Q1L5Z9	[142, 225]	84
Q5U5Q3	[213, 230]	18
Q5U5Q3	[308, 324]	17
Q6ZU67	[158, 254]	97
Q8IUX8	[27, 288]	262
Q8IVN8	[11, 97]	87
Q8TE58	[422, 441]	20
Q8TE58	[459, 591]	133
Q96IP4	[51, 70]	20
Q9BS31	[170, 424]	255
Q9H3F6	[133, 149]	17
Q9UNI6	[15, 45]	31
Q9UNI6	[214, 251]	38
O76050	[227, 259]	33
P30260	[130, 190]	61
P52743	[114, 201]	88
P57057	[44, 77]	34
P59990	[0, 95]	96
Q14397	[594, 610]	17
Q14872	[105, 160]	56
Q14872	[222, 305]	84
Q14872	[622, 645]	24
Q4U2R8	[40, 67]	28
Q4U2R8	[82, 113]	32
Q8NAC3	[80, 134]	55
Q8TBG4	[10, 27]	18
Q8WWL2	[558, 698]	141
Q92844	[314, 352]	39
Q92844	[371, 424]	54
Q9BXU7	[199, 243]	45
Q9BXW4	[125, 146]	22
Q9BYD2	[27, 43]	17
Q9C0K0	[178, 264]	87
Q9C0K0	[426, 480]	55
Q9C0K0	[792, 874]	83
Q9H871	[366, 386]	21
Q9HCL2	[47, 78]	32
A0A1W2PQ73	[0, 17]	18
A1L4K1	[137, 201]	65
O43854	[22, 174]	153
O95073	[98, 126]	29
P15336	[1, 61]	61
Q07352	[114, 190]	77
Q16526	[169, 194]	26
Q68DL7	[304, 329]	26
Q6PJF5	[483, 532]	50
Q6PJF5	[547, 629]	83
Q6PJT7	[591, 661]	71
Q6PJT7	[674, 729]	56
Q6UX15	[308, 355]	48
Q8IZC7	[68, 128]	61
Q8IZC7	[164, 423]	260
Q8N126	[187, 252]	66
Q8N9K5	[0, 29]	30
Q8N9K5	[155, 529]	375
Q8NG48	[542, 573]	32
Q8WUP2	[175, 372]	198
Q9H2X0	[639, 656]	18
Q9H2X0	[775, 939]	165
Q9NVW2	[526, 623]	98
Q9NX94	[254, 288]	35
Q9UQR1	[210, 295]	86
A0A087WXS9	[467, 500]	34
O43463	[0, 38]	39
O43463	[379, 411]	33
O75616	[75, 90]	16
P02749	[120, 344]	225
P0C7U0	[226, 255]	30
Q5JQC9	[6, 35]	30
Q5JQC9	[123, 176]	54
Q63ZY3	[111, 128]	18
Q6NW34	[406, 435]	30
Q86XL3	[193, 217]	25
Q86XL3	[818, 870]	53
Q8NDL9	[418, 456]	39
Q8NDL9	[517, 544]	28
Q9H6R6	[386, 410]	25
Q9NZC7	[376, 391]	16
Q9P0P0	[46, 139]	94
Q9UK39	[83, 141]	59
Q9Y5A6	[271, 470]	200
Q9Y5B8	[225, 243]	19
A8MTZ7	[202, 222]	21
D6RGH6	[280, 297]	18
P24592	[27, 99]	73
P36897	[22, 39]	18
P63252	[355, 380]	26
Q13572	[397, 413]	17
Q68DY9	[159, 488]	330
Q6UWZ7	[178, 203]	26
Q6UWZ7	[264, 335]	72
Q6XR72	[397, 436]	40
Q76KX8	[85, 102]	18
Q76KX8	[219, 673]	455
Q8IXR5	[573, 588]	16
Q8TAT5	[244, 301]	58
Q8TAT5	[314, 375]	62
Q96CK0	[331, 361]	31
Q96CK0	[523, 606]	84
Q96MM3	[38, 133]	96
Q96MM3	[166, 231]	66
Q96ND0	[0, 33]	34
Q96SR6	[216, 549]	334
Q9P1Q0	[125, 159]	35
Q9UNW1	[467, 486]	20
A6NCM1	[378, 423]	46
A6NP61	[44, 79]	36
O43623	[120, 267]	148
O76074	[59, 78]	20
O95081	[26, 52]	27
O95190	[7, 59]	53
O95600	[267, 352]	86
P05106	[449, 704]	256
P17026	[40, 193]	154
Q3ZCX4	[143, 641]	499
Q7Z3S9	[0, 230]	231
Q8NFY9	[256, 285]	30
Q96C12	[0, 20]	21
Q96C12	[811, 835]	25
Q96C12	[851, 873]	23
Q96C12	[898, 914]	17
Q9BXF6	[79, 104]	26
Q9GZM7	[36, 101]	66
Q9GZM7	[119, 140]	22
A0A0G2JMH3	[96, 119]	24
A8MTQ0	[70, 149]	80
O14618	[214, 251]	38
O60320	[208, 223]	16
O75558	[268, 286]	19
O75829	[271, 333]	63
O95409	[299, 412]	114
P07911	[21, 221]	201
P07911	[267, 326]	60
P29317	[208, 392]	185
P43351	[15, 30]	16
P60371	[13, 63]	51
P86452	[802, 818]	17
Q02535	[0, 28]	29
Q13485	[1, 25]	25
Q13485	[308, 327]	20
Q5SNT2	[18, 36]	19
Q5VUJ5	[94, 116]	23
Q8IVB4	[562, 591]	30
Q96JQ5	[0, 16]	17
Q96M53	[52, 75]	24
Q99965	[364, 547]	184
Q99965	[586, 656]	71
Q9HB96	[143, 172]	30
Q9UM82	[381, 406]	26
Q9UM82	[458, 511]	54
A7MCY6	[569, 614]	46
P0C7M6	[100, 134]	35
P0DKX0	[106, 620]	515
P14679	[20, 61]	42
P21506	[150, 242]	93
P31153	[0, 16]	17
P47974	[152, 225]	74
Q03938	[110, 598]	489
Q16589	[319, 343]	25
Q53H47	[272, 341]	70
Q569K6	[208, 265]	58
Q5MJ68	[219, 257]	39
Q86T96	[83, 122]	40
Q86T96	[166, 197]	32
Q86T96	[222, 244]	23
Q86T96	[419, 435]	17
Q86VH5	[28, 54]	27
Q86VH5	[508, 542]	35
Q8IXI2	[537, 569]	33
Q92664	[52, 302]	251
Q9H6B1	[56, 111]	56
Q9HA38	[132, 180]	49
Q9NS37	[324, 353]	30
O43868	[600, 618]	19
O43868	[633, 656]	24
O95639	[109, 170]	62
P13671	[14, 247]	234
P13671	[511, 600]	90
P13671	[736, 932]	197
P26012	[458, 681]	224
P31268	[78, 137]	60
Q14192	[0, 278]	279
Q2TAL6	[145, 324]	180
Q7L985	[32, 56]	25
Q8IW52	[258, 283]	26
Q8IW52	[330, 380]	51
Q8IW52	[691, 717]	27
Q92599	[461, 482]	22
Q9UKY1	[64, 87]	24
Q9UKY1	[370, 410]	41
P49746	[260, 479]	220
Q49A33	[36, 201]	166
Q5SSJ5	[409, 424]	16
Q6AZY7	[97, 130]	34
Q6AZY7	[155, 176]	22
Q6ZTA4	[0, 41]	42
Q6ZTA4	[159, 246]	88
Q86X02	[145, 193]	49
Q8IWQ3	[638, 656]	19
Q8TAU3	[47, 68]	22
Q8TAU3	[87, 151]	65
Q8TAU3	[213, 571]	359
Q92570	[397, 429]	33
Q92784	[253, 376]	124
Q9BXB4	[244, 300]	57
Q9HAU4	[127, 181]	55
Q9HAU4	[335, 400]	66
Q9HB58	[454, 604]	151
Q9UK12	[109, 290]	182
Q9UK12	[303, 450]	148
Q9Y3L5	[164, 182]	19
Q9Y5K3	[44, 71]	28
Q9Y6N8	[578, 600]	23
O75290	[127, 345]	219
O75469	[162, 191]	30
P17010	[423, 802]	380
P22607	[60, 113]	54
P23142	[25, 590]	566
P78358	[73, 91]	19
Q15771	[182, 202]	21
Q6NY19	[542, 578]	37
Q86YG4	[381, 427]	47
Q8WV44	[183, 266]	84
Q8WV44	[377, 413]	37
Q96C10	[166, 181]	16
Q96C10	[194, 227]	34
Q9H2S9	[147, 288]	142
Q9NPB3	[46, 63]	18
Q9UBL6	[15, 39]	25
Q9UC06	[132, 445]	314
Q9UFB7	[104, 128]	25
Q9UFB7	[433, 489]	57
Q9UFB7	[542, 688]	147
Q9Y4W2	[716, 733]	18
Q9Y6M5	[414, 461]	48
A0AAG2UUX9	[675, 744]	70
O14798	[61, 153]	93
O75030	[283, 308]	26
O75618	[190, 222]	33
Q06481	[342, 387]	46
Q13547	[0, 30]	31
Q32M84	[12, 42]	31
Q6IN97	[268, 319]	52
Q7Z4K8	[0, 67]	68
Q7Z4K8	[101, 263]	163
Q86UW9	[157, 210]	54
Q86UW9	[401, 444]	44
Q8IVH8	[534, 554]	21
Q8IZU9	[681, 713]	33
Q8TAQ5	[107, 687]	581
Q8TF32	[139, 569]	431
Q96DT7	[247, 347]	101
Q96DT7	[711, 726]	16
Q96DT7	[737, 804]	68
Q9H0M5	[117, 201]	85
Q9H0M5	[236, 741]	506
Q9NUE0	[323, 358]	36
Q9NZS2	[100, 115]	16
O60481	[318, 409]	92
P20333	[28, 198]	171
Q09013	[350, 382]	33
Q13444	[300, 596]	297
Q13444	[635, 692]	58
Q3KQV9	[43, 61]	19
Q8IX90	[219, 242]	24
Q8ND82	[228, 250]	23
Q8ND82	[338, 492]	155
Q92935	[71, 90]	20
Q96ND8	[200, 548]	349
Q99467	[32, 47]	16
Q9H7V2	[78, 123]	46
Q9H902	[99, 120]	22
Q9NQ35	[96, 114]	19
A6NEL3	[81, 115]	35
A6NJG2	[219, 245]	27
A8MPX8	[516, 552]	37
O95389	[120, 306]	187
P09622	[0, 22]	23
P0DV79	[136, 162]	27
P48507	[8, 49]	42
P48740	[134, 211]	78
Q5CZA5	[196, 323]	128
Q5CZA5	[410, 562]	153
Q5T0T0	[256, 290]	35
Q8IZ69	[207, 280]	74
Q96BR6	[57, 157]	101
Q96BR6	[265, 441]	177
Q9H1M4	[9, 78]	70
Q9HAV5	[0, 129]	130
Q9UGI0	[78, 113]	36
Q9UGI0	[139, 194]	56
Q9Y5G6	[766, 807]	42
P17544	[7, 51]	45
P52888	[670, 688]	19
Q16222	[468, 485]	18
Q17RP2	[377, 399]	23
Q6IA86	[792, 825]	34
Q8TBZ8	[99, 534]	436
Q8TDD5	[516, 544]	29
Q8WXT5	[301, 381]	81
Q9H892	[457, 477]	21
Q9NP87	[38, 153]	116
Q9NZJ0	[29, 50]	22
Q9NZJ0	[551, 597]	47
Q9UKF2	[355, 578]	224
Q9UKF2	[616, 669]	54
Q9Y6Q6	[29, 187]	159
Q9Y6Q6	[272, 334]	63
A0A1W2PQL4	[77, 383]	307
A8K8V0	[133, 291]	159
A8K8V0	[303, 375]	73
P09110	[12, 41]	30
P20042	[300, 318]	19
P22888	[24, 48]	25
P22888	[285, 324]	40
P22888	[335, 353]	19
P22888	[683, 698]	16
P26717	[98, 119]	22
P43897	[289, 313]	25
Q08493	[286, 315]	30
Q5HYK9	[143, 602]	460
Q5QP82	[401, 458]	58
Q7Z2W4	[142, 224]	83
Q7Z2W4	[503, 528]	26
Q7Z2W4	[706, 728]	23
Q7Z695	[0, 55]	56
Q8N0Z6	[291, 318]	28
Q8N323	[275, 320]	46
Q8NC06	[217, 262]	46
Q92796	[0, 27]	28
Q96DX7	[8, 60]	53
Q9UBE8	[433, 465]	33
Q9Y6U3	[589, 627]	39
A8MPY1	[374, 393]	20
P82663	[121, 163]	43
P98171	[693, 722]	30
Q14494	[243, 264]	22
Q16853	[724, 754]	31
Q5VTB9	[212, 242]	31
Q6IA17	[10, 29]	20
Q6MZW2	[50, 115]	66
Q96A61	[171, 261]	91
Q96EP1	[292, 372]	81
Q96EP1	[629, 663]	35
Q96S37	[81, 116]	36
Q9BSL1	[317, 340]	24
Q9C0J9	[353, 376]	24
Q9NR45	[0, 16]	17
Q9Y597	[570, 604]	35
O00206	[0, 28]	29
O75123	[80, 441]	362
O75123	[456, 504]	49
P17022	[405, 545]	141
P83110	[22, 131]	110
Q6ZNB6	[204, 603]	400
Q6ZNB6	[626, 834]	209
Q7RTU5	[55, 78]	24
Q8N5C7	[34, 68]	35
Q96I24	[318, 334]	17
Q96MT1	[565, 589]	25
Q96QF7	[652, 684]	33
Q9H6T0	[223, 255]	33
Q9NQ75	[0, 32]	33
Q9NUD5	[325, 396]	72
O15232	[262, 463]	202
O75170	[754, 775]	22
P18564	[445, 694]	250
P19878	[496, 524]	29
P30626	[25, 58]	34
P98155	[28, 441]	414
P98155	[700, 751]	52
Q15319	[38, 57]	20
Q15582	[58, 80]	23
Q5SZL2	[195, 219]	25
Q5T1N1	[52, 82]	31
Q5T1N1	[111, 159]	49
Q5T1N1	[597, 642]	46
Q5T1N1	[657, 681]	25
Q5T1N1	[762, 811]	50
Q5T9A4	[593, 627]	35
Q6PEZ8	[24, 52]	29
Q6UW63	[476, 501]	26
Q6UXK2	[214, 246]	33
Q6UXK2	[339, 368]	30
Q86VQ0	[302, 352]	51
Q8TD46	[237, 254]	18
Q8TF68	[223, 465]	243
Q92769	[0, 20]	21
Q96E93	[57, 83]	27
Q96MX3	[107, 157]	51
Q96MX3	[270, 383]	114
Q9BXP5	[410, 431]	22
Q9BXP5	[632, 649]	18
Q9C0B0	[35, 176]	142
Q9C0B0	[195, 316]	122
Q9C0B0	[754, 809]	56
Q9HCG1	[70, 115]	46
Q9HCG1	[135, 164]	30
Q9HCG1	[242, 816]	575
Q9P2F5	[182, 232]	51
Q9UJN7	[103, 357]	255
Q9UKA1	[437, 533]	97
Q9UKA1	[551, 575]	25
Q9UKA1	[659, 690]	32
O00634	[440, 462]	23
O43294	[217, 330]	114
P07602	[181, 199]	19
P0CG37	[79, 158]	80
P17481	[11, 45]	35
P17481	[73, 110]	38
P31040	[470, 486]	17
Q07444	[99, 121]	23
Q12946	[136, 155]	20
Q5T5N4	[16, 33]	18
Q5T5N4	[173, 192]	20
Q8N567	[107, 249]	143
Q96NZ8	[32, 161]	130
Q96NZ8	[252, 425]	174
Q99985	[511, 574]	64
Q9H000	[0, 54]	55
Q9H000	[157, 221]	65
Q9H000	[250, 269]	20
Q9H963	[0, 128]	129
Q9Y397	[282, 298]	17
A6NK75	[115, 571]	457
F8WCM5	[105, 142]	38
O00192	[502, 537]	36
O00192	[555, 591]	37
O43559	[296, 324]	29
O95185	[268, 372]	105
P0CG40	[20, 42]	23
P0CG40	[307, 412]	106
P19474	[0, 129]	130
P23025	[88, 152]	65
P23025	[239, 272]	34
P28562	[131, 171]	41
P63145	[486, 600]	115
Q00839	[278, 297]	20
Q06141	[34, 53]	20
Q14154	[105, 127]	23
Q14154	[430, 480]	51
Q14532	[0, 74]	75
Q14532	[398, 447]	50
Q3MIP1	[207, 230]	24
Q8IYB9	[63, 647]	585
Q8N130	[262, 283]	22
Q8N130	[295, 314]	20
Q8N130	[557, 598]	42
Q9BSW7	[0, 49]	50
Q9BV44	[176, 231]	56
Q9H1R3	[234, 312]	79
Q9UIS9	[125, 267]	143
Q9Y2X9	[255, 375]	121
Q9Y446	[545, 574]	30
P05129	[21, 38]	18
P0CI01	[135, 159]	25
P43004	[523, 562]	40
P58304	[231, 258]	28
Q14141	[0, 16]	17
Q5SVQ8	[22, 53]	32
Q5SVQ8	[195, 233]	39
Q5SVQ8	[360, 647]	288
Q5SVQ8	[678, 750]	73
Q5VZF2	[0, 94]	95
Q5VZF2	[170, 247]	78
Q5VZF2	[325, 372]	48
Q6XUX3	[23, 60]	38
Q6ZMS7	[429, 507]	79
Q7Z6J2	[239, 262]	24
Q86W11	[293, 490]	198
Q8IWC1	[248, 275]	28
Q8IYT1	[184, 238]	55
Q8TA94	[55, 126]	72
Q8TA94	[151, 475]	325
Q9HAK2	[243, 260]	18
Q9NQC1	[188, 227]	40
Q9NRH1	[137, 216]	80
Q9P2J8	[195, 257]	63
Q9P2J8	[270, 864]	595
Q9Y5J1	[224, 251]	28
A1A519	[104, 128]	25
O15204	[100, 164]	65
O15204	[367, 469]	103
O95365	[379, 494]	116
P17041	[65, 272]	208
P35712	[586, 618]	33
P35712	[683, 707]	25
P40938	[158, 215]	58
Q14114	[42, 426]	385
Q14114	[680, 741]	62
Q6IPX1	[467, 500]	34
Q6PJ61	[309, 327]	19
Q6PJ61	[356, 416]	61
Q6PJ61	[519, 584]	66
Q6ZN57	[89, 460]	372
Q7Z7E8	[49, 74]	26
Q7Z7E8	[94, 132]	39
Q8IVT5	[85, 103]	19
Q8IVT5	[147, 174]	28
Q8IVT5	[341, 405]	65
Q8IVT5	[514, 532]	19
Q8IYY4	[154, 187]	34
Q8TBE0	[374, 395]	22
Q8TBE0	[455, 484]	30
Q8WV41	[222, 243]	22
Q96AC6	[401, 442]	42
Q96N95	[241, 330]	90
Q96RL6	[424, 508]	85
B7ZBB8	[73, 97]	25
B7ZBB8	[133, 179]	47
G9CGD6	[488, 514]	27
P12830	[677, 698]	22
P24386	[561, 608]	48
P78426	[192, 248]	57
Q13191	[368, 458]	91
Q13342	[668, 760]	93
Q17RM4	[275, 301]	27
Q3LXA3	[0, 23]	24
Q68BL8	[45, 141]	97
Q6X9E4	[420, 442]	23
Q8IY22	[346, 384]	39
Q8IY22	[426, 449]	24
Q8NCF0	[203, 301]	99
Q96F46	[177, 201]	25
Q96F46	[582, 600]	19
Q96F46	[700, 720]	21
Q9H930	[376, 473]	98
Q9Y5W9	[155, 171]	17
O75610	[231, 262]	32
P0DUQ2	[129, 144]	16
P55283	[702, 720]	19
Q02086	[487, 612]	126
Q15940	[6, 192]	187
Q16342	[49, 67]	19
Q16342	[92, 211]	120
Q49AN0	[186, 217]	32
Q49AN0	[512, 530]	19
Q6PEW1	[342, 372]	31
Q8IYN0	[0, 23]	24
Q8IYN0	[135, 537]	403
Q8N612	[450, 465]	16
Q8N612	[550, 572]	23
Q8N8B7	[277, 306]	30
Q8TE96	[368, 401]	34
Q8TF20	[4, 558]	555
Q8TF20	[620, 910]	291
Q9BPW5	[0, 29]	30
Q9H165	[117, 177]	61
Q9H165	[376, 429]	54
Q9H165	[738, 819]	82
A2RRH5	[491, 518]	28
Q12765	[215, 264]	50
Q12765	[310, 326]	17
Q69YN2	[265, 299]	35
Q6IV72	[112, 156]	45
Q6IV72	[177, 738]	562
Q86YD5	[17, 143]	127
Q8IUR5	[22, 44]	23
Q8N565	[0, 37]	38
Q8NFT8	[304, 626]	323
Q8WZA1	[222, 294]	73
Q9BRP0	[105, 249]	145
Q9BZE2	[103, 122]	20
Q9BZE2	[435, 457]	23
Q9GZU5	[14, 59]	46
Q9NU63	[80, 199]	120
Q9NU63	[289, 392]	104
Q9P253	[14, 32]	19
Q9Y2W7	[33, 58]	26
Q9Y4X5	[159, 187]	29
Q9Y4X5	[295, 392]	98
A0A0G2JMD5	[123, 146]	24
A0A0G2JMD5	[453, 473]	21
A1L020	[111, 149]	39
A1L020	[298, 340]	43
O14543	[167, 220]	54
P17024	[67, 102]	36
P17024	[140, 531]	392
Q6IEG0	[59, 147]	89
Q6ZMT4	[87, 110]	24
Q6ZMT4	[729, 758]	30
Q6ZSA7	[28, 60]	33
Q86UP0	[612, 630]	19
Q86YE8	[236, 367]	132
Q86YE8	[378, 664]	287
Q8NE35	[391, 406]	16
Q8TEU8	[38, 184]	147
Q8TEU8	[312, 454]	143
Q9UHX3	[21, 277]	257
Q9UIF7	[269, 354]	86
A2A288	[242, 284]	43
O95390	[294, 315]	22
Q09FC8	[56, 79]	24
Q09FC8	[113, 163]	51
Q09FC8	[239, 602]	364
Q13829	[6, 21]	16
Q3KNW1	[17, 125]	109
Q3KNW1	[143, 288]	146
Q4G0N4	[384, 430]	47
Q5VTT2	[0, 16]	17
Q5VWQ0	[734, 754]	21
Q8NI08	[250, 325]	76
Q8TAW3	[116, 148]	33
Q8TAW3	[171, 219]	49
Q8TAW3	[269, 530]	262
Q96H55	[674, 698]	25
Q96H55	[724, 741]	18
Q96H55	[920, 944]	25
Q96PQ6	[24, 43]	20
Q96PQ6	[165, 594]	430
Q96RR4	[34, 61]	28
Q9BRR0	[130, 214]	85
Q9BRR0	[309, 536]	228
Q9BVC3	[2, 39]	38
Q9Y345	[118, 147]	30
Q9Y6R6	[132, 311]	180
Q9Y6R6	[322, 339]	18
Q9Y6R6	[351, 712]	362
Q9Y6R6	[743, 807]	65
O43167	[284, 515]	232
O60496	[56, 80]	25
O60496	[117, 146]	30
O95125	[381, 455]	75
O95125	[475, 642]	168
P00736	[145, 223]	79
P00736	[413, 468]	56
P0DP72	[364, 523]	160
P98169	[261, 278]	18
P98169	[290, 588]	299
Q12841	[22, 116]	95
Q14162	[25, 408]	384
Q14833	[880, 905]	26
Q17RG1	[257, 278]	22
Q17RG1	[504, 519]	16
Q5JRS4	[303, 328]	26
Q5T619	[270, 556]	287
Q6ZV65	[370, 391]	22
Q8IYH5	[785, 897]	113
Q8N3G9	[378, 414]	37
Q8N7C0	[19, 46]	28
Q8NFH8	[25, 48]	24
Q8NFH8	[368, 391]	24
Q96HA8	[4, 29]	26
Q96PV7	[76, 150]	75
Q96PV7	[404, 439]	36
Q96SK3	[70, 695]	626
Q99952	[10, 59]	50
Q9BYL1	[25, 50]	26
Q9HBK9	[326, 367]	42
A8MUV8	[106, 348]	243
A8MUV8	[361, 474]	114
B7ZC32	[669, 687]	19
O15327	[192, 232]	41
O15327	[838, 857]	20
O75679	[9, 97]	89
O75679	[285, 305]	21
P0CG00	[344, 495]	152
P19883	[17, 308]	292
Q14156	[0, 19]	20
Q14156	[804, 820]	17
Q2TB18	[644, 670]	27
Q6ZSS3	[163, 339]	177
Q7L0X2	[253, 302]	50
Q86SX3	[231, 250]	20
Q86VV4	[15, 53]	39
Q86VV4	[161, 214]	54
Q86VV4	[258, 285]	28
Q9UF11	[137, 156]	20
Q9ULB5	[574, 599]	26
Q9Y2G4	[383, 422]	40
O95235	[25, 45]	21
O95876	[0, 17]	18
O95876	[658, 710]	53
P07988	[277, 380]	104
P0C7X1	[467, 500]	34
P0DPK4	[22, 287]	266
Q2VPA4	[84, 105]	22
Q5SZB4	[385, 430]	46
Q6P9G9	[325, 517]	193
Q8IWU4	[53, 71]	19
Q96GC6	[477, 639]	163
Q9BWE0	[61, 196]	136
Q9BWE0	[234, 309]	76
Q9BWE0	[370, 561]	192
A0A1W2PPD8	[372, 391]	20
A2RU30	[53, 152]	100
P01042	[82, 153]	72
P16581	[118, 554]	437
P17038	[84, 808]	725
P52741	[81, 115]	35
P52741	[162, 426]	265
P62633	[39, 175]	137
Q02556	[75, 184]	110
Q02556	[394, 420]	27
Q53H54	[90, 111]	22
Q8N423	[150, 185]	36
Q8NDQ6	[62, 91]	30
Q8NDQ6	[175, 307]	133
Q8NDQ6	[319, 501]	183
Q8NDQ6	[516, 659]	144
Q96JB8	[304, 328]	25
Q96JB8	[355, 414]	60
Q96JS3	[25, 52]	28
Q96JS3	[101, 167]	67
Q9UI38	[102, 118]	17
Q9UKW6	[143, 169]	27
P19438	[30, 212]	183
P19438	[436, 454]	19
P55289	[579, 603]	25
Q04756	[101, 296]	196
Q07617	[164, 181]	18
Q07617	[491, 513]	23
Q07617	[620, 643]	24
Q5HY92	[699, 720]	22
Q6IE81	[183, 229]	47
Q75VX8	[337, 366]	30
Q86TH1	[42, 186]	145
Q86TH1	[560, 950]	391
Q8IU80	[459, 596]	138
Q8N5I3	[234, 258]	25
Q9HBW9	[8, 116]	109
Q9N2J8	[39, 57]	19
Q9N2J8	[154, 172]	19
Q9N2J8	[235, 280]	46
Q9NQ69	[187, 217]	31
Q9NV66	[376, 422]	47
Q9Y694	[55, 90]	36
Q9Y694	[114, 138]	25
A0A087WUV0	[166, 258]	93
A0A087WUV0	[270, 509]	240
Q32M78	[109, 641]	533
Q569K4	[12, 52]	41
Q5SWL7	[127, 147]	21
Q6UXB4	[75, 107]	33
Q86UY6	[193, 225]	33
Q8N3Z6	[166, 213]	48
Q8N3Z6	[229, 395]	167
Q8N9F8	[73, 142]	70
Q8N9F8	[176, 521]	346
Q8NB78	[49, 87]	39
Q8NB78	[217, 278]	62
Q8NBF2	[381, 407]	27
Q8NFU1	[407, 447]	41
Q8WW14	[20, 36]	17
Q96FN5	[462, 518]	57
Q9BST9	[425, 456]	32
Q9NR56	[0, 90]	91
Q9NR56	[170, 253]	84
Q9NRH2	[678, 764]	87
Q9NXR5	[164, 220]	57
Q9UGT4	[24, 54]	31
Q9Y2E6	[182, 209]	28
O14561	[23, 40]	18
O15062	[588, 671]	84
P04183	[182, 199]	18
P50876	[0, 18]	19
Q6NZY4	[215, 277]	63
Q6P1R4	[307, 336]	30
Q6P1R4	[391, 443]	53
Q6ZW61	[199, 248]	50
Q8IWA0	[716, 731]	16
Q8N2I2	[48, 89]	42
Q8N2I2	[101, 123]	23
Q8N2I2	[156, 490]	335
Q8N841	[833, 890]	58
Q9H5Y7	[20, 51]	32
Q9H5Y7	[317, 343]	27
Q9H5Y7	[559, 576]	18
Q9HCG7	[49, 76]	28
P04217	[164, 220]	57
P31483	[191, 211]	21
P40763	[679, 737]	59
Q08554	[667, 685]	19
Q08554	[757, 779]	23
Q08554	[824, 893]	70
Q13438	[170, 260]	91
Q5T2R2	[68, 90]	23
Q5T5M9	[344, 361]	18
Q6P2C0	[624, 642]	19
Q7Z5L7	[52, 100]	49
Q8NEL9	[225, 252]	28
Q8NEL9	[301, 317]	17
Q8TCF1	[0, 114]	115
Q9BW71	[426, 490]	65
Q9H693	[34, 109]	76
Q9H7M6	[374, 416]	43
Q9HCE5	[97, 135]	39
Q9HCE5	[373, 392]	20
Q9NP86	[0, 15]	16
A0PJY2	[109, 203]	95
A0PJY2	[237, 426]	190
O15209	[475, 566]	92
O60279	[191, 209]	19
O60763	[10, 26]	17
O75185	[48, 64]	17
O75185	[360, 386]	27
O94989	[713, 744]	32
P10243	[377, 424]	48
P30048	[30, 69]	40
P60413	[6, 61]	56
P60413	[216, 244]	29
