Accession_number	Region	Region_length
P36578	[118, 136]	19
P49746	[705, 721]	17
Q15131	[309, 330]	22
Q30KP9	[22, 76]	55
Q30KQ6	[18, 67]	50
Q6V0L0	[327, 359]	33
Q6ZTA4	[299, 348]	50
Q8WYN3	[172, 284]	113
Q92570	[288, 364]	77
Q92784	[0, 66]	67
Q96BJ8	[324, 349]	26
Q96BJ8	[550, 624]	75
Q96EF9	[155, 222]	68
Q99961	[76, 124]	49
Q9H8M7	[107, 140]	34
Q9NR90	[189, 212]	24
O14893	[96, 120]	25
O14893	[134, 169]	36
O75469	[31, 117]	87
P0C5Y4	[0, 41]	42
P0C5Y4	[62, 120]	59
P17010	[231, 251]	21
P21802	[171, 192]	22
P22607	[155, 191]	37
Q8IUK5	[280, 365]	86
Q8IV61	[527, 552]	26
Q8WV44	[3, 53]	51
Q8WV44	[425, 492]	68
Q96BQ3	[16, 64]	49
Q96C10	[653, 677]	25
Q9H0Y0	[49, 77]	29
Q9NWK9	[205, 262]	58
Q9Y625	[46, 79]	34
Q9Y625	[395, 442]	48
A0AAG2UUX9	[548, 601]	54
O75030	[398, 433]	36
O95867	[14, 103]	90
P0C7V6	[172, 243]	72
Q06481	[185, 211]	27
Q06481	[300, 323]	24
Q562R1	[0, 60]	61
Q96C01	[18, 125]	108
Q96PH6	[22, 60]	39
Q9BQQ3	[175, 204]	30
Q9H4F1	[61, 115]	55
Q9H6P5	[141, 156]	16
Q9H6P5	[259, 297]	39
Q9NUE0	[180, 235]	56
Q9NZV6	[0, 93]	94
A8MXD5	[231, 289]	59
O75900	[274, 297]	24
P18507	[400, 450]	51
Q13586	[41, 70]	30
Q1W6H9	[202, 252]	51
Q4VC39	[46, 94]	49
Q5JRC9	[2, 83]	82
Q5JRC9	[433, 449]	17
Q5W0Z9	[109, 165]	57
Q6P1L5	[467, 523]	57
Q7L5L3	[39, 102]	64
Q86YJ7	[291, 308]	18
Q8IUC0	[0, 158]	159
Q8N7C3	[4, 64]	61
Q8ND82	[608, 679]	72
Q8TAT2	[83, 114]	32
Q92935	[175, 213]	39
Q96PU8	[116, 134]	19
C9JPN9	[79, 131]	53
O43592	[648, 678]	31
O43916	[148, 180]	33
O95389	[37, 107]	71
P48740	[623, 647]	25
P51991	[61, 115]	55
P62979	[109, 155]	47
Q14331	[151, 188]	38
Q2MKA7	[32, 181]	150
Q5T0T0	[71, 138]	68
Q6ZUT3	[286, 323]	38
Q8N5A5	[317, 384]	68
Q8TAL6	[50, 75]	26
Q92478	[115, 148]	34
Q96A84	[28, 153]	126
Q96MA1	[0, 50]	51
Q9NY25	[149, 187]	39
Q9UBU9	[567, 596]	30
Q9UGI0	[0, 35]	36
Q9UP38	[115, 149]	35
Q9UP38	[172, 240]	69
Q9Y496	[6, 39]	34
P09228	[93, 139]	47
P11678	[127, 169]	43
P11678	[240, 303]	64
P11678	[677, 698]	22
Q01094	[255, 276]	22
Q06432	[59, 97]	39
Q16623	[131, 162]	32
Q32P28	[70, 106]	37
Q7L266	[51, 95]	45
Q7L266	[105, 121]	17
Q7L266	[134, 173]	40
Q8N6K0	[7, 52]	46
Q8NCR6	[72, 260]	189
Q8WTW4	[334, 371]	38
Q92637	[66, 93]	28
Q96MP5	[532, 553]	22
Q9BXW6	[153, 205]	53
Q9H7C9	[7, 33]	27
Q9NSI8	[161, 180]	20
Q9NYZ4	[211, 228]	18
Q9NYZ4	[299, 328]	30
Q9P0U3	[586, 631]	46
Q9ULZ9	[513, 528]	16
O76071	[317, 338]	22
P09110	[119, 202]	84
P20851	[164, 213]	50
P29120	[355, 386]	32
P61371	[50, 75]	26
P61371	[113, 139]	27
Q08493	[576, 593]	18
Q30KQ7	[22, 53]	32
Q5QP82	[537, 558]	22
Q7RTZ2	[81, 125]	45
Q7Z2W4	[64, 113]	50
Q8IYI0	[89, 125]	37
Q8WUR7	[56, 91]	36
Q96CJ1	[89, 118]	30
Q96DX7	[174, 202]	29
Q96S99	[140, 216]	77
Q9BVG3	[0, 74]	75
Q9NPF7	[41, 86]	46
Q9UJJ7	[119, 140]	22
D6RBM5	[79, 182]	104
G3V0H7	[405, 454]	50
O60443	[169, 185]	17
O75019	[371, 408]	38
O75636	[76, 103]	28
P12724	[65, 150]	86
P15086	[236, 278]	43
P41223	[96, 143]	48
P41586	[99, 125]	27
P48167	[389, 441]	53
P52757	[249, 268]	20
P55263	[128, 149]	22
P59901	[266, 315]	50
P59901	[376, 408]	33
P60321	[54, 115]	62
P80294	[0, 59]	60
Q03395	[215, 240]	26
Q5VTB9	[538, 565]	28
Q8N4A0	[451, 472]	22
Q8N4A0	[549, 577]	29
Q96A61	[3, 54]	52
Q96EP1	[467, 540]	74
Q9BSL1	[5, 61]	57
Q9UKS6	[398, 422]	25
P04141	[92, 118]	27
P13725	[184, 205]	22
P55060	[933, 949]	17
Q17RY0	[665, 681]	17
Q5VYY1	[37, 57]	21
Q86TG1	[29, 69]	41
Q8IUC1	[27, 162]	136
Q8N5C7	[179, 194]	16
Q8NA92	[34, 75]	42
Q8WV28	[339, 373]	35
Q8WXH4	[284, 313]	30
Q99853	[65, 120]	56
Q9H6T0	[545, 562]	18
Q9H6Y7	[201, 273]	73
Q9HCQ5	[524, 571]	48
Q9NS62	[340, 395]	56
Q9UKK9	[108, 136]	29
A6NMK8	[183, 202]	20
A6NMK8	[446, 477]	32
A6NNY8	[183, 312]	130
O14733	[271, 293]	23
P17936	[32, 128]	97
P17936	[209, 288]	80
P18564	[18, 81]	64
P19878	[394, 436]	43
P35869	[184, 212]	29
Q52LG2	[1, 168]	168
Q6PID8	[76, 100]	25
Q6ZQN7	[203, 219]	17
Q6ZQN7	[488, 504]	17
Q6ZQN7	[516, 571]	56
Q86XD8	[650, 721]	72
Q8N448	[15, 87]	73
Q8N448	[450, 490]	41
Q969R5	[81, 140]	60
Q96CB8	[150, 221]	72
Q96E93	[155, 194]	40
Q9H2H9	[252, 273]	22
Q9NQ90	[397, 425]	29
Q9NSY2	[142, 159]	18
A0A087WSY4	[28, 48]	21
A0A7I2V3R4	[48, 92]	45
A4D1T9	[127, 149]	23
A6NHN6	[198, 238]	41
C9J6K1	[61, 88]	28
O00634	[156, 201]	46
O43294	[371, 460]	90
O95561	[62, 106]	45
P07602	[19, 54]	36
P07602	[490, 523]	34
P12838	[53, 96]	44
P24593	[18, 115]	98
P24593	[204, 271]	68
Q02325	[31, 72]	42
Q07444	[214, 229]	16
Q1XH10	[547, 565]	19
Q86SQ7	[270, 297]	28
Q86X67	[166, 188]	23
Q8IYX3	[283, 308]	26
Q902F9	[268, 287]	20
Q92953	[61, 83]	23
Q9BRA0	[54, 124]	71
Q9H000	[322, 355]	34
Q9NVC6	[339, 365]	27
Q9Y397	[132, 178]	47
P07998	[51, 155]	105
P22557	[13, 91]	79
P31645	[202, 220]	19
Q00839	[598, 636]	39
Q06141	[149, 173]	25
Q14532	[99, 115]	17
Q5QGT7	[133, 174]	42
Q7Z569	[238, 317]	80
Q8NDH6	[97, 123]	27
Q8WWF3	[195, 211]	17
Q92556	[569, 596]	28
Q9BSW7	[221, 247]	27
Q9UIS9	[0, 73]	74
Q9UIS9	[310, 386]	77
Q9UKV5	[324, 399]	76
O76061	[49, 104]	56
O76061	[201, 219]	19
P05129	[82, 158]	77
P07320	[0, 43]	44
P0DTE8	[143, 173]	31
P19961	[130, 170]	41
Q07654	[25, 79]	55
Q14332	[113, 151]	39
Q15846	[95, 136]	42
Q15846	[289, 340]	52
Q5HYK7	[433, 470]	38
Q6ZW31	[259, 308]	50
Q7Z5A9	[22, 130]	109
Q8N3H0	[34, 123]	90
Q8WWY7	[27, 81]	55
Q92481	[376, 397]	22
Q96LJ8	[211, 273]	63
Q96ME1	[458, 475]	18
Q96NX9	[141, 165]	25
Q96PM9	[66, 98]	33
Q96RP9	[420, 437]	18
Q9H305	[131, 153]	23
Q9HAK2	[152, 178]	27
Q9NQC1	[245, 267]	23
Q9NQC1	[288, 369]	82
Q9NWF9	[500, 532]	33
Q9NWF9	[548, 577]	30
Q9NWF9	[596, 748]	153
A8MQ27	[272, 314]	43
A8MQ27	[494, 554]	61
O96014	[126, 225]	100
O96014	[239, 353]	115
P16284	[464, 485]	22
P56704	[125, 171]	47
P56704	[182, 232]	51
P56704	[271, 351]	81
Q6ZMJ2	[471, 494]	24
Q6ZVM7	[0, 27]	28
Q8IVT5	[48, 72]	25
Q8TBE0	[684, 731]	48
Q8TBE0	[761, 779]	19
Q8WW18	[112, 167]	56
Q8WYJ6	[204, 265]	62
Q99571	[109, 169]	61
Q9BXS4	[34, 128]	95
Q9H4H8	[112, 148]	37
Q9H974	[297, 332]	36
A0A0B4J2E0	[93, 109]	17
A0A191URJ7	[171, 203]	33
A6NCW0	[81, 126]	46
A6NH11	[198, 217]	20
B7ZBB8	[201, 230]	30
B7ZBB8	[243, 262]	20
B7ZBB8	[296, 357]	62
O00244	[0, 20]	21
O75380	[85, 106]	22
P07316	[0, 33]	34
P50479	[6, 31]	26
P50479	[56, 82]	27
P50479	[244, 284]	41
Q13342	[586, 601]	16
Q17RM4	[118, 151]	34
Q17RM4	[650, 682]	33
Q5TKA1	[410, 461]	52
Q68BL8	[484, 514]	31
Q8IWA5	[394, 428]	35
Q8N7E2	[111, 136]	26
Q8NBK3	[318, 356]	39
Q96F46	[31, 63]	33
Q96F46	[263, 312]	50
Q9H1J7	[127, 153]	27
Q9H1J7	[273, 355]	83
Q9H930	[298, 342]	45
Q9NV96	[77, 102]	26
Q9NV96	[153, 170]	18
Q9Y4J8	[239, 302]	64
A0A0G2JN68	[126, 197]	72
O43504	[0, 44]	45
O75610	[279, 340]	62
O76080	[5, 41]	37
O76080	[149, 194]	46
P0DUQ2	[452, 477]	26
P10253	[85, 146]	62
P13631	[82, 162]	81
Q14390	[105, 125]	21
Q7Z4H9	[106, 126]	21
Q9H165	[36, 79]	44
Q9H9L4	[16, 108]	93
Q9H9L4	[293, 363]	71
Q9HBV2	[101, 121]	21
H3BS89	[82, 109]	28
O75200	[198, 231]	34
P08912	[364, 395]	32
P42679	[436, 465]	30
P53672	[15, 44]	30
P63218	[17, 52]	36
Q1L6U9	[33, 111]	79
Q5TDP6	[354, 385]	32
Q6PEY0	[49, 64]	16
Q8NFT8	[69, 132]	64
Q92561	[158, 185]	28
Q92561	[303, 329]	27
Q96MM7	[252, 278]	27
Q96MM7	[344, 378]	35
Q9BVA0	[619, 636]	18
Q9GZP0	[298, 369]	72
Q9H633	[47, 106]	60
Q9NQL9	[21, 66]	46
Q9P253	[839, 860]	22
Q9P253	[929, 965]	37
Q9UJ68	[183, 216]	34
A1L020	[461, 519]	59
A6NCK2	[16, 64]	49
M0QZC1	[58, 105]	48
O00142	[43, 63]	21
O00167	[324, 364]	41
O14543	[96, 113]	18
O43715	[0, 22]	23
O75427	[600, 634]	35
P01037	[84, 140]	57
P06870	[204, 221]	18
P36954	[0, 56]	57
P36954	[74, 99]	26
Q12929	[116, 190]	75
Q53GG5	[286, 340]	55
Q5VVJ2	[612, 640]	29
Q7L4S7	[112, 187]	76
Q86UP0	[419, 436]	18
Q86YE8	[182, 198]	17
Q8NE35	[634, 650]	17
Q8TAV5	[61, 112]	52
Q8WWK9	[546, 561]	16
Q8WWK9	[585, 682]	98
Q96P31	[434, 464]	31
Q96P31	[532, 561]	30
Q99928	[407, 441]	35
Q9BQ24	[37, 95]	59
Q9GZX9	[15, 97]	83
Q9GZX9	[130, 222]	93
Q9H492	[7, 32]	26
Q9NX24	[118, 152]	35
Q9UDW3	[0, 21]	22
Q9UDW3	[55, 79]	25
Q9UHX3	[493, 519]	27
O95390	[145, 162]	18
O95390	[358, 388]	31
P47985	[52, 70]	19
Q13107	[288, 338]	51
Q13107	[764, 781]	18
Q14847	[0, 91]	92
Q16661	[53, 111]	59
Q5VTT2	[57, 99]	43
Q5VTT2	[113, 228]	116
Q8N428	[443, 552]	110
Q8N907	[138, 171]	34
Q8N9I9	[157, 196]	40
Q96KN9	[167, 188]	22
Q9NQS1	[152, 171]	20
Q9NRY7	[163, 181]	19
D6R9N7	[79, 131]	53
O95125	[252, 279]	28
O95793	[509, 543]	35
P19957	[71, 116]	46
P80297	[0, 59]	60
P80748	[89, 109]	21
Q12841	[224, 279]	56
Q13323	[45, 63]	19
Q14833	[382, 397]	16
Q14833	[513, 582]	70
Q6PCD5	[280, 341]	62
Q6PCD5	[429, 444]	16
Q6PCD5	[737, 754]	18
Q6UX41	[191, 222]	32
Q6ZV65	[67, 86]	20
Q7RTX1	[344, 371]	28
Q7RTX1	[494, 547]	54
Q86SG3	[354, 377]	24
Q8IUH2	[125, 164]	40
Q8IVL8	[168, 215]	48
Q96RU8	[232, 255]	24
Q99952	[218, 234]	17
Q9GZN8	[153, 173]	21
B7ZC32	[20, 43]	24
B7ZC32	[428, 450]	23
O00170	[113, 141]	29
O95925	[17, 86]	70
O95925	[102, 132]	31
P08247	[176, 195]	20
P40933	[122, 139]	18
P41743	[117, 197]	81
P41743	[509, 526]	18
P43026	[455, 475]	21
Q14197	[70, 102]	33
Q3LI77	[30, 159]	130
Q5R387	[68, 148]	81
Q6Q0C1	[138, 171]	34
Q7RTX0	[354, 375]	22
Q7RTX0	[487, 575]	89
Q86SX3	[131, 159]	29
Q86SX3	[192, 217]	26
Q8IWA6	[369, 385]	17
Q8WW22	[122, 216]	95
Q92485	[411, 436]	26
Q96FV9	[387, 463]	77
Q96GN5	[282, 424]	143
Q9HC16	[17, 36]	20
Q9UBL9	[118, 149]	32
Q9Y2B0	[98, 136]	39
O75022	[83, 142]	60
O75022	[272, 302]	31
O75022	[377, 400]	24
O95235	[409, 436]	28
P06401	[527, 565]	39
P06401	[595, 642]	48
P10588	[47, 125]	79
P10606	[82, 126]	45
P17252	[569, 596]	28
P51993	[78, 94]	17
Q13507	[266, 287]	22
Q2VPA4	[245, 357]	113
Q2VPA4	[443, 554]	112
Q6P9B6	[395, 414]	20
Q86Y34	[220, 247]	28
Q8IYF1	[531, 607]	77
Q92901	[265, 285]	21
Q96GC6	[229, 258]	30
Q96GC6	[285, 325]	41
Q99727	[30, 51]	22
Q99732	[87, 140]	54
Q9H3S1	[501, 545]	45
Q9NYG2	[116, 165]	50
Q9UBV4	[134, 165]	32
Q9UBV4	[275, 364]	90
Q9Y5F6	[739, 782]	44
A2RU30	[262, 301]	40
A3QJZ7	[453, 477]	25
A6NNE9	[162, 211]	50
O43281	[27, 60]	34
P01042	[323, 385]	63
P09326	[183, 221]	39
P30408	[70, 87]	18
P31995	[186, 204]	19
Q13103	[93, 149]	57
Q15113	[325, 344]	20
Q15113	[377, 398]	22
Q7Z5Y6	[366, 383]	18
Q8N423	[276, 312]	37
Q8N423	[368, 410]	43
Q969F1	[20, 151]	132
Q96GR4	[83, 136]	54
Q96JS3	[701, 729]	29
Q9H6S3	[110, 183]	74
P01857	[15, 121]	107
P20827	[84, 106]	23
Q04756	[313, 338]	26
Q04756	[524, 608]	85
Q504Y2	[295, 321]	27
Q5BKZ1	[371, 463]	93
Q6IE81	[247, 275]	29
Q6IE81	[300, 333]	34
Q6IE81	[346, 369]	24
Q75VX8	[208, 246]	39
Q8IU80	[747, 765]	19
Q8IZN7	[31, 63]	33
Q96FX2	[12, 81]	70
Q96M96	[549, 577]	29
Q96N76	[335, 354]	20
Q9H3D4	[215, 231]	17
Q9HBW9	[382, 408]	27
Q9NQ69	[63, 82]	20
Q9NZ94	[157, 176]	20
Q9Y6F9	[118, 136]	19
Q9Y6F9	[199, 245]	47
Q9Y6F9	[301, 359]	59
P01848	[37, 65]	29
P19022	[604, 622]	19
P19022	[690, 710]	21
P52823	[35, 73]	39
Q00604	[30, 132]	103
Q15329	[157, 177]	21
Q3MHD2	[0, 25]	26
Q494W8	[272, 339]	68
Q569K4	[146, 181]	36
Q569K4	[279, 303]	25
Q569K4	[345, 368]	24
Q6UXB4	[271, 292]	22
Q7Z6K5	[170, 207]	38
Q96FN5	[29, 55]	27
Q96FN5	[246, 266]	21
Q96FN5	[302, 317]	16
Q9BUT1	[169, 190]	22
Q9BY78	[369, 432]	64
Q9BZM2	[40, 153]	114
Q9UBQ7	[308, 323]	16
Q9UGT4	[305, 377]	73
Q9UGT4	[672, 691]	20
Q9UGT4	[743, 766]	24
Q9Y2E6	[399, 431]	33
A0A1W2PQC6	[110, 146]	37
A0A1W2PQC6	[176, 193]	18
B8ZZ34	[55, 112]	58
O43462	[336, 394]	59
P01706	[87, 118]	32
P11473	[6, 100]	95
P14314	[19, 131]	113
P14314	[421, 515]	95
P50876	[98, 213]	116
P55899	[260, 292]	33
Q02779	[37, 59]	23
Q6AI12	[289, 304]	16
Q6L8Q7	[588, 607]	20
Q86WS4	[335, 362]	28
Q86WS4	[554, 638]	85
Q8IWA0	[191, 215]	25
Q96CV9	[540, 576]	37
Q96GD3	[351, 386]	36
Q9BYR9	[0, 41]	42
Q9HB19	[191, 214]	24
Q9HCG7	[378, 398]	21
Q9UIL4	[257, 289]	33
Q9UNA1	[301, 337]	37
Q9UNA1	[736, 794]	59
A6NIE9	[237, 266]	30
O75718	[79, 135]	57
P07477	[125, 231]	107
P20933	[47, 84]	38
P36383	[43, 62]	20
P40763	[412, 427]	16
P60323	[49, 121]	73
Q06187	[148, 173]	26
Q14943	[86, 105]	20
Q14943	[221, 305]	85
Q6ZTI6	[114, 136]	23
Q6ZTI6	[177, 196]	20
Q7Z2E3	[53, 71]	19
Q8IY81	[276, 296]	21
Q8WTX9	[127, 169]	43
Q96CW1	[219, 250]	32
Q96K49	[120, 152]	33
Q9H089	[404, 425]	22
Q9HCE5	[270, 289]	20
Q9HD89	[50, 107]	58
Q9NYF3	[5, 70]	66
Q9UGM1	[392, 430]	39
Q9UGP4	[455, 496]	42
Q9UGP4	[595, 675]	81
O75821	[144, 189]	46
P31943	[270, 286]	17
P60002	[17, 82]	66
P62699	[0, 29]	30
Q86UP6	[496, 526]	31
Q8IUC8	[534, 555]	22
Q8N4T0	[261, 300]	40
Q8N556	[168, 224]	57
Q8N5S3	[134, 159]	26
Q8NBA8	[62, 86]	25
Q969V5	[290, 351]	62
Q96FC7	[352, 375]	24
Q96IU2	[66, 96]	31
Q96KN3	[72, 125]	54
Q99572	[116, 177]	62
Q99572	[465, 511]	47
Q9P0G3	[123, 240]	118
Q9P0T7	[17, 90]	74
A0A0G2JN01	[259, 322]	64
O75448	[356, 385]	30
O94760	[67, 92]	26
P00742	[407, 425]	19
P02675	[98, 118]	21
P02675	[211, 249]	39
P15172	[35, 56]	22
P15172	[87, 142]	56
P29376	[162, 192]	31
P29460	[156, 210]	55
P50150	[15, 64]	50
P50452	[299, 373]	75
Q32MQ0	[18, 63]	46
Q6UWN8	[24, 79]	56
Q8N114	[25, 74]	50
Q8NEP7	[119, 154]	36
Q8TAD2	[105, 120]	16
Q8TAD2	[137, 180]	44
Q96CW9	[48, 96]	49
Q96PE3	[543, 630]	88
Q9NZL9	[264, 314]	51
Q9UN66	[733, 775]	43
Q9UQ49	[237, 294]	58
O60513	[73, 95]	23
P08582	[24, 44]	21
P08582	[172, 198]	27
P08582	[520, 549]	30
P49023	[342, 401]	60
P49023	[526, 549]	24
P60608	[482, 511]	30
Q12959	[719, 764]	46
Q53R12	[113, 150]	38
Q6PJG9	[301, 340]	40
Q8IZJ6	[170, 214]	45
Q8N344	[196, 216]	21
Q8WXA3	[535, 605]	71
Q8WZ33	[96, 123]	28
Q92753	[6, 95]	90
Q9H175	[105, 123]	19
Q9H175	[186, 280]	95
Q9UI26	[884, 905]	22
Q9UIM3	[217, 242]	26
A6ND01	[150, 217]	68
O60488	[344, 365]	22
P02771	[103, 154]	52
P02771	[292, 332]	41
P02771	[488, 519]	32
P06127	[60, 136]	77
P36382	[44, 63]	20
P60008	[109, 124]	16
Q14592	[461, 502]	42
Q29980	[103, 119]	17
Q2KHM9	[37, 97]	61
Q2KHM9	[378, 399]	22
Q49A88	[313, 349]	37
Q6DKI7	[115, 148]	34
Q7Z5A8	[35, 131]	97
Q8IX18	[630, 656]	27
Q8TAL5	[1, 26]	26
Q8TAL5	[87, 119]	33
Q9BYJ4	[0, 68]	69
Q9BYJ4	[86, 103]	18
Q9H5F2	[0, 30]	31
Q9H5F2	[54, 69]	16
Q9HCK5	[264, 337]	74
Q9P1W9	[254, 289]	36
A0A1B0GX95	[99, 114]	16
A0A1W2PQF6	[108, 149]	42
H3BQJ8	[17, 57]	41
H3BQJ8	[68, 137]	70
O43396	[124, 153]	30
O94955	[139, 157]	19
P01880	[51, 97]	47
P01880	[238, 275]	38
P02689	[105, 131]	27
P12544	[193, 252]	60
P21757	[429, 450]	22
P51168	[389, 456]	68
P83731	[0, 49]	50
Q02747	[69, 114]	46
Q2MJR0	[292, 406]	115
Q6NSI4	[146, 169]	24
Q6PCT2	[35, 150]	116
Q6PJ69	[2, 65]	64
Q6PJ69	[92, 132]	41
Q6PJ69	[399, 425]	27
Q6UXB1	[22, 108]	87
Q86UG4	[485, 549]	65
Q86UG4	[640, 657]	18
Q99496	[45, 116]	72
Q9HD47	[0, 34]	35
Q9HD47	[72, 90]	19
Q9NZC2	[26, 55]	30
Q9P2A4	[305, 365]	61
Q9UKW4	[545, 572]	28
Q9UKW4	[646, 664]	19
Q9Y2I8	[452, 477]	26
Q9Y653	[117, 140]	24
P12757	[244, 319]	76
P28907	[264, 299]	36
P35609	[864, 889]	26
P43626	[175, 209]	35
P45974	[638, 658]	21
P51843	[93, 120]	28
P51843	[133, 155]	23
P51843	[182, 225]	44
P58417	[201, 218]	18
Q14435	[603, 625]	23
Q15181	[102, 124]	23
Q15828	[108, 125]	18
Q6ZUL3	[168, 200]	33
Q86T90	[403, 418]	16
Q8IYM0	[156, 172]	17
Q93083	[0, 59]	60
Q96LB8	[189, 219]	31
Q96PU4	[313, 401]	89
Q96PU4	[522, 560]	39
Q9BTC8	[369, 417]	49
Q9BXY0	[0, 60]	61
Q9H3T2	[361, 383]	23
Q9NZI6	[180, 219]	40
O15350	[178, 200]	23
O43657	[141, 196]	56
P04746	[132, 171]	40
P05060	[33, 56]	24
P12814	[870, 891]	22
P13987	[15, 49]	35
P34931	[600, 625]	26
P54760	[337, 383]	47
P58012	[110, 146]	37
Q2TB10	[347, 378]	32
Q2TB10	[604, 637]	34
Q5SRR4	[74, 149]	76
Q8IWT6	[53, 79]	27
Q8NG35	[29, 77]	49
Q8TAT6	[112, 151]	40
Q8TAT6	[382, 420]	39
Q8WW32	[92, 113]	22
Q9BXB5	[508, 530]	23
Q9H2H0	[139, 183]	45
Q9UFC0	[269, 321]	53
Q9UJT1	[16, 50]	35
Q9Y3S2	[30, 214]	185
O94972	[78, 107]	30
P17643	[250, 369]	120
P40199	[279, 316]	38
P41161	[320, 359]	40
P52429	[51, 110]	60
Q13467	[90, 156]	67
Q495X7	[0, 77]	78
Q53SZ7	[245, 271]	27
Q5JX69	[148, 170]	23
Q86Y78	[46, 136]	91
Q8N2M8	[44, 65]	22
Q8N4N3	[578, 594]	17
Q8NBV8	[128, 168]	41
Q8NCV1	[141, 201]	61
Q8NET5	[91, 108]	18
Q8NGI1	[180, 199]	20
Q8TCT0	[331, 365]	35
Q8TCT0	[393, 413]	21
Q8TCT0	[471, 513]	43
Q96GA3	[337, 366]	30
Q96IF1	[329, 373]	45
Q96IF1	[488, 537]	50
Q9BY76	[176, 198]	23
Q9BY76	[336, 369]	34
Q9H6R7	[221, 239]	19
A6NIR3	[462, 488]	27
P39905	[165, 190]	26
Q0P6D2	[313, 338]	26
Q6UX73	[164, 184]	21
Q8WU49	[10, 36]	27
Q9H6U6	[142, 158]	17
Q9H6U6	[445, 465]	21
Q9HDC5	[16, 34]	19
Q9NNX6	[340, 388]	49
Q9NPD3	[50, 97]	48
Q9UBR2	[76, 178]	103
Q9UN37	[347, 434]	88
A0A075B6K4	[80, 106]	27
A0A0G2JNF4	[168, 207]	40
A6NIX2	[381, 424]	44
O60220	[39, 75]	37
P00746	[170, 247]	78
Q13228	[71, 91]	21
Q13361	[69, 92]	24
Q13361	[121, 153]	33
Q5T197	[627, 692]	66
Q7RTV0	[0, 109]	110
Q8IYP9	[256, 290]	35
Q8NHV1	[159, 177]	19
Q92831	[91, 122]	32
Q96IQ9	[108, 202]	95
Q96M02	[160, 225]	66
Q96M02	[272, 428]	157
Q96M02	[474, 529]	56
Q9Y624	[140, 157]	18
A2A3N6	[505, 536]	32
A6NJB7	[142, 190]	49
B4DS77	[103, 122]	20
O75879	[309, 343]	35
P04637	[100, 116]	17
P04637	[173, 192]	20
P04637	[213, 250]	38
P04637	[269, 286]	18
P05019	[68, 118]	51
P05164	[264, 356]	93
P05164	[369, 409]	41
P27540	[233, 291]	59
Q05086	[37, 66]	30
Q16820	[267, 312]	46
Q3LI76	[4, 132]	129
Q5T6X5	[511, 588]	78
Q6PGQ1	[0, 23]	24
Q86UD1	[197, 272]	76
Q8TAP4	[4, 23]	20
Q9Y6F7	[24, 69]	46
A8MYJ7	[492, 519]	28
O43653	[0, 107]	108
P35443	[704, 723]	20
P84022	[111, 134]	24
Q00994	[94, 110]	17
Q14CW9	[78, 117]	40
Q32NC0	[88, 115]	28
Q5GFL6	[286, 324]	39
Q5GFL6	[712, 754]	43
Q5VVQ6	[317, 344]	28
Q6UXB3	[13, 124]	112
Q8N5R6	[167, 197]	31
Q8N5R6	[245, 262]	18
Q96N21	[331, 351]	21
Q9NZH4	[24, 46]	23
O60809	[452, 473]	22
O75077	[725, 779]	55
O76075	[11, 56]	46
O76075	[198, 246]	49
O76076	[193, 234]	42
O96008	[70, 91]	22
P10746	[239, 264]	26
P18621	[49, 78]	30
P78356	[317, 332]	16
Q3LI81	[27, 114]	88
Q5XLA6	[58, 87]	30
Q70CQ1	[317, 345]	29
Q70CQ1	[511, 530]	20
Q86YB8	[82, 145]	64
Q8N614	[89, 205]	117
Q8TB03	[62, 82]	21
Q8TB03	[213, 235]	23
Q8TBB0	[0, 24]	25
Q8TE23	[341, 371]	31
Q8TE23	[489, 552]	64
Q969S3	[245, 268]	24
Q96B86	[32, 118]	87
Q9HCX4	[197, 212]	16
Q9P2K5	[564, 582]	19
Q9Y5J9	[30, 74]	45
A0A1B0GTU1	[0, 30]	31
A0A1B0GTU1	[48, 100]	53
O15091	[340, 361]	22
P01189	[17, 58]	42
P04808	[153, 184]	32
P30203	[41, 97]	57
P30203	[248, 267]	20
P30203	[298, 316]	19
P30203	[346, 371]	26
Q5T5X7	[801, 822]	22
Q5VTM2	[506, 541]	36
Q6WN34	[240, 349]	110
Q7LFL8	[244, 308]	65
Q86TG7	[86, 101]	16
Q86U28	[131, 153]	23
Q8N144	[102, 131]	30
Q8N144	[177, 195]	19
Q8NG41	[85, 122]	38
Q9H3L0	[57, 124]	68
Q9HAT8	[321, 348]	28
Q9HAT8	[365, 419]	55
Q9NR83	[355, 386]	32
Q9NVS2	[100, 129]	30
Q9Y5G2	[726, 800]	75
A0A0B4J275	[94, 111]	18
P0C869	[163, 193]	31
Q01469	[35, 114]	80
Q14161	[13, 51]	39
Q14161	[695, 725]	31
Q15003	[215, 272]	58
Q15003	[400, 450]	51
Q5YKI7	[87, 102]	16
Q6FHJ7	[94, 145]	52
Q6FHJ7	[222, 254]	33
Q6GQQ9	[799, 842]	44
Q71UM5	[33, 78]	46
Q7Z5H5	[258, 292]	35
Q86SE9	[0, 71]	72
Q8WVD3	[152, 235]	84
Q8WWY8	[274, 294]	21
Q99567	[383, 408]	26
Q99567	[538, 567]	30
Q9BYX7	[0, 35]	36
Q9H9V4	[85, 103]	19
Q9NZ09	[376, 400]	25
Q9UPT9	[279, 344]	66
Q9UPT9	[356, 405]	50
B9A064	[181, 197]	17
O15492	[122, 178]	57
O75084	[119, 159]	41
O95989	[3, 81]	79
