Accession_number	Region	Domain
P08603	[1190, 1230]	Complement Module, domain 1
P36507	[381, 398]	Transferase(Phosphotransferase) domain 1
P41180	[540, 604]	GPCR, family 3, nine cysteines domain
P49023	[347, 401]	Cysteine Rich Protein
P49023	[531, 549]	Cysteine Rich Protein
P57075	[423, 471]	Phosphoglycerate mutase-like
P60608	[482, 511]	-
Q12959	[719, 764]	SH3 Domains
Q13049	[102, 147]	Classic Zinc Finger
Q13610	[132, 155]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q6PJG9	[301, 340]	Immunoglobulins
Q6R2W3	[511, 537]	Ribonuclease H-like superfamily/Ribonuclease H
Q6ZV70	[1, 22]	-
Q8IZJ6	[170, 212]	NAD(P)-binding Rossmann-like Domain
Q8WXA3	[535, 605]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q92753	[12, 95]	Erythroid Transcription Factor GATA-1, subunit A
Q96N96	[128, 160]	SH3 Domains
Q99741	[153, 169]	P-loop containing nucleotide triphosphate hydrolases
Q99741	[404, 427]	-
Q9UI26	[884, 905]	Leucine-rich Repeat Variant
Q9UIM3	[217, 242]	Tetratricopeptide repeat domain
Q9ULB1	[673, 713]	Laminin
Q9ULB1	[1082, 1114]	Laminin
O00587	[302, 320]	-
O60488	[344, 365]	N-terminal domain of ligase-like
O95425	[1879, 1898]	Severin
O95425	[1934, 1974]	Severin
P02771	[103, 130]	-
P02771	[292, 320]	-
P02771	[488, 515]	-
P06127	[60, 134]	SRCR-like domain
P06127	[269, 369]	SRCR-like domain
P08581	[86, 105]	YVTN repeat-like/Quinoprotein amine dehydrogenase
P08581	[153, 177]	YVTN repeat-like/Quinoprotein amine dehydrogenase
P08922	[1317, 1341]	TolB, C-terminal domain
P36382	[44, 63]	Gap junction channel protein cysteine-rich domain
P60008	[113, 124]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q14592	[472, 502]	Classic Zinc Finger
Q29980	[103, 119]	MHC class I-like antigen recognition-like
Q6ZN17	[120, 168]	Zinc finger, CCHC-type
Q8N1E2	[22, 47]	-
Q8N1E2	[148, 193]	-
Q99466	[1630, 1680]	Ankyrin repeat-containing domain
Q9BYJ4	[1, 68]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYJ4	[92, 103]	Classic Zinc Finger
Q9HCK5	[264, 337]	paz domain
Q9P1W9	[254, 289]	Transferase(Phosphotransferase) domain 1
Q9UBG0	[320, 368]	Mannose-Binding Protein A, subunit A
Q9UBG0	[472, 509]	Mannose-Binding Protein A, subunit A
Q9UBG0	[953, 998]	Mannose-Binding Protein A, subunit A
Q9UBG0	[1063, 1111]	Mannose-Binding Protein A, subunit A
Q9UBG0	[1211, 1244]	Mannose-Binding Protein A, subunit A
A0A1B0GX95	[99, 114]	Immunoglobulins
A0A1W2PQF6	[108, 149]	Immunoglobulins
H3BQJ8	[27, 57]	CD59
H3BQJ8	[68, 112]	CD59
O43396	[124, 153]	PITH domain
O94955	[139, 157]	P-loop containing nucleotide triphosphate hydrolases
P01880	[51, 97]	Immunoglobulins
P01880	[238, 261]	Immunoglobulins
P01880	[347, 375]	Immunoglobulins
P02689	[105, 131]	-
P08519	[18, 111]	Plasminogen Kringle 4
P08519	[145, 225]	Plasminogen Kringle 4
P08519	[260, 339]	Plasminogen Kringle 4
P08519	[374, 453]	Plasminogen Kringle 4
P08519	[488, 567]	Plasminogen Kringle 4
P08519	[602, 681]	Plasminogen Kringle 4
P08519	[716, 795]	Plasminogen Kringle 4
P08519	[834, 910]	Plasminogen Kringle 4
P08519	[936, 1027]	Plasminogen Kringle 4
P08519	[1057, 1138]	Plasminogen Kringle 4
P08519	[1171, 1251]	Plasminogen Kringle 4
P08519	[1267, 1358]	Plasminogen Kringle 4
P08519	[1395, 1469]	Plasminogen Kringle 4
P08519	[1510, 1585]	Plasminogen Kringle 4
P08519	[1614, 1698]	Plasminogen Kringle 4
P08519	[1741, 1799]	Plasminogen Kringle 4
P12544	[193, 252]	Trypsin-like serine proteases
P21757	[429, 450]	SRCR-like domain
P83105	[39, 107]	-
P83731	[1, 49]	Ribosomal protein L24e
Q02747	[69, 114]	Guanylin
Q16827	[764, 787]	Immunoglobulins
Q2MJR0	[20, 39]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q6PCT2	[73, 149]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6PCT2	[640, 678]	Ribonuclease Inhibitor
Q6PJ69	[2, 65]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6PJ69	[92, 132]	Classic Zinc Finger
Q6PJ69	[347, 369]	-
Q6PJ69	[399, 425]	-
Q86UG4	[90, 104]	MFS general substrate transporter like domains
Q8NES3	[356, 378]	-
Q96EQ0	[79, 109]	Tetratricopeptide repeat domain
Q96F86	[74, 82]	-
Q96IC2	[223, 235]	Ribonuclease H-like superfamily/Ribonuclease H
Q96QZ7	[14, 35]	-
Q99496	[45, 114]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HD47	[4, 34]	Mog1/PsbP, alpha/beta/alpha sandwich
Q9HD47	[72, 90]	Mog1/PsbP, alpha/beta/alpha sandwich
Q9NQW1	[736, 773]	-
Q9NQW1	[1136, 1163]	Functional domain of the splicing factor Prp18
Q9NS56	[98, 163]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NSE4	[365, 380]	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
Q9NSE4	[404, 430]	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain
Q9NSE4	[975, 1011]	-
Q9NUA8	[729, 782]	Classic Zinc Finger
Q9NZC2	[26, 55]	Immunoglobulins
Q9P2A4	[305, 365]	SH3 Domains
Q9UKW4	[545, 572]	-
Q9UKW4	[646, 659]	SH3 Domains
Q9Y2I8	[452, 477]	YVTN repeat-like/Quinoprotein amine dehydrogenase
A6NI03	[4, 77]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75146	[918, 948]	I/LWEQ domain
O75592	[699, 720]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
O75592	[963, 988]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
O75592	[1860, 1891]	PHR domain
P12757	[259, 319]	SAND domain-like
P28907	[264, 296]	NAD(P)-binding Rossmann-like Domain
P35609	[864, 889]	EF-hand
P43626	[175, 209]	Immunoglobulins
P45974	[1, 16]	Zinc/RING finger domain, C3HC4 (zinc finger)
P53671	[9, 20]	Cysteine Rich Protein
P59510	[469, 558]	-
Q14435	[138, 182]	Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A
Q14435	[603, 625]	-
Q15181	[102, 124]	Inorganic pyrophosphatase
Q15181	[233, 288]	Inorganic pyrophosphatase
Q15828	[108, 125]	-
Q6V1P9	[294, 323]	Cadherins
Q6V1P9	[1859, 1892]	Cadherins
Q6WRI0	[26, 43]	Ribonuclease Inhibitor
Q6WRI0	[1646, 1667]	Immunoglobulins
Q6WRI0	[2593, 2610]	Immunoglobulins
Q70EL4	[227, 268]	Cysteine proteinases
Q70EL4	[527, 551]	Cysteine proteinases
Q8WYB5	[210, 320]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q93083	[1, 59]	Metallothionein Isoform II
Q96CN5	[3, 18]	Ribonuclease Inhibitor
Q96LB8	[189, 211]	Peptidoglycan recognition protein-like
Q96PJ5	[195, 217]	Immunoglobulins
Q96PU4	[313, 396]	-
Q96PU4	[432, 452]	SRA-YDG
Q96PU4	[522, 560]	SRA-YDG
Q96PU4	[729, 777]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BU70	[29, 72]	YaeB-like
Q9BXY0	[2, 60]	-
Q9H0E2	[223, 233]	DNA helicase RuvA subunit, C-terminal domain
Q9H3T2	[361, 383]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H3T2	[519, 546]	ligand-binding face of the semaphorins, domain 2
Q9NS84	[201, 236]	P-loop containing nucleotide triphosphate hydrolases
O14647	[403, 447]	-
O14734	[124, 152]	Acyl-CoA thioesterase, double hotdog domain
O15350	[178, 200]	-
O43657	[141, 196]	Tetraspanin
P01023	[277, 292]	-
P01023	[627, 636]	-
P01023	[872, 891]	Immunoglobulins
P01023	[951, 967]	-
P04746	[132, 171]	Glycosidases
P08151	[239, 266]	Classic Zinc Finger
P12814	[870, 891]	EF-hand
P13987	[25, 49]	CD59
P34931	[600, 615]	-
P54760	[257, 323]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P54760	[337, 383]	Immunoglobulins
P57059	[280, 298]	Transferase(Phosphotransferase) domain 1
P58012	[110, 146]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q12913	[795, 815]	Immunoglobulins
Q13217	[283, 331]	Tetratricopeptide repeat domain
Q2TB10	[225, 260]	Classic Zinc Finger
Q2TB10	[283, 315]	Classic Zinc Finger
Q2TB10	[617, 637]	Classic Zinc Finger
Q6PIF6	[1761, 1793]	MyTH4 domain
Q8TAT6	[382, 420]	Cytidine Deaminase, domain 2
Q8TAT6	[578, 607]	Zn-finger domain of Sec23/24
Q8WW32	[92, 113]	High mobility group box domain
Q99959	[480, 498]	Leucine-rich Repeat Variant
Q9BXB5	[508, 530]	-
Q9UFC0	[277, 321]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9UJT1	[16, 50]	Tubulin/FtsZ, GTPase domain
O43491	[215, 240]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
O94972	[8, 59]	Zinc/RING finger domain, C3HC4 (zinc finger)
O94972	[93, 107]	Classic Zinc Finger
P17643	[250, 369]	Di-copper center containing domain from catechol oxidase
P40199	[279, 316]	Immunoglobulins
P41161	[337, 359]	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P52429	[132, 177]	-
Q12904	[277, 311]	Nucleic acid-binding proteins
Q13467	[90, 154]	Frizzled cysteine-rich domain
Q13467	[189, 220]	Rhodopsin 7-helix transmembrane proteins
Q13936	[294, 342]	-
Q13936	[1472, 1494]	-
Q15760	[333, 361]	Rhodopsin 7-helix transmembrane proteins
Q495X7	[3, 77]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86Y78	[46, 131]	CD59
Q8N4N3	[578, 594]	Kelch-type beta propeller
Q8NBV8	[128, 168]	C2 domain
Q8NCV1	[141, 185]	-
Q8NGI1	[180, 199]	Rhodopsin 7-helix transmembrane proteins
Q8TCT0	[331, 365]	-
Q8TCT0	[393, 413]	-
Q8TCT0	[471, 513]	-
Q96IF1	[329, 373]	Cysteine Rich Protein
Q96IF1	[457, 470]	Cysteine Rich Protein
Q96IF1	[488, 532]	Cysteine Rich Protein
Q96PX8	[20, 45]	Ribonuclease Inhibitor
Q96PX8	[341, 367]	Ribonuclease Inhibitor
Q9BY76	[177, 198]	Gamma Fibrinogen, chain A, domain 1
Q9BY76	[336, 369]	Gamma-fibrinogen Carboxyl Terminal Fragment, domain 2
Q9H4Z2	[462, 546]	Classic Zinc Finger
Q9H4Z2	[561, 587]	Classic Zinc Finger
Q9H4Z2	[647, 712]	Classic Zinc Finger
Q9NSD4	[122, 152]	Classic Zinc Finger
A6NIR3	[462, 488]	Arf GTPase activating protein
O15067	[484, 531]	PurM-like C-terminal domain
O15067	[599, 610]	PurM-like C-terminal domain
O15067	[1024, 1058]	-
O15067	[1268, 1304]	-
P02549	[955, 971]	-
P02549	[2384, 2403]	EF-hand
P04118	[21, 111]	Lipase, subunit A
P08514	[155, 177]	Integrin alpha, N-terminal
P08514	[854, 882]	ntegrin, alpha v. Chain A, domain 4
P08514	[899, 925]	ntegrin, alpha v. Chain A, domain 4
P37023	[22, 100]	CD59
P39905	[165, 190]	Cystine-knot cytokines
P78509	[678, 702]	Galactose-binding domain-like
P78509	[1026, 1063]	Galactose-binding domain-like
P78509	[2129, 2163]	Galactose-binding domain-like
P78509	[2486, 2502]	Galactose-binding domain-like
Q14126	[584, 608]	Cadherins
Q14126	[767, 846]	TCF3-CBD (Catenin binding domain)
Q6N022	[1329, 1345]	TolB, C-terminal domain
Q6N022	[1498, 1538]	TolB, C-terminal domain
Q9H6U6	[445, 465]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9HDC5	[16, 34]	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q9HDC5	[320, 343]	Histone H3 K4-specific methyltransferase SET7/9 N-terminal domain
Q9NNX6	[340, 387]	Mannose-Binding Protein A, subunit A
Q9NP64	[128, 160]	Zinc finger, CCHC-type
Q9NPD3	[50, 97]	GHMP Kinase, N-terminal domain
Q9UBR2	[76, 178]	Cysteine proteinases
Q9UN37	[347, 426]	P-loop containing nucleotide triphosphate hydrolases
Q9Y312	[192, 213]	Aar2, C-terminal domain-like
A0A075B6K4	[80, 106]	Immunoglobulins
A0A0G2JNF4	[168, 207]	Immunoglobulins
A2RRP1	[428, 444]	YVTN repeat-like/Quinoprotein amine dehydrogenase
A6NIX2	[381, 419]	Cysteine Rich Protein
O15090	[272, 320]	Classic Zinc Finger
O15090	[335, 398]	Classic Zinc Finger
O60220	[39, 75]	Mitochondrial import inner membrane translocase subunit tim13 like domains
O75096	[679, 730]	TolB, C-terminal domain
O75096	[1000, 1032]	TolB, C-terminal domain
O75096	[1302, 1339]	TolB, C-terminal domain
O75096	[1609, 1650]	TolB, C-terminal domain
P00746	[170, 247]	Trypsin-like serine proteases
P27037	[20, 50]	CD59
P27037	[75, 118]	CD59
P51530	[226, 260]	-
P51530	[381, 403]	-
Q14BN4	[6, 22]	-
Q2M2H8	[51, 72]	Spasmolytic Protein, domain 1
Q2M2H8	[914, 947]	Spasmolytic Protein, domain 1
Q2M2H8	[1372, 1434]	Glycosidases
Q8N135	[25, 51]	Ribonuclease Inhibitor
Q8NHV1	[159, 177]	P-loop containing nucleotide triphosphate hydrolases
Q96IQ9	[108, 198]	Classic Zinc Finger
Q96K58	[516, 564]	Classic Zinc Finger
Q9UDT6	[125, 143]	CAP Gly-rich-like domain
Q9Y624	[140, 157]	Immunoglobulins
A2A3N6	[505, 536]	von Willebrand factor, type A domain
A6NJW4	[49, 89]	Ribonuclease Inhibitor
O15041	[521, 590]	ligand-binding face of the semaphorins, domain 2
O95696	[199, 267]	Zinc/RING finger domain, C3HC4 (zinc finger)
P04637	[100, 116]	-
P04637	[173, 192]	-
P04637	[213, 250]	-
P04637	[269, 286]	-
P05019	[68, 118]	Insulin-like
P05164	[157, 182]	Haem peroxidase domain superfamily, animal type
P05164	[264, 356]	Haem peroxidase domain superfamily, animal type
P05164	[369, 409]	Haem peroxidase domain superfamily, animal type
P05164	[710, 742]	Haem peroxidase domain superfamily, animal type
P12277	[122, 147]	Glutamine synthetase/guanido kinase, catalytic domain
P27540	[233, 291]	PAS domain
P40238	[177, 208]	Immunoglobulins
P40238	[231, 247]	Immunoglobulins
P40238	[327, 352]	Immunoglobulins
Q05086	[37, 66]	Ubiquitin-protein ligase E3A, N-terminal zinc-binding domain (AZUL)
Q14643	[1, 62]	-
Q14643	[320, 346]	-
Q14643	[2527, 2542]	-
Q16820	[267, 312]	-
Q16820	[603, 646]	Laminin
Q17RW2	[225, 249]	-
Q5T6X5	[518, 588]	GPCR, family 3, nine cysteines domain
Q6UX07	[280, 296]	NAD(P)-binding Rossmann-like Domain
Q8NG06	[7, 87]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TAP4	[13, 23]	Cysteine Rich Protein
Q96MU8	[30, 40]	Plasminogen Kringle 4
Q9Y6F7	[24, 63]	-
A8MYJ7	[393, 424]	Tetratricopeptide repeat domain
A8MYJ7	[492, 519]	Tetratricopeptide repeat domain
O00311	[346, 387]	Transferase(Phosphotransferase) domain 1
O00311	[459, 474]	Transferase(Phosphotransferase) domain 1
O00311	[513, 558]	Transferase(Phosphotransferase) domain 1
O43653	[11, 86]	CD59
P35443	[704, 723]	TSP type-3 repeat
P54098	[538, 561]	-
P84022	[111, 134]	SMAD MH1 domain
Q14CW9	[85, 111]	Classic Zinc Finger
Q14CW9	[194, 249]	-
Q3ZCN5	[1805, 1821]	Laminin
Q5GFL6	[222, 241]	von Willebrand factor, type A domain
Q5GFL6	[297, 324]	Laminin
Q5GFL6	[715, 750]	Laminin
Q63HN8	[3991, 4014]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6RI45	[1297, 1324]	Bromodomain-like
Q6UXB3	[22, 102]	CD59
Q8N5R6	[245, 262]	C2 domain
Q9H6S0	[84, 114]	R3H-like domain
Q9UGM3	[176, 208]	SRCR-like domain
Q9UGM3	[269, 338]	SRCR-like domain
Q9UGM3	[394, 426]	SRCR-like domain
Q9UGM3	[437, 469]	SRCR-like domain
Q9UGM3	[633, 708]	SRCR-like domain
Q9UGM3	[779, 839]	SRCR-like domain
Q9UGM3	[894, 968]	SRCR-like domain
Q9UGM3	[1039, 1097]	SRCR-like domain
Q9UGM3	[1159, 1185]	SRCR-like domain
Q9UGM3	[1203, 1227]	SRCR-like domain
Q9UGM3	[1286, 1356]	SRCR-like domain
Q9UGM3	[1415, 1484]	SRCR-like domain
Q9UGM3	[1550, 1572]	SRCR-like domain
Q9UGM3	[1594, 1616]	SRCR-like domain
Q9UGM3	[1971, 1992]	SRCR-like domain
Q9UGM3	[2005, 2023]	Spermadhesin, CUB domain
Q9UGM3	[2366, 2390]	Zona pellucida, ZP-C domain
Q9UPP2	[632, 648]	-
Q9Y4D2	[316, 336]	alpha/beta hydrolase
O43908	[104, 120]	Mannose-Binding Protein A, subunit A
O75077	[732, 771]	Laminin
O76075	[11, 56]	-
O76076	[193, 234]	Thrombospondin type-1 (TSP1) repeat
O96008	[70, 91]	Porin
P10746	[239, 252]	-
P16144	[27, 79]	ligand-binding face of the semaphorins, domain 2
P18621	[49, 78]	Ribosomal protein L22/L17
Q05BQ5	[47, 88]	-
Q5XLA6	[58, 87]	Death Domain, Fas
Q6ZST2	[56, 109]	Zinc finger, CCHC-type
Q70CQ1	[1, 21]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q70CQ1	[317, 345]	Cysteine proteinases
Q70CQ1	[511, 530]	Cysteine proteinases
Q76NI1	[168, 203]	Transferase(Phosphotransferase) domain 1
Q8TBB0	[9, 24]	THAP domain
Q8TE23	[341, 371]	-
Q8TE23	[489, 552]	GPCR, family 3, nine cysteines domain
Q9HCX4	[197, 212]	Ankyrin repeat-containing domain
Q9P2K5	[564, 582]	-
Q9Y5J9	[30, 74]	Mitochondrial import inner membrane translocase subunit tim13 like domains
A0A1B0GTU1	[3, 30]	Zinc finger, CCCH-type
O15091	[340, 361]	Tetratricopeptide repeat domain
O75976	[1128, 1158]	Zn peptidases
P04808	[153, 184]	Insulin-like
P0CG21	[13, 31]	TolB, C-terminal domain
P0CG21	[41, 92]	TolB, C-terminal domain
P30203	[41, 97]	SRCR-like domain
P30203	[120, 161]	SRCR-like domain
P30203	[248, 263]	SRCR-like domain
P30203	[298, 316]	SRCR-like domain
P30203	[346, 369]	SRCR-like domain
P36406	[125, 220]	Classic Zinc Finger
Q14031	[1611, 1632]	Collagen IV, non-collagenous
Q14031	[1668, 1690]	Collagen IV, non-collagenous
Q5VTM2	[506, 541]	Arf GTPase activating protein
Q5VTM2	[654, 676]	Ankyrin repeat-containing domain
Q66K79	[37, 55]	Frizzled cysteine-rich domain
Q7Z2Z2	[945, 970]	-
Q86U28	[131, 153]	HesB-like domain
Q8IYX4	[126, 138]	-
Q8N144	[102, 131]	Gap junction channel protein cysteine-rich domain
Q8N144	[177, 195]	Gap junction channel protein cysteine-rich domain
Q8N2Y8	[1445, 1463]	SH3 Domains
Q8N2Y8	[1480, 1498]	SH3 Domains
Q9HCJ2	[45, 62]	Ribonuclease Inhibitor
Q9NR48	[2084, 2139]	SET domain
Q9NR48	[2269, 2293]	SET domain
Q9NR48	[2576, 2641]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NR48	[2808, 2830]	-
Q9NVS2	[68, 79]	Ribosomal protein S18
Q9NVS2	[100, 129]	Ribosomal protein S18
Q9NYV4	[713, 723]	Phosphorylase Kinase; domain 1
Q9NYV4	[1023, 1047]	Transferase(Phosphotransferase) domain 1
Q9P273	[1437, 1475]	TolB, C-terminal domain
A0A0B4J275	[94, 111]	Immunoglobulins
O14827	[63, 87]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P0CG39	[671, 728]	-
Q01469	[35, 114]	-
Q14161	[13, 51]	Arf GTPase activating protein
Q14161	[695, 725]	Nucleotidyltransferases domain 2
Q5YKI7	[87, 102]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q6FHJ7	[94, 145]	Frizzled cysteine-rich domain
Q6FHJ7	[174, 183]	-
Q6FHJ7	[222, 254]	-
Q6GQQ9	[799, 837]	-
Q6UX04	[153, 178]	Cyclophilin-like
Q71UM5	[33, 78]	Zn-binding ribosomal proteins
Q7Z5H5	[258, 292]	Rhodopsin 7-helix transmembrane proteins
Q86SE9	[1, 71]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86SE9	[131, 152]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q86V86	[285, 300]	Transferase(Phosphotransferase) domain 1
Q8NAP3	[341, 392]	Classic Zinc Finger
Q8NAP3	[1002, 1036]	Classic Zinc Finger
Q8NAP3	[1108, 1154]	Classic Zinc Finger
Q8WVD3	[4, 112]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8WWY8	[274, 294]	alpha/beta hydrolase
Q96AP7	[115, 153]	Immunoglobulins
Q96AP7	[231, 245]	Immunoglobulins
Q9BY12	[786, 816]	Classic Zinc Finger
Q9BYX7	[8, 35]	-
Q9H9V4	[85, 103]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NZ09	[386, 400]	UBAP1 SOUBA domain
Q9UJQ4	[370, 400]	Classic Zinc Finger
Q9UJQ4	[589, 655]	Classic Zinc Finger
Q9UJQ4	[868, 892]	Classic Zinc Finger
Q9UPT9	[279, 344]	Cysteine proteinases
Q9UPT9	[356, 405]	Cysteine proteinases
Q9Y2L1	[14, 35]	5'-nuclease
Q9Y577	[1, 83]	Zinc/RING finger domain, C3HC4 (zinc finger)
B9A064	[181, 197]	Immunoglobulins
O14793	[37, 47]	-
O14793	[269, 282]	Cystine-knot cytokines
O15492	[122, 161]	Regulator of G-protein Signalling 4, domain 2
O60284	[866, 901]	-
O75084	[119, 159]	Frizzled cysteine-rich domain
O95989	[3, 81]	Nucleoside Triphosphate Pyrophosphohydrolase
P0CG22	[251, 269]	NAD(P)-binding Rossmann-like Domain
P17097	[660, 684]	Classic Zinc Finger
P51575	[106, 164]	atp-gated p2x4 ion channel
P55774	[20, 43]	-
P62987	[85, 115]	-
Q16513	[327, 352]	C2 domain
Q4G0P3	[346, 366]	Immunoglobulins
Q8IUH8	[118, 138]	-
Q8NEM0	[732, 743]	BRCT domain
Q8NFY4	[348, 378]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8NFY4	[516, 578]	ligand-binding face of the semaphorins, domain 2
Q8NG11	[159, 202]	Tetraspanin
Q8NHP8	[488, 508]	-
Q8NHY3	[84, 115]	Calponin-like domain
Q8NHY3	[263, 281]	Gas2-like domain
Q8WUA8	[312, 322]	Ribonuclease Inhibitor
Q96BH3	[119, 173]	Fibronectin, type II, collagen-binding
Q96BH3	[195, 211]	Fibronectin, type II, collagen-binding
Q96G42	[524, 543]	Kelch-type beta propeller
Q9BZ76	[546, 582]	Laminin
Q9BZ76	[669, 752]	-
Q9BZ76	[959, 999]	Laminin
Q9BZ76	[1166, 1184]	-
Q9H992	[538, 614]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HBX9	[21, 63]	Low-density Lipoprotein Receptor
Q9NQV8	[622, 684]	Classic Zinc Finger
Q9NV58	[128, 148]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NV58	[222, 270]	-
Q9NV58	[289, 307]	-
O15409	[351, 374]	-
P32456	[386, 419]	Guanylate-binding protein, C-terminal domain
P41221	[320, 376]	-
Q01668	[303, 343]	-
Q11201	[132, 159]	Glycosyl transferase family 29
Q6UXX9	[33, 147]	Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2
Q8IWL3	[29, 82]	DnaJ domain
Q8N3J5	[88, 106]	PPM-type phosphatase domain
Q96JM7	[527, 543]	-
Q96MF2	[92, 144]	-
Q99715	[2707, 2732]	-
Q9BZB8	[510, 551]	Cytoplasmic polyadenylation element-binding protein, ZZ domain
Q9HCB6	[754, 806]	Thrombospondin type-1 (TSP1) repeat
Q9UH73	[156, 179]	Transcription factor COE1, DNA-binding domain
Q9UHX1	[466, 488]	-
A6PVI3	[6, 30]	-
O60663	[56, 110]	Cysteine Rich Protein
O95803	[814, 831]	P-loop containing nucleotide triphosphate hydrolases
P21810	[61, 89]	Ribonuclease Inhibitor
P23276	[89, 116]	Collagenase (Catalytic Domain)
P23276	[700, 731]	Collagenase (Catalytic Domain)
Q02388	[1225, 1245]	von Willebrand factor, type A domain
Q02388	[2873, 2932]	Pancreatic trypsin inhibitor Kunitz domain
Q06455	[502, 555]	-
Q13360	[147, 219]	Classic Zinc Finger
Q6ZS30	[696, 721]	-
Q8N884	[387, 406]	-
Q8WYK1	[561, 576]	-
Q8WYK1	[661, 686]	-
Q8WYK1	[703, 747]	-
Q8WYK1	[911, 956]	-
Q99501	[262, 278]	Gas2-like domain
Q9BXK5	[86, 107]	Blc2-like
Q9HBZ2	[205, 268]	PAS domain
Q9NUJ7	[19, 28]	Phosphatidylinositol (PI) phosphodiesterase
Q9P0U4	[23, 50]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UIX4	[204, 219]	Voltage-gated potassium channels. Chain C
A0A376A8Z9	[136, 173]	Immunoglobulins
O75037	[1289, 1310]	YVTN repeat-like/Quinoprotein amine dehydrogenase
P03986	[85, 110]	Immunoglobulins
P04732	[1, 59]	Metallothionein Isoform II
P07858	[133, 224]	Cysteine proteinases
P09172	[201, 220]	Copper type II, ascorbate-dependent monooxygenase, N-terminal domain
P09758	[79, 144]	Thyroglobulin type-1
P10523	[144, 165]	-
P15498	[189, 204]	Dbl homology (DH) domain
P15498	[536, 575]	-
P29322	[264, 328]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P29322	[348, 382]	Immunoglobulins
Q01415	[382, 415]	-
Q13489	[70, 104]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q13489	[576, 602]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q5T4F7	[42, 72]	Frizzled cysteine-rich domain
Q5T4F7	[176, 192]	-
Q5W0B1	[2, 86]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q76LX8	[744, 805]	Thrombospondin type-1 (TSP1) repeat
Q7Z6G8	[1080, 1096]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q86YJ6	[391, 437]	-
Q8N5K1	[87, 134]	CDGSH iron-sulfur domain, mitoNEET-type
Q96T23	[890, 940]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H0S4	[23, 39]	P-loop containing nucleotide triphosphate hydrolases
Q9H0X6	[142, 193]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9H9B1	[789, 805]	Ankyrin repeat-containing domain
Q9H9B1	[1005, 1109]	SET domain
Q9H9B1	[1250, 1275]	SET domain
Q9UKT4	[363, 419]	-
Q9Y2D9	[242, 295]	Classic Zinc Finger
Q9Y2J2	[105, 126]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9Y493	[28, 61]	-
A5D8T8	[232, 295]	Laminin
P04150	[415, 496]	Erythroid Transcription Factor GATA-1, subunit A
P0C0L5	[697, 766]	Anaphylotoxins (complement system)
