accession	start	end	domain
Q9NZR2	3013	3317	TolB, C-terminal domain
Q9NZR2	3886	4213	TolB, C-terminal domain
Q9NZR2	4287	4325	Laminin
Q9NZR2	204	465	TolB, C-terminal domain
Q9NZR2	1091	1128	Low-density Lipoprotein Receptor
Q9NZR2	1050	1090	Low-density Lipoprotein Receptor
Q9NZR2	3552	3589	Low-density Lipoprotein Receptor
Q9NZR2	2551	2593	Low-density Lipoprotein Receptor
Q9NZR2	2640	2684	Low-density Lipoprotein Receptor
Q9NZR2	2802	2848	Low-density Lipoprotein Receptor
Q9NZR2	3355	3399	Low-density Lipoprotein Receptor
Q9NZR2	3400	3439	Low-density Lipoprotein Receptor
Q9NZR2	3440	3478	Low-density Lipoprotein Receptor
Q9NZR2	1216	1260	Laminin
Q9NZR2	483	515	Laminin
Q9NZR2	2174	2511	TolB, C-terminal domain
Q9NZR2	3801	3847	Laminin
Q9NZR2	3848	3883	Laminin
Q9NZR2	4214	4251	Laminin
Q9NZR2	160	196	Laminin
Q9NZR2	2973	3010	Laminin
Q9NZR2	842	882	Low-density Lipoprotein Receptor
Q9NZR2	883	924	Low-density Lipoprotein Receptor
Q9NZR2	925	963	Low-density Lipoprotein Receptor
Q9NZR2	1005	1045	Low-density Lipoprotein Receptor
Q9NZR2	2717	2758	Low-density Lipoprotein Receptor
Q9NZR2	3318	3354	Low-density Lipoprotein Receptor
Q9NZR2	3671	3712	Low-density Lipoprotein Receptor
Q9NZR2	126	159	Laminin
Q9NZR2	4386	4429	Laminin
Q9NZR2	2512	2548	Low-density Lipoprotein Receptor
Q9NZR2	3513	3551	Low-density Lipoprotein Receptor
Q9NZR2	2927	2972	Laminin
Q9NZR2	4252	4286	Laminin
Q9NZR2	1174	1214	Laminin
Q9NZR2	1134	1171	Low-density Lipoprotein Receptor
Q9NZR2	30	72	Low-density Lipoprotein Receptor
Q9NZR2	3631	3670	Low-density Lipoprotein Receptor
Q9NZR2	73	113	Low-density Lipoprotein Receptor
Q9NZR2	3713	3752	Low-density Lipoprotein Receptor
Q9NZR2	2685	2713	Low-density Lipoprotein Receptor
Q9NZR2	2887	2926	Low-density Lipoprotein Receptor
Q9NZR2	3758	3797	Low-density Lipoprotein Receptor
Q15555	242	326	-
Q15555	42	173	Calponin-like domain
P62987	1	78	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
P62987	79	128	-
Q9BQ90	2	168	Kelch-type beta propeller
Q9BQ90	173	356	Kelch-type beta propeller
Q15699	129	193	Homeodomain-like
Q12968	420	593	Rel homology domain (RHD), DNA-binding domain
Q12968	594	700	Immunoglobulins
O75911	29	292	NAD(P)-binding Rossmann-like Domain
P53004	9	266	NAD(P)-binding Rossmann-like Domain
P53004	125	290	Dihydrodipicolinate Reductase; domain 2
O43175	322	456	D-3-phosphoglycerate dehydrogenase; domain 3
O43175	102	283	NAD(P)-binding Rossmann-like Domain
O43175	11	309	NAD(P)-binding Rossmann-like Domain
P08708	1	62	Ribosomal protein S17e-like
Q9HD89	47	108	Resistin head domain
Q6ZQN5	93	197	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q4VC44	106	190	-
Q4VC44	264	347	-
Q4VC44	414	495	-
Q4VC44	503	583	-
Q4VC44	591	674	-
A6NK44	39	157	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
P35240	21	98	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
P35240	217	312	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
P35240	99	215	-
P35240	313	361	-
P35240	520	594	-
Q9NUK0	9	91	-
Q9NUK0	165	255	-
P09884	384	494	-
P09884	535	829	Ribonuclease H-like superfamily/Ribonuclease H
P09884	905	964	Helix hairpin bin
P09884	1077	1257	DNA polymerase family B, C-terminal domain
P09884	342	525	-
P09884	1265	1444	DNA Polymerase alpha, zinc finger
P09884	830	1062	Palm domain of DNA polymerase
Q92575	310	397	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q92575	3	120	Glutaredoxin
Q8IWA0	402	609	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8IWA0	8	103	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8IWA0	155	386	YVTN repeat-like/Quinoprotein amine dehydrogenase
O00482	288	541	Retinoid X Receptor
O00482	76	187	Erythroid Transcription Factor GATA-1, subunit A
Q96P64	560	661	Ankyrin repeat-containing domain
Q96P64	424	557	Arf GTPase activating protein
Q96P64	257	423	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q96SL1	48	465	MFS general substrate transporter like domains
P29274	2	307	Rhodopsin 7-helix transmembrane proteins
Q6UXN9	242	307	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q6UXN9	4	241	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9H611	510	591	P-loop containing nucleotide triphosphate hydrolases
Q9H611	188	396	P-loop containing nucleotide triphosphate hydrolases
Q9H6T0	30	219	Ribonuclease H-like superfamily/Ribonuclease H
Q9H6T0	255	336	-
Q9H6T0	338	452	-
Q9H6T0	471	565	-
Q8IUW3	3	207	-
Q86WT6	24	112	Zinc/RING finger domain, C3HC4 (zinc finger)
Q86WT6	323	500	-
Q86WT6	113	147	Classic Zinc Finger
Q9Y2R5	1	110	Nucleic acid-binding proteins
Q9P2Y4	273	293	Classic Zinc Finger
Q9P2Y4	160	224	Classic Zinc Finger
Q9P2Y4	80	112	Classic Zinc Finger
Q9P2Y4	524	553	Classic Zinc Finger
Q9P2Y4	46	79	Classic Zinc Finger
Q9P2Y4	498	523	Classic Zinc Finger
Q9P2Y4	294	325	Classic Zinc Finger
A0JD32	20	116	Immunoglobulins
A8MVZ5	25	146	Immunoglobulins
A8MVZ5	148	252	Immunoglobulins
Q86UE6	39	361	Ribonuclease Inhibitor
Q9NX65	546	573	Classic Zinc Finger
Q9NX65	574	599	Classic Zinc Finger
Q9NX65	629	656	Classic Zinc Finger
Q9NX65	657	687	Classic Zinc Finger
Q9NX65	522	545	Classic Zinc Finger
Q9NX65	600	628	Classic Zinc Finger
Q9NX65	256	319	Homeodomain-like
Q9NX65	29	119	DNA breaking-rejoining enzymes
A0A0A6YYG3	19	113	Immunoglobulins
Q9UMR7	90	237	Mannose-Binding Protein A, subunit A
Q9BV94	28	488	-
P51956	1	81	Phosphorylase Kinase; domain 1
P51956	82	271	Transferase(Phosphotransferase) domain 1
Q9BZM2	21	143	Phospholipase A2 domain
Q9UPM6	214	280	Homeodomain-like
Q9UPM6	70	126	Cysteine Rich Protein
Q9UPM6	127	196	Cysteine Rich Protein
P20248	181	423	Cyclin-like
P20248	195	307	Cyclin-like
P13861	243	395	Jelly Rolls
P13861	99	242	Jelly Rolls
P13861	1	44	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain
P04070	43	89	Coagulation Factor IX
P04070	136	187	Laminin
P04070	91	135	Laminin
P04070	224	445	Trypsin-like serine proteases
P04070	213	439	Trypsin-like serine proteases
O75607	35	162	Nucleoplasmin core domain
Q5JRX3	547	1023	Metalloenzyme, LuxS/M16 peptidase-like
Q5JRX3	294	528	Metalloenzyme, LuxS/M16 peptidase-like
Q5JRX3	24	293	Metalloenzyme, LuxS/M16 peptidase-like
Q5JRX3	568	850	Metalloenzyme, LuxS/M16 peptidase-like
O14786	143	265	Spermadhesin, CUB domain
O14786	22	142	Spermadhesin, CUB domain
O14786	271	427	Galactose-binding domain-like
O14786	628	819	-
O14786	428	585	Galactose-binding domain-like
Q5T2R2	88	415	Farnesyl Diphosphate Synthase
Q13618	274	381	Cullin Repeats
Q13618	500	681	Cullin; Chain C, Domain 2
Q13618	682	764	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
Q13618	382	495	Cullin Repeats
Q13618	151	273	Cullin Repeats
Q13618	19	150	Cullin Repeats
P17947	169	257	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
A0A0G2JMH3	2	88	P-loop containing nucleotide triphosphate hydrolases
Q6ISU1	13	126	Immunoglobulins
Q86Y56	139	330	Leucine-rich Repeat Variant
Q86Y56	341	579	Leucine-rich Repeat Variant
Q86Y56	634	851	Leucine-rich Repeat Variant
Q86Y56	4	133	Leucine-rich Repeat Variant
Q9NZM6	394	581	-
P63000	1	182	P-loop containing nucleotide triphosphate hydrolases
P35080	2	140	Dynein light chain 2a, cytoplasmic
Q9Y235	41	224	Cytidine Deaminase, domain 2
Q16853	29	165	-
Q16853	166	295	-
Q16853	296	717	Copper amine oxidase, catalytic domain
Q9H5J0	49	200	Potassium Channel Kv1.1; Chain A
Q9H5J0	501	525	Classic Zinc Finger
Q9H5J0	473	500	Classic Zinc Finger
Q6UVW9	43	173	Mannose-Binding Protein A, subunit A
Q8N3Y7	32	292	NAD(P)-binding Rossmann-like Domain
Q8IW75	214	411	Alpha-1-antitrypsin, domain 1
Q8IW75	52	362	Antithrombin, subunit I, domain 2
Q6IFN5	36	331	Rhodopsin 7-helix transmembrane proteins
Q8NDY6	101	171	Helix-loop-helix DNA-binding domain
O75820	598	624	Classic Zinc Finger
O75820	230	256	Classic Zinc Finger
O75820	370	394	Classic Zinc Finger
O75820	509	536	Classic Zinc Finger
O75820	395	425	Classic Zinc Finger
O75820	563	592	Classic Zinc Finger
O75820	174	201	Classic Zinc Finger
O75820	202	229	Classic Zinc Finger
O75820	482	508	Classic Zinc Finger
O75820	537	562	Classic Zinc Finger
O75820	314	341	Classic Zinc Finger
O75820	9	76	-
O75820	257	284	Classic Zinc Finger
O75820	285	313	Classic Zinc Finger
O75820	342	369	Classic Zinc Finger
O75820	138	173	Classic Zinc Finger
O75820	447	481	Classic Zinc Finger
P45452	26	272	Collagenase (Catalytic Domain)
P45452	281	470	Hemopexin-like domain
Q9Y691	1	45	KCNMB2, ball/chain domain
P19388	1	134	RNA polymerase, Rpb5, N-terminal domain
P19388	135	210	RPB5-like RNA polymerase subunit
Q6P589	1	184	Tumor necrosis factor alpha-induced protein 8-like
P62750	36	156	-
Q9H6A0	223	392	-
Q9H6A0	48	200	-
Q6P2C0	406	590	YVTN repeat-like/Quinoprotein amine dehydrogenase
P16989	80	162	Nucleic acid-binding proteins
P55040	74	243	P-loop containing nucleotide triphosphate hydrolases
Q8NGG3	51	340	Rhodopsin 7-helix transmembrane proteins
Q9UJY4	462	611	-
Q9UJY4	224	318	-
Q9UJY4	21	179	-
Q9UJY4	180	223	-
Q9HCS7	24	193	Tetratricopeptide repeat domain
Q9HCS7	478	629	Tetratricopeptide repeat domain
Q9HCS7	320	474	Tetratricopeptide repeat domain
Q9HCS7	630	749	Tetratricopeptide repeat domain
Q96PE7	45	176	2,3-Dihydroxybiphenyl 1,2-Dioxygenase, domain 1
Q9Y2D9	296	351	Classic Zinc Finger
Q9Y2D9	434	463	Classic Zinc Finger
Q9Y2D9	408	433	Classic Zinc Finger
Q9Y2D9	464	491	Classic Zinc Finger
Q9Y2D9	381	407	Classic Zinc Finger
Q9Y2D9	352	380	Classic Zinc Finger
Q9Y2D9	211	295	Classic Zinc Finger
Q14587	76	133	-
Q14587	441	470	Classic Zinc Finger
Q14587	356	384	Classic Zinc Finger
Q14587	553	581	Classic Zinc Finger
Q14587	609	636	Classic Zinc Finger
Q14587	748	777	Classic Zinc Finger
Q14587	582	608	Classic Zinc Finger
Q14587	861	886	Classic Zinc Finger
Q14587	385	412	Classic Zinc Finger
Q14587	413	440	Classic Zinc Finger
Q14587	471	496	Classic Zinc Finger
Q14587	497	522	Classic Zinc Finger
Q14587	637	664	Classic Zinc Finger
Q14587	665	692	Classic Zinc Finger
Q14587	693	718	Classic Zinc Finger
Q14587	523	552	Classic Zinc Finger
Q14587	719	747	Classic Zinc Finger
Q14587	803	831	Classic Zinc Finger
Q14587	887	913	Classic Zinc Finger
Q14587	914	944	Classic Zinc Finger
Q14587	324	355	Classic Zinc Finger
Q14587	302	323	Classic Zinc Finger
Q14587	266	301	Classic Zinc Finger
Q14587	778	802	Classic Zinc Finger
Q14587	832	860	Classic Zinc Finger
Q9H2F9	154	321	-
Q6P9A3	330	355	Classic Zinc Finger
Q6P9A3	529	554	Classic Zinc Finger
Q6P9A3	274	300	Classic Zinc Finger
Q6P9A3	171	245	Classic Zinc Finger
Q6P9A3	301	329	Classic Zinc Finger
Q6P9A3	246	273	Classic Zinc Finger
Q6P9A3	582	606	Classic Zinc Finger
Q6P9A3	21	80	-
Q6P9A3	466	496	Classic Zinc Finger
Q6P9A3	555	581	Classic Zinc Finger
Q6P9A3	356	383	Classic Zinc Finger
Q6P9A3	497	528	Classic Zinc Finger
Q6P9A3	384	410	Classic Zinc Finger
Q6P9A3	411	438	Classic Zinc Finger
Q6P9A3	439	465	Classic Zinc Finger
Q6P9A3	607	639	Classic Zinc Finger
Q13489	438	565	Death Domain, Fas
Q13489	254	602	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q13489	372	437	DNA helicase RuvA subunit, C-terminal domain
Q13489	1	122	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q13489	140	251	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
P20849	42	268	-
O76093	24	185	-
Q96M20	63	224	Jelly Rolls
Q96M20	225	477	Jelly Rolls
A6NHJ4	340	365	Classic Zinc Finger
A6NHJ4	19	77	-
A6NHJ4	256	284	Classic Zinc Finger
A6NHJ4	366	393	Classic Zinc Finger
A6NHJ4	561	587	Classic Zinc Finger
A6NHJ4	535	560	Classic Zinc Finger
A6NHJ4	211	254	Classic Zinc Finger
A6NHJ4	429	450	Classic Zinc Finger
A6NHJ4	451	478	Classic Zinc Finger
A6NHJ4	479	506	Classic Zinc Finger
A6NHJ4	507	534	Classic Zinc Finger
A6NHJ4	588	632	Classic Zinc Finger
A6NHJ4	285	310	Classic Zinc Finger
A6NHJ4	311	339	Classic Zinc Finger
A6NHJ4	395	428	Classic Zinc Finger
Q11206	39	331	Glycosyl transferase family 29
O60931	126	234	-
A7MBM2	483	647	Multidrug efflux transporter AcrB transmembrane domain
A7MBM2	954	1121	Multidrug efflux transporter AcrB transmembrane domain
Q8WYJ6	30	313	P-loop containing nucleotide triphosphate hydrolases
P22670	438	513	Winged helix-like DNA-binding domain superfamily/Winged helix DNA-binding domain
P49418	614	695	SH3 Domains
P49418	5	241	Arfaptin homology (AH) domain/BAR domain
P35475	44	393	Glycosidases
P35475	546	653	Immunoglobulins
P35475	394	545	Glycosyl hydrolase domain; family 39
Q9HA82	76	128	Homeodomain-like
Q9Y5F0	559	665	Cadherins
Q9Y5F0	135	241	Cadherins
Q9Y5F0	242	344	Cadherins
Q9Y5F0	448	558	Cadherins
Q9Y5F0	345	447	Cadherins
Q9Y5F0	23	127	Cadherins
P30405	36	207	Cyclophilin-like
Q8TEA7	486	581	putative rabgap domain of human tbc1 domain family member 14 like domains
Q8TEA7	37	278	Transferase(Phosphotransferase) domain 1
Q8TEA7	781	888	Rhodanese-like domain
Q8TEA7	582	708	Ypt/Rab-GAP domain of gyp1p, domain 3
Q9BYE7	250	342	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9BYE7	118	221	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z7L9	50	134	DNA breaking-rejoining enzymes
Q7Z7L9	245	273	Classic Zinc Finger
Q7Z7L9	444	469	Classic Zinc Finger
Q7Z7L9	525	554	Classic Zinc Finger
Q7Z7L9	274	302	Classic Zinc Finger
Q7Z7L9	303	330	Classic Zinc Finger
Q7Z7L9	359	386	Classic Zinc Finger
Q7Z7L9	416	443	Classic Zinc Finger
Q7Z7L9	584	613	Classic Zinc Finger
Q7Z7L9	331	358	Classic Zinc Finger
Q7Z7L9	470	498	Classic Zinc Finger
Q7Z7L9	499	524	Classic Zinc Finger
Q7Z7L9	387	415	Classic Zinc Finger
Q7Z7L9	556	583	Classic Zinc Finger
Q7Z7L9	218	244	Classic Zinc Finger
P30825	27	446	Amino acid/polyamine transporter I
P30825	465	619	Amino acid/polyamine transporter I
Q8N8N0	2	88	Zinc/RING finger domain, C3HC4 (zinc finger)
O60563	150	266	Cyclin-like
O60563	1	148	Cyclin-like
O14543	18	185	SH2 domain
O14543	186	221	SOCS box
Q9NP95	52	211	-
P51786	299	326	Classic Zinc Finger
P51786	327	354	Classic Zinc Finger
P51786	383	410	Classic Zinc Finger
P51786	439	466	Classic Zinc Finger
P51786	467	495	Classic Zinc Finger
P51786	153	187	Classic Zinc Finger
P51786	188	214	Classic Zinc Finger
P51786	272	298	Classic Zinc Finger
P51786	411	438	Classic Zinc Finger
P51786	21	77	-
P51786	244	271	Classic Zinc Finger
P51786	355	382	Classic Zinc Finger
P51786	215	243	Classic Zinc Finger
Q96CU9	65	457	FAD/NAD(P)-binding domain
Q96CU9	156	415	D-Amino Acid Oxidase, subunit A, domain 2
Q02487	242	347	Cadherins
Q02487	472	572	Cadherins
Q02487	573	683	Cadherins
Q02487	32	113	Cadherins
Q02487	127	241	Cadherins
Q02487	824	901	TCF3-CBD (Catenin binding domain)
Q02487	350	469	Cadherins
Q9H4G0	283	377	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9H4G0	97	174	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q9H4G0	175	282	-
Q8NA23	138	366	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8NA23	41	137	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q9UKS7	448	525	Classic Zinc Finger
Q9UKS7	190	220	Classic Zinc Finger
Q9UKS7	112	136	Classic Zinc Finger
Q9UKS7	164	189	Classic Zinc Finger
Q9UKS7	137	163	Classic Zinc Finger
P49368	30	523	GroEL-like equatorial domain
P49368	216	369	GroEL
P49368	143	405	TCP-1-like chaperonin intermediate domain
Q96P67	12	335	Rhodopsin 7-helix transmembrane proteins
Q14449	195	356	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q14449	100	194	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q14449	421	540	SH2 domain
Q6W4X9	300	357	Laminin
Q6W4X9	662	721	Laminin
Q6W4X9	761	831	Laminin
P11532	456	568	-
P11532	570	675	-
P11532	942	1052	-
P11532	2581	2693	-
P11532	2938	3046	-
P11532	3211	3292	EF-hand
P11532	1160	1459	-
P11532	1463	1768	-
P11532	1998	2280	-
P11532	1	121	Calponin-like domain
P11532	3047	3084	-
P11532	2463	2578	-
P11532	723	938	-
P11532	338	455	-
P11532	1053	1159	-
P11532	2806	2937	-
P11532	1780	1968	-
P11532	2281	2423	-
P11532	2694	2795	-
P11532	3120	3210	EF-hand
P11532	122	246	Calponin-like domain
P11532	3301	3361	-
P98160	372	402	Low-density Lipoprotein Receptor
P98160	196	236	Low-density Lipoprotein Receptor
P98160	1672	1764	Immunoglobulins
P98160	1765	1859	Immunoglobulins
P98160	1862	1951	Immunoglobulins
P98160	3114	3203	Immunoglobulins
P98160	403	490	Immunoglobulins
P98160	735	818	Laminin
P98160	1130	1213	Laminin
P98160	1535	1617	Laminin
P98160	2246	2331	Immunoglobulins
P98160	2437	2527	Immunoglobulins
P98160	2631	2717	Immunoglobulins
P98160	2729	2816	Immunoglobulins
P98160	2928	3014	Immunoglobulins
P98160	819	867	Laminin
P98160	1214	1265	Laminin
P98160	1618	1670	Laminin
P98160	4104	4143	Laminin
P98160	1276	1323	Laminin
P98160	3659	3844	-
P98160	3922	4103	-
P98160	280	321	Low-density Lipoprotein Receptor
P98160	2155	2231	Immunoglobulins
P98160	2344	2417	Immunoglobulins
P98160	2830	2906	Immunoglobulins
P98160	1954	2047	Immunoglobulins
P98160	4197	4391	-
P98160	3017	3113	Immunoglobulins
P98160	3845	3887	Laminin
P98160	868	942	Tie2 ligand-binding domain superfamily
P98160	3579	3658	Immunoglobulins
P98160	2049	2140	Immunoglobulins
P98160	2535	2624	Immunoglobulins
P98160	3211	3301	Immunoglobulins
P98160	3302	3388	Immunoglobulins
P98160	3399	3488	Immunoglobulins
P98160	3489	3578	Immunoglobulins
P98160	323	371	Low-density Lipoprotein Receptor
P98160	4144	4179	Laminin
Q53GL0	13	140	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O75628	78	251	P-loop containing nucleotide triphosphate hydrolases
P29034	1	98	EF-hand
Q8N136	86	174	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N136	175	256	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N136	257	340	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8N136	341	415	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q8IVW8	99	528	MFS general substrate transporter like domains
Q9C005	44	99	cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain
Q9GZQ4	41	352	Rhodopsin 7-helix transmembrane proteins
Q15437	128	402	von Willebrand factor, type A domain
Q15437	55	116	Zn-finger domain of Sec23/24
Q15437	622	726	Severin
Q15437	10	503	beta-sandwich domain of Sec23/24
Q15437	517	762	Sec23/Sec24 helical domain
P09758	79	148	Thyroglobulin type-1
Q8NH07	30	324	Rhodopsin 7-helix transmembrane proteins
Q8IXF9	8	246	Glycerol uptake facilitator protein.
P11387	432	586	Topoisomerase I; Chain A, domain 3
P11387	587	765	-
P11387	204	429	DNA Topoisomerase I, domain 2
P11387	232	319	Yeast DNA topoisomerase - domain 1
Q6ZMS4	3	60	-
Q6ZMS4	185	211	Classic Zinc Finger
Q6ZMS4	324	350	Classic Zinc Finger
Q6ZMS4	351	379	Classic Zinc Finger
Q6ZMS4	380	407	Classic Zinc Finger
Q6ZMS4	436	461	Classic Zinc Finger
Q6ZMS4	240	267	Classic Zinc Finger
Q6ZMS4	408	435	Classic Zinc Finger
Q6ZMS4	152	184	Classic Zinc Finger
Q6ZMS4	212	239	Classic Zinc Finger
Q6ZMS4	268	295	Classic Zinc Finger
Q6ZMS4	296	323	Classic Zinc Finger
Q6ZMS4	462	492	Classic Zinc Finger
B0I1T2	199	260	-
B0I1T2	261	374	Myosin VI head, motor domain, U50 subdomain
B0I1T2	12	637	Kinesin motor domain
B0I1T2	402	594	-
B0I1T2	638	752	-
A3KFT3	20	311	Rhodopsin 7-helix transmembrane proteins
Q9Y5F3	345	449	Cadherins
Q9Y5F3	22	126	Cadherins
Q9Y5F3	560	666	Cadherins
Q9Y5F3	236	344	Cadherins
Q9Y5F3	450	559	Cadherins
Q9Y5F3	127	235	Cadherins
Q9NQC1	189	249	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NQC1	250	367	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NQ66	890	1166	Phospholipase C beta, distal C-terminal domain
Q9NQ66	313	667	Phosphatidylinositol (PI) phosphodiesterase
Q9NQ66	2	220	-
Q9NQ66	222	312	EF-hand
Q9NQ66	668	837	C2 domain
P00491	1	284	Nucleoside phosphorylase domain
Q14012	98	315	Transferase(Phosphotransferase) domain 1
Q14012	1	97	Phosphorylase Kinase; domain 1
Q9NRX2	3	125	Ribosomal protein L17
O43933	3	99	-
O43933	580	729	P-loop containing nucleotide triphosphate hydrolases
O43933	740	820	-
O43933	1008	1065	-
O43933	100	181	-
O43933	836	1007	P-loop containing nucleotide triphosphate hydrolases
Q13454	48	204	Glutaredoxin
Q6ZMQ8	206	415	Transferase(Phosphotransferase) domain 1
Q6ZMQ8	99	204	Phosphorylase Kinase; domain 1
Q14790	1	97	Death Domain, Fas
Q14790	98	188	Death Domain, Fas
Q14790	217	479	-
P49770	147	350	Translation initiation factor eif-2b; domain 2
Q8NA56	314	433	Tetratricopeptide repeat domain
Q8NA56	92	313	Tetratricopeptide repeat domain
Q6ZWI9	1	92	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6ZWI9	93	263	-
Q8NI35	1530	1636	-
Q8NI35	230	336	-
Q8NI35	114	226	-
Q8NI35	359	457	-
Q8NI35	670	774	-
Q8NI35	1	81	-
Q8NI35	1420	1529	-
Q8NI35	553	639	-
Q8NI35	1656	1766	-
Q8NI35	1218	1329	-
Q8NI35	1052	1167	-
Q9H7R0	208	233	Classic Zinc Finger
Q9H7R0	317	342	Classic Zinc Finger
Q9H7R0	596	623	Classic Zinc Finger
Q9H7R0	343	373	Classic Zinc Finger
Q9H7R0	431	456	Classic Zinc Finger
Q9H7R0	402	430	Classic Zinc Finger
Q9H7R0	457	484	Classic Zinc Finger
Q9H7R0	542	565	Classic Zinc Finger
Q9H7R0	262	289	Classic Zinc Finger
Q9H7R0	142	205	Classic Zinc Finger
Q9H7R0	566	595	Classic Zinc Finger
Q9H7R0	485	513	Classic Zinc Finger
Q9H7R0	234	261	Classic Zinc Finger
Q9H7R0	290	316	Classic Zinc Finger
Q9H7R0	374	401	Classic Zinc Finger
Q9H7R0	23	84	-
Q9H7R0	514	541	Classic Zinc Finger
Q5VUR7	29	136	Ankyrin repeat-containing domain
Q5VUR7	137	300	Ankyrin repeat-containing domain
Q14526	435	529	Classic Zinc Finger
Q14526	586	614	Classic Zinc Finger
Q14526	533	559	Classic Zinc Finger
Q14526	22	157	Potassium Channel Kv1.1; Chain A
Q14526	560	585	Classic Zinc Finger
Q8WVN8	5	109	Ubiquitin Conjugating Enzyme
Q8WVN8	199	367	Ubiquitin Conjugating Enzyme
Q5T1C6	31	240	Hotdog Thioesterase
Q8IYH5	651	709	Homeodomain-like
Q8IYH5	812	872	-
P09917	130	671	Lipoxygenase-1; Domain 5
P09917	244	359	-
P09917	1	115	PLAT/LH2 domain
Q5T6F2	33	92	DNA helicase RuvA subunit, C-terminal domain
A6NMY6	185	265	Annexin
A6NMY6	266	339	Annexin
A6NMY6	105	184	Annexin
A6NMY6	24	103	Annexin
P08133	166	251	Annexin
P08133	11	90	Annexin
P08133	354	433	Annexin
P08133	600	673	Annexin
P08133	434	511	Annexin
P08133	512	599	Annexin
P08133	91	165	Annexin
P08133	253	322	Annexin
Q9ULG6	473	570	Apolipoprotein
Q9BQT9	143	240	Cadherins
Q9BQT9	21	142	Cadherins
Q9BQT9	324	502	-
Q16881	324	449	FAD/NAD(P)-binding domain
Q16881	163	504	FAD/NAD(P)-binding domain
Q16881	52	157	Glutaredoxin
Q16881	519	649	-
P17017	132	166	Classic Zinc Finger
P17017	195	218	Classic Zinc Finger
P17017	446	470	Classic Zinc Finger
P17017	415	445	Classic Zinc Finger
P17017	248	275	Classic Zinc Finger
P17017	304	331	Classic Zinc Finger
P17017	498	522	Classic Zinc Finger
P17017	219	247	Classic Zinc Finger
P17017	276	303	Classic Zinc Finger
P17017	388	414	Classic Zinc Finger
P17017	471	497	Classic Zinc Finger
P17017	584	611	Classic Zinc Finger
P17017	523	554	Classic Zinc Finger
P17017	361	387	Classic Zinc Finger
P17017	1	60	-
P17017	92	131	Classic Zinc Finger
P17017	167	194	Classic Zinc Finger
P17017	332	360	Classic Zinc Finger
P17017	555	583	Classic Zinc Finger
P17017	612	642	Classic Zinc Finger
A6NFX1	45	256	MFS general substrate transporter like domains
A6NFX1	277	488	MFS general substrate transporter like domains
Q8N2R0	226	251	Classic Zinc Finger
Q8N2R0	281	307	Classic Zinc Finger
Q8N2R0	198	225	Classic Zinc Finger
Q8N2R0	164	197	Classic Zinc Finger
Q8N2R0	252	280	Classic Zinc Finger
O75679	27	115	Zinc/RING finger domain, C3HC4 (zinc finger)
O75679	117	315	-
P21673	1	171	-
P02458	33	68	Complement Module, domain 1
P02458	1251	1487	-
Q96P47	609	743	Arf GTPase activating protein
Q96P47	75	255	P-loop containing nucleotide triphosphate hydrolases
Q96P47	747	846	Ankyrin repeat-containing domain
Q96P47	365	476	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
