Common proteins	Only by Iupred2a	Only by Aiupred
Q6PJT7		Q96JQ0
Q6UX82		Q9BST9
Q6VVB1		Q9BUT1
Q86SG6		Q9UBQ7
Q8IW19		A0A1W2PQC6
Q8IZC7		O14561
Q8N9K5		P01706
Q8WUP2		P35228
Q96H15		P55899
Q96PX6		Q02779
Q9H2X0		Q12840
Q9HAZ2		Q14C87
Q9HCM2		Q6AI12
Q9NVW2		Q6L8Q7
Q9NX94		Q8IWA0
Q9UBC3		Q96CV9
Q9ULJ3		Q96GD3
Q9UPA5		Q9BYB0
Q9UQR1		Q9HB19
A0A087WXS9		Q9HD43
O43463		Q9NRP7
O95180		Q9UIL4
O95625		Q9UNA1
P02749		Q9Y613
P04004		P04217
P0C7U0		P31483
P41229		P36383
P48059		P40763
P49754		Q06187
Q13231		Q13438
Q14061		Q14160
Q16270		Q5T2R2
Q16609		Q5T8A7
Q2M3C7		Q6P2C0
Q30KQ4		Q6ZTI6
Q5JQC9		Q7Z2E3
Q86V15		Q8IY81
Q8NAX2		Q8NEL9
Q8NDL9		Q96CW1
Q92824		Q96K49
Q96JI7		Q9H089
Q9H6R6		Q9H7M6
Q9NT68		Q9HCE5
Q9NZC7		Q9NP86
Q9P0P0		Q9NYF3
Q9UGK8		Q9UGM1
Q9UIW2		O60763
Q9UK39		O75185
Q9Y5A6		O75821
Q9Y5B8		P10243
A6NFZ4		P30048
D6RGH6		P31943
O75478		P62699
O95813		Q14236
P04054		Q5T0N5
P04233		Q8IUC8
P13056		Q8IUK8
P24043		Q8N4T0
P24592		Q8N556
P36897		Q8N5S3
P40394		Q969V5
P56192		Q96FM1
Q13572		Q96KN3
Q13875		Q96MS0
Q2UY09		Q96RU7
Q3KNT7		Q9P0T7
Q68DY9		A0A0G2JN01
Q6XR72		A5PLN7
Q76KX8		O75448
Q8IXR5		O94760
Q8TAT5		P29460
Q96CK0		P50150
Q96G01		P50452
Q96MM3		P51826
Q96QF0		Q07343
Q96SR6		Q496M5
Q9BXL5		Q6P0N0
Q9P2Z0		Q8N0W4
A6NP61		Q8N201
O43623		Q8WUI4
O75949		Q92538
O76074		Q9H221
O95081		Q9NPB8
O95190		Q9NZL9
O95600		Q9UN66
P05106		X6R8R1
P05997		O60513
P15509		P36507
P17026		P57075
P41439		P60608
P42127		Q12959
P43354		Q13610
Q2I0M5		Q2NKX8
Q3C1V9		Q53R12
Q3ZCX4		Q6PJG9
Q6P4I2		Q6ZV70
Q7RTZ1		Q8IZJ6
Q7Z3S9		Q8WZ33
Q8TCH9		Q96N96
Q92619		Q9UI26
Q96C12		Q9Y2M5
Q9BZJ3		O00587
Q9GZM7		O60488
Q9NS23		O95425
Q9ULL8		P47710
A2RUU4		P53621
A8MTQ0		P60008
O43865		Q29980
O60320		Q5HY64
O75558		Q5T011
O75829		Q6DKI7
O95409		Q6ZSZ5
P07911		Q71RC2
P29317		Q8IX18
P48443		Q8N1E2
P54317		Q9H5F2
P60371		Q9HCK5
Q5SNT2		Q9P1W9
Q5VUJ5		Q9ULG1
Q5XPI4		A0A1B0GX95
Q6UWH4		A0A1W2PQF6
Q8NFU7		H3BQJ8
Q8WWA0		O14613
Q99965		O15530
Q9H2R5		P01880
Q9H422		P02689
Q9P2P6		P35410
Q9UM82		P83731
A6NFI3		Q14694
A6NKB5		Q16827
A7MBM2		Q5SQQ9
O60486		Q5XG99
O95256		Q6NSI4
O95271		Q86UG4
P0C7M6		Q8NCA5
P0DKX0		Q8NES3
P14679		Q96EQ0
P21506		Q96F86
P35125		Q96IC2
P47974		Q96QZ7
Q03181		Q9GZZ0
Q03938		Q9HD47
Q16589		Q9NQW1
Q53H47		Q9NZC2
Q5MJ68		Q9P2A4
Q5T4H9		Q9Y653
Q5VV63		O75052
Q86T96		O75146
Q86VH5		P0C091
Q86Y97		P35609
Q8TAA1		P43626
Q92664		P45974
Q96JH7		P53671
Q9BV36		P58417
Q9H0H5		Q15154
Q9HA38		Q15828
O75578		Q16585
O95639		Q6NXG1
P13671		Q6UXP9
P26012		Q6V1P9
P36894		Q6ZUL3
P43403		Q70EL4
Q14192		Q8IYM0
Q15195		Q8NFP9
Q2TAL6		Q96CN5
Q6FIF0		Q96LB8
Q8IW52		Q96LT4
Q8TEV8		Q96PJ5
Q92610		Q9BTC8
Q92830		Q9BXY0
Q99590		Q9H0E2
Q99795		Q9HCN3
A8K7I4		Q9NS84
B1AL88		Q9NZI6
P02751		O14647
P05111		O14734
P29400		O15350
P49746		P01023
Q49A33		P04746
Q6AZY7		P05060
Q6ZTA4		P12814
Q86X02		P58012
Q8IX07		Q12913
Q8N957		Q13217
Q8NHM5		Q14774
Q8TAU3		Q6PIF6
Q8WYN3		Q7Z4H7
Q92570		Q8IWT6
Q92784		Q8WW32
Q9HB58		Q99959
Q9NU22		Q9BXB5
Q9UK12		Q9HB20
Q9Y3L5		O43491
Q9Y5K3		O43511
J3KSC0		O75477
O43897		P40199
O75290		P41161
O75469		Q12904
P0C5Y4		Q15760
P17010		Q495X7
P23142		Q4AE62
P35556		Q5JX69
P59037		Q684P5
P78358		Q8N0W5
Q86Y13		Q8N2M8
Q8IUK5		Q8N4N3
Q8WV44		Q8NET5
Q96BQ3		Q8NGI1
Q96C10		Q96EY9
Q9H2S9		Q96GA3
Q9NWK9		Q9BY76
Q9UC06		Q9H6R7
Q9UFB7		Q9UKU9
Q9Y4W2		O15067
Q9Y6M5		O75943
A0AAG2UUX9		P02549
A1L188		P08514
O14798		P35573
O75030		P38435
O75618		P39905
O95867		Q008S8
P0C7V6		Q0P6D2
P0CG38		Q3SXZ7
Q06481		Q6UX73
Q7Z4K8		Q8WZ64
Q86UW9		Q9BVQ7
Q8TAQ5		Q9HDC5
Q8TF32		Q9NNX6
Q96C01		Q9NPD3
Q96DT7		Q9UN37
Q96MN9		Q9Y312
Q96PH6		Q9Y6D6
Q9H0M5		A0A075B6K4
Q9H6P5		A0A0G2JNF4
Q9NZV6		A8K554
Q9Y2I6		P31785
A8MXD5		P49815
O60481		P51530
P20333		Q14BN4
Q01113		Q4AC99
Q12968		Q86YA3
Q13219		Q8N412
Q13444		Q8NEV8
Q14767		Q96JA3
Q5JRC9		Q9UDT6
Q5SR53		Q9Y264
Q8IUC0		Q9Y5Q8
Q8N7C3		Q9Y624
Q8ND82		A2A3N6
Q8TAT2		A6NJ78
Q8TD43		A6NJW4
Q92935		O15041
Q96ND8		O43502
Q9UBN7		O75879
Q9Y2F5		P0CH98
C9JPN9		P0DMP2
O43916		P12277
O95389		Q17RW2
P48740		Q6UX07
P62979		Q8IUY3
Q2MKA7		Q8TDY2
Q5CZA5		Q9Y6F7
Q5T0T0		A8MYJ7
Q92793		O43653
Q96A84		P13674
Q96BR6		P54098
Q96MA1		P84022
Q9HAV5		Q00994
Q9UGI0		Q32NC0
Q9UP38		Q53GL7
P08572		Q5VVQ6
P08575		Q6RI45
P11678		Q7L576
P17544		Q7Z5M5
Q14527		Q8N5R6
Q6IA86		Q8TCG2
Q8NCR6		Q9H6S0
Q8TBZ8		Q9NZH4
Q8WTW4		O60809
Q8WXT5		O76075
Q96MP5		P10746
Q9HCL0		P18621
Q9NR97		P78356
Q9NZJ0		Q05BQ5
Q9UKF2		Q13635
Q9Y3S1		Q5XLA6
Q9Y6Q6		Q6NTF9
A0A1W2PQL4		Q7Z494
A8K8V0		Q8N614
O76071		Q8TBB0
P20851		Q969S3
P22888		Q96LR9
P26717		Q9BQG1
P39060		Q9P2K5
Q13023		O15091
Q30KQ7		O75976
Q4LDE5		P04808
Q5HYK9		P0CG21
Q5QP82		P31152
Q5VUA4		Q12772
Q7RTZ2		Q502W6
Q7Z2W4		Q5VT03
Q8N323		Q86U28
Q8N9V7		Q8IYF3
Q8NC06		Q8N1A0
Q92796		Q8N961
Q96DX7		Q9H3L0
Q96PE2		Q9NVS2
Q96S99		Q9NYV4
Q9BVG3		Q9Y2H0
Q9NPF7		Q9Y5G2
Q9UJJ7		A0A0B4J275
A5A3E0		Q01469
D6RBM5		Q5YKI7
G3V0H7		Q6EMB2
O75636		Q6UX04
P12724		Q7Z5H5
P41223		Q86V86
P52757		Q96AP7
P60321		Q9BYX7
P80294		Q9H9V4
P82663		Q9NZ09
Q03001		B9A064
Q03395		O15492
Q4ZG55		O95989
Q5VTB9		P0CG22
Q6MZW2		P55774
Q8N4A0		Q16513
Q96A61		Q30KQ1
Q96EP1		Q4G0P3
O14514		Q6UX52
O75123		Q7RTS5
O75197		Q8IUH8
P04141		Q8N4C9
P17022		Q8NG11
P26358		Q8NHP8
P83110		Q8NHY3
Q15751		Q8TF30
Q6ZNB6		Q8WUA8
Q86TG1		Q96BH3
Q8IUB5		Q96G42
Q8IUC1		Q9H0J4
Q8NA92		Q9HD90
Q8WZ42		A6NCI8
Q9H6Y7		O43246
Q9NQ75		O95622
Q9NS62		P32456
Q9NUD5		Q11201
Q9UF33		Q14DG7
Q9UKK9		Q5CZC0
A6NMK8		Q5NE16
A6NNY8		Q8N2A0
O14607		Q8N3J5
O15232		Q8NDM7
O75170		Q8WV15
P17936		Q96M20
P18564		Q99996
P33076		Q9BZB8
P35869		Q9NPI7
P98155		Q9NWV4
Q15582		Q9UHX1
Q52LG2		Q9UN67
Q5T1N1		Q9UPV9
Q5T9A4		A6PVI3
Q6PEZ8		O43314
Q86XD8		O95803
Q8N448		P21810
Q8TF68		Q5VZ46
Q96CB8		Q6ZS30
Q96MX3		Q75QN2
Q9C0B0		Q8N5V2
Q9HCG1		Q99501
Q9NSY2		Q9BXK5
Q9P2F5		Q9H6S1
Q9UJN7		Q9NUJ7
Q9UKA1		Q9UIX4
Q9Y4C1		A0A376A8Z9
A0A7I2V3R4		O95397
C9J6K1		P03986
O00634		P09172
O43294		P09496
O95561		P10523
P07602		P35453
P0CG37		P61565
P24593		Q00266
P31040		Q13489
Q02325		Q14714
Q07444		Q15058
Q1XH10		Q2NKJ3
Q5T5N4		Q3LHN0
Q86SQ7		Q5VWP2
Q8IYX3		Q66LE6
Q8N567		Q86YJ6
Q8NDX1		Q8HWS3
Q96KG7		Q8N5K1
Q96NZ8		Q9H0S4
Q96RY5		Q9Y2J2
Q9BRA0		P78562
Q9H000		Q06210
Q9H963		Q12952
A6NK75		Q13683
O43559		Q5TID7
O95185		Q8IYT3
P07998		Q8NEM2
P0CG40		Q96RT8
P19474		Q9UNI1
P28562		Q9Y5K6
P63145		B4DSL7
P98160		O14524
Q14532		O15018
Q3MIP1		P12314
Q5QGT7		P22830
Q6V0I7		P29466
Q7Z569		P31273
Q8IYB9		P33176
Q8N130		P55209
Q8WUY3		Q14683
Q9BSW7		Q5JSL3
Q9H1R3		Q8N157
Q9UHC9		Q8N1C3
Q9UIS9		Q96IY4
Q9UKN1		Q9NZ38
Q9ULD4		Q9P0M6
Q9Y2X9		O15061
O76061		O94985
P05129		P09234
P07320		P15036
P13611		P58753
Q07654		Q12906
Q14332		Q16552
Q15846		Q16832
Q5SVQ8		Q1RMZ1
Q5VZF2		Q30KR1
Q6XUX3		Q495W5
Q6ZMS7		Q5UCC4
Q7Z5A9		Q6UWQ5
Q86W11		Q8N0X4
Q8N3H0		Q8NB90
Q8TA94		Q8NFA2
Q8WWY7		Q8TCW7
Q96ME1		Q99436
Q9H305		Q9GZQ4
Q9HAK2		Q9H8M2
Q9NQC1		Q9HCC0
Q9NRH1		Q9NZA1
Q9NWF9		A6NK97
Q9P2J8		A8MQ11
A0A1B0GUV7		P16157
A1A519		P18615
A8MQ27		P20930
O15204		P26006
O95365		P48304
O96014		Q08211
P17041		Q86YR7
P56704		Q8N697
Q06278		Q8N8P6
Q14114		Q92736
Q6IPX1		Q9Y2T4
Q6PJ61		A6NJT0
Q6ZMJ2		B1ANY3
Q6ZN57		O00571
Q8IVT5		O14498
Q8IYY4		P0DY27
Q8NFZ0		P11498
Q8TBE0		P23468
Q8WW18		P49662
Q96AC6		Q13017
Q96N95		Q13332
Q96PE1		Q2TAA8
Q96RL6		Q5T200
Q99571		Q8IW93
Q9BXS4		Q8IZD9
Q9Y4F4		Q8N2Q7
A6NCW0		Q8N5U6
B7ZBB8		Q8NFK1
P07316		Q8TC94
P24386		Q92932
P50479		Q99706
Q13191		Q9BUR4
Q13342		Q9H0C1
Q14641		Q9UIA0
Q17RM4		Q9Y261
Q68BL8		A6NHR9
Q86Y26		A8MX76
Q8IY22		P29144
Q8N7E2		P48050
Q8NBK3		P57723
Q8NCF0		P59861
Q9H1J7		Q29983
Q9H930		Q5VWJ9
Q9NV96		Q5VZ72
Q9Y467		Q6P9A2
Q9Y4J8		Q7KYR7
Q9Y5W9		Q7RTN6
O75610		Q8IV42
O76080		Q8NEG0
P10253		Q96KD3
P13631		Q9BQK8
Q02086		Q9H598
Q15940		Q9H6R4
Q16342		Q9P121
Q6PEW1		A8MW95
Q6UXC1		P47712
Q8IYN0		P78527
Q8N398		Q13530
Q8N8B7		Q16637
Q8TF20		Q5HYW3
Q96EP0		Q6L9W6
Q9H165		Q6UWL6
Q9H9L4		Q6UXT8
Q9HBV2		Q86T82
Q9P2D6		Q86US8
A2RRH5		Q8IY21
O75200		Q8N5J2
P08912		A5PLL1
P53672		A8MZH6
Q13753		O95866
Q1L6U9		P05549
Q6IV72		P0DTL4
Q86YD5		P24903
Q8N565		P33991
Q8NFT8		P35613
Q8TDW7		P48061
Q92561		P80108
Q92794		Q5H8C1
Q96D59		Q6AWC2
Q96MM7		Q6P1X6
Q9BRP0		Q86XR8
Q9GZP0		Q8IXW5
Q9H633		Q8NCB2
Q9NQL9		Q8NCU7
Q9NU63		Q92519
Q9Y4X5		Q96CB9
A1L020		Q96MV8
A6NCK2		Q9H0H3
M0QZC1		O15389
O43715		P01008
P06870		P23946
P15924		P50453
P17024		P61916
P36954		Q13330
Q53GG5		Q14676
Q5VVJ2		Q14934
Q6PRD7		Q5SQN1
Q6ZMT4		Q5W5X9
Q6ZSA7		Q6PCB0
Q86UP0		Q6UVJ0
Q86W25		Q6UWM5
Q86YE8		Q8WZ71
Q8IWK6		Q96F45
Q8NE35		Q99489
Q8TAV5		Q9C0F0
Q8TEU8		Q9HBM0
Q8WZ74		Q9UKY0
Q9BQ24		Q9UQQ1
Q9GZX9		Q9Y217
Q9UHX3		Q9Y6X8
Q9UIF7		P46020
O75164		P61158
O95390		Q0D2K0
P04626		Q6DHV5
P0C7I6		Q6P2P2
P21333		Q86SJ6
Q09FC8		Q8IXH8
Q13829		Q96NK8
Q14847		Q9BVL4
Q3KNW1		Q9NRL3
Q86WI1		Q9NXL2
Q86YC2		Q9UKB1
Q8N428		Q9UKU0
Q8N907		Q9UQB3
Q8N9I9		O43295
Q8TAW3		O75143
Q96H55		P01893
Q96KN9		P15374
Q96PQ6		P53602
Q96RR4		Q13884
Q9BRR0		Q15399
Q9NRY7		Q58FF6
Q9Y6R6		Q86Z02
A1L4H1		Q8N6C5
D6R9N7		Q8WZ75
O43167		Q96GS6
O95125		Q96JJ6
P00736		Q96PB7
P0DP72		Q9NQZ3
P19957		A0A0J9YX94
P80297		O14646
P98169		P02671
Q12841		P0DP58
Q14162		P49005
Q14833		Q02846
Q17RG1		Q58A45
Q2M1K9		Q86UW1
Q5JRS4		Q8IYS2
Q5T619		Q8N4N8
Q6PCD5		Q8TC20
Q6UXG2		Q8WWX8
Q7RTX1		Q99614
Q8IWE5		Q9BVX2
Q8IWY9		Q9H3Q3
Q8IYH5		Q9UBY9
Q8N3G9		Q9UJQ1
Q8NFH8		O15111
Q92626		P34947
Q96L73		P35680
Q96PV7		P48553
Q96RU8		P58107
Q96SK3		Q05639
Q99952		Q5VWM4
Q9HBK9		Q6XE24
A8MUV8		Q8N196
C0HM98		Q8NB14
O15327		Q8ND71
O75679		Q9H6D7
O94823		Q9H7F0
O95925		Q9ULY5
P0CG00		A7E2V4
P17948		A8MSI8
P19883		C9J1S8
P35916		O14896
P41743		P09382
P43026		P54707
Q03164		Q14457
Q12986		Q6MZQ0
Q2TB18		Q6P2S7
Q3LI77		Q6PIU1
Q5R387		Q7Z3H4
Q6Q0C1		Q7Z7C7
Q6ZSS3		Q86YS3
Q70CQ4		Q86YV9
Q7RTX0		Q8IZT6
Q7Z5L2		Q8N7C4
Q86VV4		Q8N8J0
Q8WW22		Q8NET4
Q96GN5		Q96QK1
Q9H2X6		Q9BW30
O15118		Q9UK22
O95235		Q9Y2B4
P06401		A0A1W2PRP0
P07988		E9PB15
P0C7X1		O14746
P0DPK4		O43196
P10588		P09919
P10606		P25103
P17252		P36405
Q13507		P51671
Q2VPA4		P54646
Q52LW3		Q13470
Q5SZB4		Q2M3D2
Q6P9G9		Q6IN84
Q75N90		Q8IX05
Q8N9W4		Q8N6Q8
Q96GC6		Q96D03
Q99727		Q96M11
Q9BWE0		Q96PY6
Q9H3S1		Q9GZY6
Q9NR96		Q9NYU2
Q9UBV4		Q9P2K8
Q9Y4D7		Q9UJ71
Q9Y5F6		Q9Y6D5
A0A1W2PPD8		O14668
A2RU30		O95238
A6NNE9		P09913
O60840		P23219
P01042		P42574
P16581		Q14CZ7
P17038		Q52WX2
P52741		Q6ZUX3
P62633		Q8NCJ5
Q02556		Q8NHJ6
Q15113		Q8TC36
Q53H54		Q92546
Q8NDQ6		Q96A28
Q92673		Q9BPZ7
Q96JB8		Q9BT76
Q9H2K2		Q9H579
Q9UI38		Q9NZI8
Q9ULZ0		Q9UBF2
A8MU10		Q9UNN5
O43157		A0ZSE6
P01857		O75582
P19438		O95858
Q04756		P22362
Q07617		P27352
Q14524		P42345
Q1T7F1		P52179
Q6IE81		P98173
Q6ZVH6		Q10570
Q75VX8		Q15858
Q86TH1		Q5GAN3
Q8IU80		Q6ZRF7
Q96FX2		Q9BYT9
Q96M96		Q9NVM9
Q9H0D2		Q9NVR5
Q9H379		Q9UFW8
Q9H3D4		Q9UIF3
Q9HBW9		A0A0K0K1A3
Q9N2J8		O00159
Q9NQ69		O00716
Q9NV66		O14863
Q9Y6F9		P05362
A0A087WUV0		P38570
P14616		P78310
P37275		Q00978
Q00604		Q05C16
Q32M78		Q06546
Q494W8		Q5T8I9
Q5SWL7		Q6ZQN5
Q6UXB4		Q8N4P6
Q86UY6		Q8NGF1
Q86XX4		Q92616
Q8N0W7		Q9H0B6
Q8N3Z6		Q9HC62
Q8N9F8		Q9Y5F1
Q8NB78		Q9Y6X3
Q8NFU1		A8K0S8
Q8WW14		O60449
Q96FN5		O95157
Q9BY78		P52849
Q9BZM2		P57721
Q9C0A1		Q01524
Q9NR56		Q5VT06
Q9NRH2		Q658L1
Q9NXR5		Q674R7
Q9P283		Q6PIW4
Q9UGT4		Q8N5U1
Q9UPZ6		Q8NHU2
Q9Y2E6		Q8TAK6
A0A096LPI5		Q92997
B8ZZ34		Q9BX79
O15062		Q9GZX3
O43462		Q9NZ08
P04183		Q9UKG4
P11473		Q9Y5S1
P13612		O75161
P14314		O95164
P50876		O95475
Q12766		P14735
Q6F5E8		P48052
Q6NZY4		P68032
Q6P1R4		Q12967
Q6ZW61		Q15109
Q86WS4		Q5VT66
Q8N2I2		Q6P2H3
Q8N841		Q6W2J9
Q8TE59		Q6ZP82
Q9BYR9		Q86WS5
Q9H5Y7		Q8WXI7
Q9HCG7		Q92560
Q9Y2H6		Q96K31
A6NIE9		Q96PV6
O60315		O15482
O75718		O75771
P07477		O95025
P20933		P20929
P60323		P22455
Q08554		P46013
Q13797		P51841
Q14943		P55199
Q53TQ3		P62324
Q5T5M9		Q14566
Q5VWN6		Q5JU85
Q7Z5L7		Q687X5
Q86UR5		Q6UWE3
Q8N6D2		Q86UE8
Q8TCF1		Q8N1G2
Q8WTX9		Q8N3C0
Q9BW71		Q9BTP6
Q9H693		Q9BWP8
Q9HD89		Q9HBA0
Q9P281		Q9NR19
Q9UGP4		Q9P2G3
Q9Y6Y1		Q9UIR0
A0PJY2		Q9UKA8
O00468		Q9Y4P8
O15209		O43543
O60279		O94885
O94989		P08123
P55268		P61236
P60002		P62906
P60413		Q02880
Q03924		Q06330
Q5JY77		Q13449
Q6XXX2		Q6ZMT9
Q86UP6		Q7Z5J8
Q8IY92		Q86WA8
Q8N2E2		Q8WVZ1
Q8N8E2		Q96NC0
Q8NBA8		Q9NUX5
Q96FC7		Q9UKC9
Q96G75		A0A2R8YCY7
Q96IU2		O75023
Q96M86		O75569
Q99572		P23786
Q9NTW7		P26583
Q9P0G3		P48728
Q9Y5W3		P78413
A0A087WVF3		Q6UVK1
A6NIN4		Q6ZW97
B4DXR9		Q8NFM7
O94761		Q8NFW9
P00742		Q8TEY5
P02675		Q96GY3
P11717		Q96LB9
P15172		Q9GZL7
P15822		Q9HCR9
P29376		Q9UBT7
P49792		H0Y7S4
Q02446		O75593
Q32MQ0		P01705
Q3BBV0		P10144
Q5VY43		P10721
Q6UWN8		Q13349
Q8N114		Q5XX13
Q8NEP7		Q6UXL0
Q8TAD2		Q6XQN6
Q8TD19		Q92771
Q96CW9		Q96NU7
Q96NG8		Q96QD9
Q96PE3		Q99743
Q99592		Q9BSN7
Q9GZX5		Q9BTE7
Q9H7T0		Q9GZZ9
Q9UIG0		Q9P2D1
Q9UQ49		Q9Y5E8
Q9Y6N7		A0A0C4DH59
A0A087X179		O00584
A0A0U1RQI7		O94779
A0A286YF58		P28069
O14802		P28329
O60269		P31639
O75116		P43243
O75677		Q01546
P08582		Q3LHN1
P08603		Q5SQH8
P17021		Q6ZNX1
P41180		Q7Z4W2
P49023		Q7Z6M4
P51797		Q8N109
Q13049		Q9BTE3
Q68EA5		Q9BZQ2
Q6PKC3		Q9H2G4
Q6R2W3		Q9NQC7
Q7Z340		Q9UIU6
Q86TI0		Q9UL52
Q8N344		A0AAG2TTP8
Q8N6M9		O15143
Q8WXA3		O43614
Q92753		O75157
Q96NU1		P0CF51
Q96RG2		P18146
Q99741		P29803
Q9H175		Q14151
Q9UIM3		Q496A3
Q9ULB1		Q5VT97
A6ND01		Q8N0V4
P02771		Q8N568
P06127		Q8N688
P08581		Q8NG50
P08922		Q8TBF4
P36382		Q96Q35
P54289		Q9BXA6
Q14592		Q9BXI2
Q15569		Q9H2A2
Q2KHM9		Q9H7D0
Q2M3X9		Q9HAT1
Q3MJ13		Q9NXG0
Q49A88		Q9P260
Q53GI3		Q9Y458
Q6ZN06		Q9Y663
Q6ZN17		A4UGR9
Q701N2		O15213
Q7Z5A8		O15460
Q8NCG7		P00558
Q8TAL5		P11465
Q99466		P57081
Q9BYJ4		Q15048
Q9UBG0		Q17RQ9
O43396		Q6ICH7
O94955		Q6TFL3
O95613		Q7Z7J5
O95789		Q8NDZ0
P08519		Q96QU6
P12544		Q99497
P21757		Q9GZR2
P51168		Q9NZP6
P83105		Q9P2N6
Q02747		Q9Y6Q1
Q2MJR0		O00409
Q6PCT2		O75828
Q6PJ69		O94915
Q6UXB1		P08651
Q86XN6		P15529
Q8WW36		P28328
Q96QP1		P29558
Q99496		Q0VF96
Q9NS56		Q15390
Q9NSE4		Q53H76
Q9NUA8		Q6ZSM3
Q9UKW4		Q8IYS4
Q9Y2I8		Q8N687
A6NI03		Q8NI17
O75592		Q96AE7
P12757		Q9H7B7
P17020		Q9NT62
P28907		Q9Y2G2
P51843		O00204
P59510		O75106
Q03989		P07902
Q14435		P19113
Q15181		P35498
Q5TAG4		P50458
Q6PFW1		P53004
Q6WRI0		P55795
Q86T90		P61550
Q86UT5		Q5VT98
Q8IYI8		Q6K0P9
Q8NCT1		Q7Z5U6
Q8WYB5		Q8NER1
Q93083		Q8WU17
Q96PU4		Q96JC9
Q9BU70		Q9NS39
Q9H3T2		Q9NZI7
Q9NVH0		Q9NZL6
O43657		Q9P2J3
O95239		Q9UN36
P08151		A0A0J9YXQ4
P13987		O43166
P34931		P49916
P54760		P78316
P57059		Q16538
P58317		Q5VXH5
Q2TB10		Q6ZUG5
Q5SRR4		Q86W42
Q6P280		Q96M85
Q6V9R5		Q9BT09
Q8NG35		Q9BYZ6
Q8TAT6		Q9P227
Q96RK0		Q9ULT8
Q9BQA5		
Q9H2H0		
Q9NQ36		
Q9UFC0		
Q9UJT1		
Q9UPW5		
Q9Y3S2		
O94972		
P16422		
P17643		
P52429		
Q10571		
Q13467		
Q13936		
Q53SZ7		
Q5H9S7		
Q5VV16		
Q86Y78		
Q8NBV8		
Q8NCV1		
Q8TCT0		
Q96IF1		
Q96PX8		
Q99708		
Q9H4Z2		
Q9NSD4		
A6NIR3		
O95206		
P04118		
P37023		
P78509		
Q12947		
Q14126		
Q3MJ62		
Q53RD9		
Q6N022		
Q6ZQQ2		
Q8WU49		
Q96KP6		
Q9H6U6		
Q9NP64		
Q9NX31		
Q9UBR2		
Q9Y676		
A2RRP1		
A6NIX2		
O14771		
O15090		
O60220		
O75096		
O95407		
O95477		
P00746		
P27037		
Q12815		
Q13228		
Q13361		
Q2M2H8		
Q5JPB2		
Q5T197		
Q6AW86		
Q7RTV0		
Q7Z398		
Q7Z444		
Q86UQ4		
Q8IVF5		
Q8IY17		
Q8IYP9		
Q8N135		
Q8N3S3		
Q8NHV1		
Q92831		
Q96IQ9		
Q96K58		
Q96M02		
Q9C091		
A6NJB7		
B4DS77		
O95696		
P04637		
P05019		
P05164		
P27540		
P40238		
P49639		
P55160		
Q05086		
Q14643		
Q16670		
Q16820		
Q16821		
Q3LI76		
Q56UN5		
Q5T6X5		
Q658N2		
Q6PGQ1		
Q86UD1		
Q8NG06		
Q8TAP4		
Q96MU8		
Q9H707		
Q9ULD2		
Q9UQF0		
O00311		
O14672		
O43316		
P35443		
Q13887		
Q14593		
Q14CW9		
Q3ZCN5		
Q5GFL6		
Q63HN8		
Q6AZW8		
Q6NX45		
Q6UXB3		
Q86YS7		
Q96N21		
Q96PX9		
Q9BSJ5		
Q9H5J0		
Q9UGM3		
Q9UKN5		
Q9UPP2		
Q9Y3M9		
Q9Y4D2		
Q9Y6Q3		
O14628		
O43908		
O60384		
O75077		
O76076		
O96008		
P16144		
P41002		
Q3LI81		
Q6ZRC1		
Q6ZST2		
Q70CQ1		
Q76NI1		
Q86YB8		
Q8TB03		
Q8TE23		
Q93038		
Q96B86		
Q96NS8		
Q9H2S6		
Q9HCX4		
Q9Y5J9		
A0A1B0GTU1		
A6NHJ4		
A6NNM8		
O95201		
P01189		
P30203		
P36406		
P60014		
Q14031		
Q15696		
Q3KP31		
Q4G0G2		
Q5T5X7		
Q5TH74		
Q5VTM2		
Q66K79		
Q6NX49		
Q6PJ21		
Q6WN34		
Q7LFL8		
Q7Z2Z2		
Q86TG7		
Q8IYX4		
Q8IZ13		
Q8N144		
Q8N2Y8		
Q8N3X6		
Q8NG41		
Q9HAT8		
Q9HCJ2		
Q9NR48		
Q9NR83		
Q9P273		
B2RUY7		
O14827		
O60304		
P0C869		
P0CG39		
Q14147		
Q14161		
Q15003		
Q6FHJ7		
Q6GQQ9		
Q71UM5		
Q7L945		
Q86SE9		
Q8NAP3		
Q8NF99		
Q8WVD3		
Q8WWY8		
Q99567		
Q9BY12		
Q9P2E7		
Q9UJQ4		
Q9UPT9		
Q9Y2L1		
Q9Y577		
A6NJL1		
C0HMD7		
O14793		
O60284		
O75084		
P17097		
P51575		
P62987		
Q53FE4		
Q8NEM0		
Q8NFY4		
Q99871		
Q9BZ76		
Q9H992		
Q9HBX9		
Q9NQV8		
Q9NV58		
A6NC05		
A7KAX9		
H3BNL1		
O15409		
P41221		
Q01523		
Q01668		
Q5GH73		
Q5JXC2		
Q6UXX9		
Q86VD1		
Q8IWL3		
Q8WVD5		
Q96JM7		
Q96MF2		
Q99715		
Q9HCB6		
Q9NZB8		
Q9UH73		
A0A087X1G2		
B6SEH8		
O00339		
O60663		
P23276		
Q02388		
Q06455		
Q13360		
Q6IC83		
Q7LBC6		
Q7Z570		
Q8N884		
Q8WYK1		
