accession	start	end
P0C7X2	202	222
P31391	356	375
P52747	228	283
P61225	166	182
Q1MX18	19	39
Q92782	80	150
Q92782	186	209
Q92782	260	372
Q96A56	58	100
Q96A56	207	239
Q9BYE3	0	91
Q9BZL6	172	197
Q9BZL6	267	323
Q9C019	5	69
Q9NVS9	75	91
Q9UKQ2	397	657
Q9UMN6	955	1014
Q9UMN6	1193	1210
Q9UMN6	1222	1370
Q9UMN6	1426	1456
Q9UMN6	1570	1588
Q9UMN6	2698	2714
Q9Y242	281	344
A0A140TA62	42	99
A0A140TA62	393	435
P02788	181	203
P02788	504	543
P17735	435	453
P21359	662	682
P35590	213	353
P49711	257	336
P49711	486	579
P51805	485	532
P51805	578	604
P51805	644	692
P51805	706	753
P51805	790	846
P51805	884	927
P78348	315	342
Q07011	16	174
Q07011	230	254
Q08629	75	205
Q08629	301	322
Q08629	333	385
Q14191	925	947
Q14191	1362	1383
Q2VPK5	377	396
Q2VPK5	422	475
Q2VPK5	492	512
Q49AM3	10	38
Q8TDD2	259	310
Q8TDD2	345	368
Q93097	155	186
Q93097	310	388
Q96RE9	258	311
Q96SD1	425	453
Q9P243	3	26
Q9P243	107	131
Q9P243	290	313
Q9P243	780	813
Q9P243	928	980
Q9UEG4	141	223
Q9UEG4	560	583
Q9UEG4	705	728
Q9UEG4	759	782
Q9UEG4	833	868
Q9Y2K1	113	133
Q9Y2K1	415	479
Q9Y2K1	521	587
Q9Y2K1	597	648
A1YPR0	355	406
A5X5Y0	355	370
O95159	81	109
P09884	1265	1314
P09884	1347	1381
P0DO92	43	64
P51504	12	91
P51504	178	197
P51504	236	256
P53801	33	59
P53801	115	130
Q12836	117	186
Q12836	434	468
Q13651	441	475
Q15262	1187	1208
Q16665	197	233
Q16667	102	126
Q63ZY6	172	187
Q63ZY6	264	284
Q8NCK3	149	200
Q96AG4	125	149
Q96H86	152	217
Q96MC5	184	203
Q9BWM5	193	396
Q9NQ38	80	270
Q9NQ38	286	342
Q9NQ38	356	412
Q9NQ38	426	541
Q9NQ38	556	677
Q9NQ38	696	752
Q9NQ38	763	819
Q9NQ38	838	894
Q9NQ38	905	961
Q9NQ38	982	1055
O14490	5	29
O14490	248	268
O60671	265	281
O76009	0	57
O76009	352	403
P05067	51	68
P05067	90	110
P05067	132	195
P05067	313	350
P10826	0	17
P10826	39	62
P10826	77	157
P15976	188	237
P15976	247	291
P17787	409	427
P22792	470	494
P26842	17	151
P26842	221	245
P43489	0	170
P53803	8	48
P98175	211	242
Q12899	28	63
Q12899	91	133
Q13029	351	404
Q13029	474	497
Q13029	846	895
Q13029	1201	1228
Q13029	1445	1469
Q13106	124	175
Q13201	227	289
Q13201	1034	1069
Q15375	223	337
Q15375	358	391
Q53EL9	759	780
Q53EL9	805	847
Q6NT52	18	137
Q6P4A8	463	485
Q6UW32	88	109
Q6UXV0	17	66
Q6UXV0	149	168
Q6UXV0	188	274
Q6ZRF8	10	74
Q6ZRF8	91	136
Q7RTY9	237	254
Q86W28	1031	1047
Q86YI8	224	286
Q8IXT2	1	21
Q8IXT2	31	80
Q8N912	22	52
Q8WWZ3	46	73
Q8WWZ3	85	114
Q96GM1	168	189
Q9BYS1	0	173
Q9H0P7	0	19
Q9P2V4	23	38
Q9UK53	345	408
Q9UPG8	29	84
Q9UPG8	182	205
Q9Y228	24	51
A0A0G2JLG4	361	379
B4DH59	26	257
B4DH59	890	922
B4DH59	965	997
B4DH59	1040	1072
B4DH59	1190	1224
B4DH59	1284	1318
B4DH59	1359	1393
B4DH59	1509	1543
O00151	249	316
O15047	1690	1706
O75581	275	294
O75581	588	606
O75581	1196	1369
P00740	53	187
P16473	18	40
P49798	23	51
P49798	179	204
Q13145	48	113
Q13145	214	233
Q15935	97	201
Q52LR7	394	455
Q6MZT1	76	105
Q7Z5Q1	516	538
Q8IZJ3	1663	1686
Q8IZJ3	1699	1765
Q96A83	33	83
Q96A83	113	142
Q96NA8	18	65
Q96Q42	218	266
Q99748	153	174
Q9C0F3	129	180
Q9GZW5	168	189
Q9H4G8	13	47
Q9NX70	119	140
Q9NX70	173	190
Q9NZU5	17	67
Q9NZU5	232	255
Q9NZU5	296	316
Q9UGM5	142	163
Q9UGM5	210	234
Q9UQC9	195	210
A0A1B0GVY2	0	171
A4QN01	45	67
O14594	1001	1096
O14594	1173	1279
O14921	3	18
O15151	419	475
O43353	369	423
O75594	60	83
P07358	94	163
P07358	492	590
P49767	154	176
P49767	198	418
P51522	120	165
P51522	420	473
P56915	93	122
P58166	229	252
P58166	270	289
P78357	946	969
P82921	40	62
Q13126	134	152
Q15811	1610	1630
Q16478	922	945
Q2VY69	166	497
Q5T1V6	100	140
Q6S545	17	126
Q6UWL2	24	190
Q6ZN79	107	134
Q6ZN79	162	267
Q7Z5L9	494	563
Q8N9Q2	0	30
Q8TEW8	597	626
Q96LK8	0	20
Q9H116	308	391
Q9HAJ7	18	39
A6BM72	72	831
A8MXU0	22	68
F8WFD2	323	345
O00237	560	597
O00237	618	639
O00237	658	684
O43593	104	128
O43593	253	291
O43593	315	353
O43593	382	406
O43593	477	521
O43593	588	666
O43593	679	701
O43593	747	768
O75339	108	230
O75339	391	494
P10398	128	153
P23352	74	110
P23352	135	181
P28331	117	146
Q14134	162	196
Q14134	214	256
Q2M3R5	34	64
Q5SXH7	416	437
Q5T0J7	166	196
Q5VWK0	440	490
Q6UXN2	46	69
Q71RC1	0	16
Q71RC1	192	231
Q86VF2	1161	1187
Q8NCA9	92	143
Q8NCA9	187	238
Q8TED9	349	378
Q96G46	113	186
Q96G46	279	297
Q96G46	318	341
Q96PC2	167	193
Q96PC2	228	252
Q96QK8	0	47
Q99835	53	80
Q99835	122	213
Q9BRX9	230	250
Q9H898	44	86
Q9UKP4	349	381
Q9UKP4	501	529
Q9UKP4	551	607
Q9UKP4	621	646
Q9UKP4	673	705
Q9UKP4	822	1003
Q9UKP4	1412	1685
Q9ULI4	0	18
Q9ULI4	59	137
Q9UNE2	111	141
Q9Y6C2	78	98
Q9Y6C2	111	134
Q9Y6C2	571	611
A0AVI4	277	315
E9PKD4	325	345
O43451	82	127
O43451	1862	1882
P0DN86	20	139
Q05996	622	643
Q14990	125	249
Q15075	1347	1410
Q1ZYL8	213	231
Q4G1C9	199	224
Q56NI9	17	58
Q7Z4H8	485	506
Q86T03	73	161
Q86YP4	408	450
Q8N4Y2	344	392
Q8N7K0	133	186
Q8N7K0	217	410
Q8N9Z0	223	274
Q8NFW1	424	445
Q8NFW1	465	487
Q8NFW1	1005	1025
Q8NHY2	156	176
Q8NI28	12	48
Q8NI28	85	112
Q8TBZ5	50	85
Q8TBZ5	134	197
Q96MI6	80	98
Q96MI6	157	177
Q96RD9	154	182
Q96S65	17	42
Q96S65	226	284
Q99650	847	864
Q9BR11	371	387
Q9BSK1	107	201
Q9NRG4	254	276
Q9NY57	334	355
Q9NY57	388	413
Q9P218	1034	1071
Q9Y2G9	1140	1155
Q9Y2G9	1227	1255
Q9Y620	218	260
Q9Y620	598	615
Q9Y620	822	838
A0A1B0GU33	0	18
A0AAG2TWJ7	0	19
A0AAG2TWJ7	42	65
O76014	0	101
O76014	131	154
O76014	304	358
O76014	402	441
P60331	0	281
Q08380	82	132
Q15027	409	434
Q3KNS6	147	170
Q3KNS6	203	366
Q495C1	14	54
Q5H9K5	0	28
Q5T6C5	61	108
Q5T6C5	232	269
Q5T6C5	402	420
Q5T6C5	509	534
Q5T6C5	574	607
Q5T6C5	651	721
Q5TG53	83	114
Q68BL7	36	107
Q6YL49	64	100
Q8NCE0	181	232
Q8TB69	95	110
Q8TB69	228	252
Q8TB69	283	336
Q96GF1	28	48
Q96GF1	60	88
Q9BUK0	5	39
Q9BYV9	138	158
Q9BYV9	489	559
Q9BYV9	652	799
Q9BYV9	812	839
Q9H4T2	227	278
Q9NT22	111	138
A6NHQ4	0	55
O60637	163	189
O75882	90	141
O75882	246	301
O75882	650	788
O75882	888	958
O75882	973	1151
P03952	93	114
P03952	126	141
P03952	364	392
P03952	552	586
P54762	242	328
P54762	349	385
Q06889	296	347
Q16288	35	54
Q3ZCT1	16	122
Q5HY98	206	257
Q5T754	0	117
Q5VVP1	1209	1250
Q5VVP1	1322	1341
Q5XKK7	171	197
Q6WBX8	399	414
Q6ZNG0	201	228
Q6ZNG0	243	294
Q6ZNG0	317	378
Q6ZVH7	657	696
Q7Z410	143	200
Q7Z410	372	394
Q7Z410	674	694
Q7Z410	929	958
Q7Z410	994	1020
Q8N1D0	154	184
Q8N7R1	108	128
Q8NA57	0	15
Q8NB46	473	499
Q8NB46	1044	1074
Q9BT49	0	20
Q9BT49	112	132
Q9BVT8	158	178
Q9NW07	142	193
Q9Y5W5	166	377
O00482	78	155
O15393	55	83
O15393	111	149
O43918	288	349
O43918	385	484
O75712	218	269
P04085	118	149
P04085	166	188
P08476	303	318
P08476	343	363
P20231	207	232
P32926	565	604
P32926	794	836
P32926	979	998
P35670	351	369
P49619	302	361
P78332	543	568
Q00987	294	328
Q00987	351	383
Q00987	427	485
Q05655	188	217
Q05655	260	279
Q08ER8	153	241
Q08ER8	330	383
Q14644	696	721
Q16822	414	434
Q499Z4	0	325
Q5TEC3	183	203
Q5TEC3	252	298
Q5TEC3	308	331
Q5TEC3	343	423
Q6PF04	195	246
Q8N2S1	42	96
Q8N2S1	142	189
Q8N2S1	278	481
Q8N2S1	538	1150
Q8N2S1	1172	1411
Q8N2S1	1526	1623
Q8N6Q3	38	60
Q8N6Q3	122	220
Q8N6Q3	314	378
Q8NI32	54	157
Q8WU90	102	128
Q96CX3	13	270
Q96PR1	67	94
Q96PR1	498	534
Q96PR1	564	594
Q9BRB3	632	677
Q9BUK6	392	452
Q9BUK6	472	494
Q9NR12	271	289
Q9NWN3	163	196
Q9NWN3	621	642
Q9NWS9	323	346
Q9NWS9	386	437
Q9NYW8	154	187
Q9NYW8	252	436
Q9NYW8	448	499
Q9NYW8	558	581
Q9NYW8	614	665
Q9P265	930	947
Q9UJW8	344	395
Q9UPY3	737	761
B3EWF7	185	221
P17035	170	191
P17035	206	313
P17035	337	419
P25054	1243	1289
P41732	169	192
P56645	515	536
P56645	553	569
P56645	1168	1200
P84550	939	964
Q5SXM1	72	96
Q5SXM1	116	189
Q5SXM1	200	447
Q6P1W5	354	386
Q8IVC4	135	159
Q8IVC4	205	256
Q8IVC4	317	369
Q8IXM7	70	96
Q8WW33	6	109
Q8WWQ8	18	357
Q8WWQ8	656	676
Q8WWQ8	706	982
Q8WWQ8	1262	1302
Q8WWQ8	1322	1604
Q8WWQ8	1890	2196
Q8WWQ8	2209	2229
Q96AW1	140	167
Q96N22	95	139
Q96N22	217	242
Q96N22	329	380
Q99698	486	508
A0A0J9YY54	672	713
B7ZLF3	28	82
B7ZLF3	157	180
O60870	23	54
O75690	0	186
O95980	28	58
O95980	109	310
O95980	332	379
O95980	409	525
O95980	543	772
P01854	433	486
P08217	202	225
P0CG36	79	131
P0CG36	143	170
P0CG36	188	222
P0DPD5	108	145
P0DPD5	164	383
P14151	117	269
P21860	172	340
P21860	482	633
P22749	32	54
P22749	121	144
P54132	1052	1075
P60368	0	254
Q07869	91	118
Q07869	136	161
Q2TBC4	73	97
Q2TBC4	138	209
Q5VYS8	960	987
Q5VYS8	1336	1369
Q5VYS8	1442	1475
Q6DJT9	25	78
Q6DJT9	176	227
Q8N3A8	311	341
Q8N3A8	356	404
Q8N9L1	162	180
Q8N9L1	195	250
Q8TBB1	3	31
Q8TBB1	74	89
Q8TBB1	102	161
Q96CC6	490	527
Q96CC6	537	609
Q96MR7	130	157
Q9NTI2	458	491
Q9NZJ4	1739	1759
Q9Y334	201	219
C9JLJ4	34	61
C9JLJ4	101	135
O95396	222	240
P0CW19	67	84
P11229	249	272
P31150	391	417
P48745	26	350
P52738	152	203
Q13705	17	60
Q13705	83	107
Q14678	529	560
Q14678	578	609
Q14678	619	654
Q14678	684	708
Q5HYM0	356	382
Q5T4F4	339	410
Q68DA7	772	813
Q7RTU7	126	148
Q7RTU7	171	191
Q8TCU6	952	969
Q96I34	123	144
Q96KQ4	24	44
Q9C073	59	87
Q9H1K6	320	346
Q9H3Z4	125	147
Q9NRL2	1150	1204
Q9NX58	12	29
Q9Y4F3	90	114
Q9Y4F3	169	258
Q9Y4F3	297	320
Q9Y4F3	950	989
A2RU37	101	120
A8MXY4	241	299
A8MXY4	388	439
M0QZD8	3171	3204
M0QZD8	3225	3244
O43692	227	242
P00533	177	344
P00533	488	645
P0CZ25	34	50
P0CZ25	86	162
P22413	92	212
P22413	603	632
Q5T5D7	178	229
Q5T5D7	318	335
Q5T5D7	346	369
Q6MZP7	514	638
Q6MZP7	694	709
Q6MZP7	731	748
Q7Z5J4	817	854
Q7Z5J4	1673	1754
Q7Z5J4	1769	1827
Q7Z5J4	1846	1905
Q86WI3	609	627
Q86WI3	664	690
Q86WI3	1110	1134
Q86WI3	1207	1225
Q8NGA4	0	33
Q8TDZ2	686	755
Q93008	1721	1736
Q96FC9	843	902
Q96FC9	923	961
Q96KQ7	415	545
Q96KQ7	931	984
Q96MD7	34	97
Q96MD7	123	145
Q96PQ0	704	747
Q9BUY5	135	187
Q9BUY5	215	238
Q9BUY5	299	350
Q9BVI0	657	699
Q9C000	882	906
Q9H4Q3	592	644
Q9H5U6	87	105
Q9H5U6	380	470
Q9NYA4	141	161
Q9NYA4	317	334
Q9NYA4	756	781
Q9NYA4	796	825
Q9NYA4	921	981
Q9NYA4	1044	1101
Q9NYA4	1121	1178
Q9UPP1	75	98
A1KZ92	707	731
A1KZ92	821	878
A1KZ92	1384	1459
A6NGG3	4	59
E7ERA6	40	168
E7ERA6	219	236
O14829	364	384
O60609	33	105
O60609	173	256
O60609	305	335
O75954	163	184
O94907	74	265
O94986	1156	1202
O94986	1228	1270
O94986	1380	1426
O94986	1439	1476
P0DJD4	431	480
P10828	9	45
P10828	80	168
P13284	217	249
P22001	72	110
P22001	545	571
P43250	118	141
P43250	414	436
P43250	550	574
Q14142	8	38
Q15047	722	801
Q504Q3	652	672
Q504Q3	711	731
Q6ZMM2	61	107
Q6ZMM2	156	201
Q6ZMM2	352	372
Q6ZMM2	414	436
Q6ZNL6	323	371
Q6ZNL6	383	406
Q6ZNL6	1250	1285
Q6ZP65	11	31
Q8IW70	400	509
Q8IW70	536	565
Q8N2H9	65	88
Q8N2H9	367	431
Q8NHM4	188	206
Q8TD20	590	614
Q92670	311	327
Q92670	367	384
Q92670	395	418
Q96JM2	234	263
Q96JM2	461	500
Q96JM2	1184	1200
Q96JM2	1226	1266
Q96JM2	1688	1704
Q96JM2	1883	1906
Q96JM2	2045	2062
Q96JM2	2245	2261
Q96JM2	2301	2342
Q96MY7	114	137
Q9BSK4	261	298
Q9BUD6	305	330
Q9C030	29	68
Q9C037	1	61
Q9C037	76	118
Q9C0A0	539	596
Q9C0A0	711	743
Q9C0A0	947	979
Q9NQ86	104	127
Q9NQ86	146	191
Q9NQ86	201	244
Q9UBR4	9	30
Q9UBR4	53	71
A0A286YF60	0	99
A4QPH2	281	306
A6NFK2	186	247
F5H4A9	37	63
O43364	286	314
O75074	155	259
O75074	357	494
P03971	477	501
P03971	517	534
P14138	86	105
P14138	148	182
P14138	217	237
Q02985	103	154
Q02985	174	219
Q02985	236	277
Q12849	12	27
Q14254	0	15
Q16600	127	279
Q2KHR2	585	611
Q2TAK8	149	175
Q5TA79	0	105
Q6PGQ7	476	558
Q6U7Q0	0	24
Q6U7Q0	52	103
Q6U7Q0	134	256
Q76B58	272	298
Q76B58	417	474
Q86VB7	49	76
Q86VB7	109	178
Q86VB7	231	257
Q86VB7	297	317
Q86VB7	335	390
Q86VB7	460	503
Q86VB7	536	635
Q86VB7	853	981
Q8IUD6	50	71
Q8IUD6	90	112
Q8IUQ4	0	37
Q8IUQ4	53	84
Q8IUQ4	100	143
Q92681	231	251
Q92681	324	352
Q9BXJ1	62	85
Q9HCC9	468	490
Q9HCC9	548	594
Q9HCC9	776	799
Q9HCC9	824	868
Q9NQE9	5	74
Q9NR16	232	253
Q9NR16	652	707
Q9NR16	782	820
Q9NR16	866	891
Q9NR16	927	943
Q9NR16	1108	1132
Q9NR16	1237	1263
Q9NR16	1320	1351
B2CW77	126	177
O00220	121	232
O00220	262	288
P01112	170	188
P05107	24	82
P05107	378	409
P05107	438	675
P0C7P2	45	68
P10321	332	365
P23769	278	382
P23769	402	429
P56730	127	174
P56730	339	388
P56730	444	490
P56730	558	620
P56730	803	834
Q04771	24	54
Q04771	73	108
Q14526	207	249
Q14526	415	451
Q14526	498	549
Q14526	582	605
Q15493	3	22
Q2I0M4	35	53
Q4KMZ1	262	286
Q68DU8	278	339
Q6P9A1	230	281
Q6UXH8	36	211
Q7LFX5	6	45
Q86XT4	80	95
Q8IVU1	743	761
Q8IWR0	579	601
Q8IWR0	714	737
Q8IWR0	764	794
Q8IWR0	854	875
Q8IWR0	905	930
Q8N1W1	655	708
Q8N8N0	19	63
Q96G27	17	44
Q96G27	91	110
Q96G27	146	173
Q96G27	194	228
Q96RP8	0	16
Q9HB15	11	33
Q9NQ03	146	200
Q9P0L1	374	425
A0ABJ7HAP4	56	95
C9JSJ3	253	280
C9JSJ3	532	566
O43184	356	624
O43184	743	773
O75330	705	723
O75694	626	654
P01861	95	115
P05981	1	16
P05981	337	363
P15622	99	131
P15622	190	241
P15622	498	556
P62508	0	44
P62508	93	126
P62508	152	188
Q01101	258	315
Q01101	358	381
Q01101	429	455
Q01101	478	505
Q3SY52	91	112
Q3SY52	189	253
Q3T8J9	1839	1888
Q5VIY5	170	191
Q5VIY5	228	426
Q68D86	29	57
Q7Z3E5	751	771
Q8IZF2	375	400
Q8IZF2	413	443
Q8N8K9	39	82
Q8N8K9	102	134
Q8NDZ2	189	246
Q8WTR8	15	62
Q8WTR8	146	373
Q96K75	193	274
Q96RL1	494	533
Q96RL1	552	610
Q9H1H1	0	72
Q9H1H1	86	109
Q9H7E9	10	53
Q9HCE3	663	680
Q9HCE3	739	830
Q9HCE3	1046	1099
Q9HCE3	1173	1216
Q9HCE3	1255	1278
Q9NZV1	34	884
Q9UK10	167	246
Q9Y314	0	17
Q9Y314	34	61
Q9Y330	378	429
A0A0B4J1T7	29	62
O15055	562	616
O15055	1200	1220
O60241	195	234
O60241	310	532
O60241	551	567
O60241	887	904
O60241	1213	1242
O60811	447	473
O96028	659	739
O96028	757	794
O96028	1005	1065
O96028	1133	1156
O96028	1174	1211
O96028	1231	1337
P06681	47	98
P06681	114	160
P06681	175	213
P06681	662	680
P21741	26	142
P35858	32	51
P35858	560	592
Q14993	235	259
Q14993	274	294
Q5D1E8	295	337
Q5D862	256	425
Q5D862	436	462
Q5HYC2	511	594
Q5TD97	38	70
Q5TD97	86	111
Q5TD97	128	148
Q5TI25	628	655
Q5TI25	778	812
Q5TI25	947	981
Q5TI25	1041	1075
Q5TI25	1191	1225
Q5TI25	1285	1319
Q5TI25	1435	1469
Q5TI25	1529	1563
Q5TI25	1679	1713
Q5TI25	1773	1807
Q5TI25	1923	1957
Q5TI25	2017	2051
Q5TI25	2167	2201
Q5TI25	2261	2295
Q5TI25	2411	2445
Q5TI25	2505	2539
Q5TI25	2655	2689
Q5TI25	2749	2783
Q6NW40	46	68
Q6NW40	82	103
Q7Z6K1	0	19
Q8IVH2	300	327
Q8IYR2	295	318
Q8IYR2	586	649
Q8N720	203	254
Q8N720	371	447
Q8NEQ6	74	137
Q8NEQ6	152	168
Q96SC8	59	99
Q99612	191	246
Q9H1D9	286	304
Q9NXF7	172	188
Q9Y4C0	191	243
Q9Y4C0	628	662
Q9Y4C0	1035	1091
O75751	533	552
P08709	66	89
P08709	101	204
P0DMB1	207	223
P23921	404	423
P23921	773	791
P32927	74	98
P34059	490	521
P52736	55	87
P52736	99	119
P52736	205	256
P53420	40	63
P53420	1569	1589
P98174	725	808
Q08AG5	92	117
Q08AG5	132	184
Q08AG5	204	286
Q08AG5	300	351
Q13625	24	52
Q14508	27	123
Q16819	663	691
Q5T1H1	188	292
Q5T1H1	311	353
Q5T1H1	372	403
Q5T1H1	510	546
Q5T1H1	562	593
Q5T1H1	615	1234
Q5T1H1	2092	2109
Q5T1H1	2329	2399
Q5T1H1	2588	2675
Q5T1H1	2884	2931
Q5T601	121	141
Q5VYX0	40	63
Q5VYX0	283	312
Q6P5W5	51	71
Q6ZSG1	285	313
Q6ZSG1	326	343
Q70CQ3	223	246
Q70CQ3	274	296
Q70EK9	223	243
Q70EK9	467	506
Q70EK9	541	584
Q7RTY8	481	605
Q7RTY8	778	795
Q86UV5	681	704
Q86UV5	833	853
Q8WWY6	1	21
Q8WY91	0	19
Q8WY91	341	369
Q96K78	41	68
Q96K78	98	119
Q96P47	833	852
Q9BXA9	46	67
Q9BXA9	670	753
Q9BXA9	963	1023
Q9H6A9	1414	1433
Q9H8X9	343	376
Q9Y2G7	108	133
Q9Y2G7	149	340
Q9Y2K6	0	46
A7E2F4	605	628
A8MUX0	0	516
O75509	3	21
O75509	56	220
O75764	299	343
P08138	28	197
P08174	90	107
P08174	124	172
P08174	207	292
P0C880	76	134
Q13835	124	251
Q13835	460	485
Q13835	502	537
Q5FWF4	616	653
Q5FWF4	901	933
Q5FWF4	1025	1053
Q5VZL5	330	401
Q5VZL5	433	509
Q5VZL5	527	543
Q5VZL5	770	797
Q5VZL5	848	866
Q6ZRN7	117	139
Q8IV20	390	405
Q8N1W2	286	303
Q8N1W2	314	365
Q8N1W2	381	452
Q8N1W2	482	505
Q8NB66	1127	1156
Q8TEU7	1402	1431
Q96GE5	160	183
Q96GE5	216	407
Q96GE5	467	518
Q96GE5	551	637
Q96MF0	27	73
Q96MF0	97	127
Q99435	218	236
Q99435	257	815
Q9BY31	246	314
Q9BY31	330	493
Q9BY31	729	830
Q9BZ72	600	620
Q9H172	334	362
Q9H5V7	101	156
Q9H5V7	355	418
Q9P0M4	118	143
Q9P2E8	158	191
Q9UIC8	2	33
Q9UM44	371	406
Q9Y2Y4	362	415
Q9Y2Y4	469	486
Q9Y483	98	144
Q9Y581	168	186
O14773	517	535
O14964	155	224
O43482	1	27
P02461	21	94
P02461	1251	1281
P30530	844	875
P78385	2	38
P78385	60	91
P78385	412	492
Q12933	63	79
Q12933	94	232
Q13241	150	174
Q15973	75	332
Q5T481	935	955
Q7Z6W1	153	178
Q8N5C8	22	51
Q8N5C8	678	711
Q8NDX5	793	817
Q96AP0	127	160
Q96AP0	176	245
Q96AP0	411	431
Q9BYV1	213	268
Q9H1L0	0	21
Q9H3R2	166	192
Q9H3R2	327	410
Q9ULD9	354	374
Q9ULD9	541	569
Q9ULD9	590	618
A0A0U1RRI6	190	207
A0AAG2TVJ1	328	355
A0AAG2TVJ1	370	406
O43257	94	153
O75373	106	132
O75373	164	215
O75373	248	299
O75373	360	411
P01213	23	47
P01860	3	36
P01860	72	168
P02795	0	60
P17019	105	140
P17019	158	239
P17019	439	490
P33992	186	215
Q10588	147	166
Q13263	54	193
Q13263	617	678
Q13263	703	726
Q14005	1000	1020
Q5MCW4	149	174
Q5MCW4	205	256
Q5MCW4	373	424
Q5VST9	487	510
Q5VST9	1402	1430
Q5VST9	3336	3355
Q5VST9	3424	3443
Q5VST9	3580	3619
Q5VST9	3756	3795
Q5VST9	3844	3883
Q5VST9	3931	3972
Q5VST9	3988	4007
Q5VST9	7910	7937
Q8N104	24	45
Q8N5P1	186	273
Q8N859	277	328
Q8WV22	194	240
Q96J86	108	135
Q99523	709	749
Q9NQT5	56	90
Q9UJ78	233	298
Q9UJ78	323	420
Q9Y278	43	75
Q9Y2M2	166	242
Q9Y4B6	1008	1046
A6NJZ7	144	163
A6NJZ7	226	253
A6NJZ7	395	415
A6NJZ7	482	524
A6NJZ7	1316	1350
A6NJZ7	1407	1437
O15535	166	192
O15535	245	296
P0CJ79	214	312
P42701	24	39
P42701	185	205
P58294	49	91
P60328	0	95
Q04206	88	129
Q32MH5	29	70
Q32MH5	560	595
Q32MH5	633	661
Q32MH5	758	782
Q49AR2	184	236
Q5VV52	106	157
Q6PRD1	271	304
Q6PRD1	349	369
Q6PRD1	1525	1572
Q6PRD1	1785	1827
Q7L3S4	57	105
Q7Z7A3	0	18
Q7Z7A3	276	311
Q8TEY7	50	93
Q8TEY7	310	333
Q8TF42	356	390
Q8WUA4	542	563
Q92838	14	37
Q93098	104	129
Q93098	169	203
Q93098	245	350
Q96IK5	33	71
Q9BX84	26	50
Q9C0B9	1001	1030
Q9C0B9	1122	1155
Q9H1Z9	19	57
Q9H1Z9	236	258
Q9UDY8	721	739
Q9UDY8	766	793
O00602	100	120
O15235	53	102
O15235	121	137
O15375	194	215
O95633	27	74
O95633	84	252
P14770	16	33
P16112	2272	2357
P16112	2429	2512
P28698	347	398
P28698	478	527
P34896	373	396
P49795	28	85
P52739	282	331
P52739	347	395
Q15413	1875	1897
Q2M385	390	413
Q2NKQ1	503	535
Q6UXB2	39	86
Q6UXM1	36	62
Q6UXM1	959	990
Q7L7V1	722	742
Q8IZP7	164	193
Q8IZP7	214	237
Q8IZP7	262	286
Q8N488	16	52
Q8N7S2	143	188
Q8NBF1	1	21
Q8NBF1	54	109
Q8NBF1	196	212
Q8NBF1	253	308
Q8NBF1	589	606
Q8TEQ6	1410	1430
Q8TEQ6	1492	1507
Q96NW4	420	449
Q96NW4	700	729
Q9HC57	55	113
Q9HC57	133	189
Q9NQZ8	64	144
Q9NQZ8	401	452
Q9UFP1	437	459
Q9Y336	152	173
Q9Y4A5	1488	1505
Q9Y4A5	2656	2677
A0A8V8TPE2	36	72
A0AAG2TUC4	39	75
O95685	15	41
O95685	82	104
P01127	119	150
P01127	167	189
P40313	200	219
P41091	90	114
Q5T7P2	0	109
Q8IUA0	41	240
Q8N141	161	212
Q8N141	441	492
Q8N895	244	295
Q8N895	496	519
Q8N895	605	644
Q8N895	682	708
Q8NA82	648	682
Q92743	21	139
Q96BH1	187	210
Q96D46	6	30
Q96S21	262	280
Q96SE7	280	331
Q96SE7	644	695
Q96SL8	12	121
Q96SL8	191	242
Q96SL8	322	372
Q96SL8	405	450
Q9H195	13101	13162
Q9H195	13266	13293
Q9H195	13331	13366
Q9ULV3	513	540
Q9ULV3	645	694
Q9Y2I7	150	206
Q9Y6H3	70	118
A4D1E1	239	275
A4D1E1	345	370
A4D1E1	633	670
A4D1E1	680	771
A4D1E1	870	912
A4D1E1	926	981
A6NFQ7	171	190
O14686	47	80
O14686	120	145
O14686	155	198
O14686	214	231
O14686	251	378
O14686	1377	1407
O14686	1428	1445
O14686	1479	1509
O14686	1529	1565
O14686	5021	5044
O14686	5090	5112
O15344	33	68
O15344	108	154
O15344	164	189
O60636	152	170
P00748	49	139
P00748	151	280
P00748	406	446
P00748	477	506
P00748	547	574
P00750	66	98
P00750	111	190
P00750	256	278
P00750	417	453
P00750	465	521
P03372	205	254
P17025	225	276
P21941	229	268
P32297	385	403
P49759	41	61
P51582	345	364
Q08050	149	176
Q14695	2	46
Q15695	175	195
Q15695	316	340
Q52M58	30	115
Q6PJE2	118	174
Q6Q0C0	129	170
Q6Q0C0	185	291
Q711Q0	224	255
Q7RTU9	440	462
Q7RTU9	483	535
Q7Z3G6	119	143
Q7Z3G6	184	208
Q7Z3G6	254	319
Q7Z736	399	421
Q8NEZ4	279	311
Q8NEZ4	327	526
Q8NEZ4	957	981
Q8NEZ4	1003	1029
Q8NEZ4	1063	1160
Q8NEZ4	4391	4414
Q8NEZ4	4894	4910
Q8TDW5	53	107
Q96BY7	1618	1634
Q96BY7	1672	1705
Q96HA7	218	239
Q96HA7	1340	1370
Q9BQS8	1168	1190
Q9BQS8	1207	1235
Q9C0D4	49	72
Q9P2S2	195	250
Q9P2S2	675	709
Q9P2S2	1082	1138
Q9Y383	32	53
A0A140TA64	0	209
